#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]        
       8.165463983097e+01       2.027631439021e-04      -2.994360460204e+00      -6.302957905648e-02      -2.164536907614e-03      -5.411342269036e-03      -7.403896212139e-06      -1.082268453807e-03      -2.246774554062e+00      -6.297593120358e-02       2.539739869635e-01       2.374187080972e-01      -2.200987829931e+00      -5.366576437606e-02      -2.897227200677e-01      -6.148427020086e+00       7.550247021187e-02      -2.201120829657e+00      -5.365338232053e-02      -2.895365920488e-01       3.332071407775e-01 
       8.187707940004e+01       2.033881296581e-04      -2.980001490098e+00      -6.344426609388e-02      -2.192278845710e-03      -5.480697114274e-03      -7.545104547782e-06      -1.096139422855e-03      -2.236017294279e+00      -6.339030949381e-02       2.529164515652e-01       2.363196357169e-01      -2.189466772466e+00      -5.367055675530e-02      -2.922298579480e-01      -6.168523947744e+00       7.554706790982e-02      -2.189603105829e+00      -5.365823716779e-02      -2.920421045589e-01       3.332063612319e-01 
       8.210488930319e+01       2.040286134303e-04      -2.965146652788e+00      -6.386609967801e-02      -2.220822442851e-03      -5.552056107128e-03      -7.691562261888e-06      -1.110411221426e-03      -2.224888493881e+00      -6.381182983143e-02       2.518368006884e-01       2.351995662316e-01      -2.177644677900e+00      -5.367056617272e-02      -2.947757328296e-01      -6.189099657978e+00       7.559199304676e-02      -2.177784410892e+00      -5.365831257194e-02      -2.945863215470e-01       3.332055598554e-01 
       8.233269920635e+01       2.046695111353e-04      -2.950141699890e+00      -6.428499703844e-02      -2.249497539481e-03      -5.623743848702e-03      -7.839897651256e-06      -1.124748769740e-03      -2.213647177809e+00      -6.423041697830e-02       2.507606260196e-01       2.340851042697e-01      -2.165800901391e+00      -5.366563312683e-02      -2.972991773669e-01      -6.209668694019e+00       7.563616365461e-02      -2.165944054377e+00      -5.365344843025e-02      -2.971081202431e-01       3.332047554277e-01 
       8.256050910950e+01       2.053108227734e-04      -2.934987514984e+00      -6.470092128099e-02      -2.278305975152e-03      -5.695764937881e-03      -7.990138403274e-06      -1.139152987576e-03      -2.202294008050e+00      -6.464603408741e-02       2.496879467832e-01       2.329762533059e-01      -2.153936927955e+00      -5.365577317656e-02      -2.997998144678e-01      -6.230230873977e+00       7.567958346194e-02      -2.154083485319e+00      -5.364365943438e-02      -2.996071192100e-01       3.332039479436e-01 
       8.278831901265e+01       2.059525483448e-04      -2.919684994205e+00      -6.511383576276e-02      -2.307245679022e-03      -5.768114197555e-03      -8.142293396968e-06      -1.153622839511e-03      -2.190829655998e+00      -6.505864459007e-02       2.486187815074e-01       2.318730164674e-01      -2.142054239146e+00      -5.364100269479e-02      -3.022772708955e-01      -6.250786017855e+00       7.572225621024e-02      -2.142204215196e+00      -5.362896272115e-02      -3.020829498938e-01       3.332031373982e-01 
       8.301612891581e+01       2.065946878495e-04      -2.904235046165e+00      -6.552370409726e-02      -2.336314512338e-03      -5.840786280844e-03      -8.296371167559e-06      -1.168157256169e-03      -2.179254802380e+00      -6.546821219355e-02       2.475531487704e-01       2.307753965360e-01      -2.130154312807e+00      -5.362133886335e-02      -3.047311773400e-01      -6.271333947550e+00       7.576418565361e-02      -2.130307697670e+00      -5.360937489001e-02      -3.045352401704e-01       3.332023237862e-01 
       8.324393881896e+01       2.072372412879e-04      -2.888638591858e+00      -6.593049016074e-02      -2.365510293996e-03      -5.913775734990e-03      -8.452379990439e-06      -1.182755146998e-03      -2.167570137194e+00      -6.587470086763e-02       2.464910667273e-01       2.296833959503e-01      -2.118238622808e+00      -5.359679966782e-02      -3.071611684882e-01      -6.291874486841e+00       7.580537555852e-02      -2.118395419109e+00      -5.358491425938e-02      -3.069636270497e-01       3.332015071028e-01 
       8.347174872212e+01       2.078802086602e-04      -2.872896564573e+00      -6.633415809593e-02      -2.394830816314e-03      -5.987077040785e-03      -8.610327931586e-06      -1.197415408157e-03      -2.155776359633e+00      -6.627807484109e-02       2.454325533832e-01       2.285970168087e-01      -2.106308638798e+00      -5.356740389211e-02      -3.095668830941e-01      -6.312407461389e+00       7.584582970359e-02      -2.106468846232e+00      -5.355559956003e-02      -3.093677494477e-01       3.332006873427e-01 
       8.370514416293e+01       2.085393698549e-04      -2.856618585815e+00      -6.674445237765e-02      -2.424997242979e-03      -6.062493107448e-03      -8.774167666324e-06      -1.212498621490e-03      -2.143580999935e+00      -6.668807159634e-02       2.443518066098e-01       2.274898330878e-01      -2.094072858379e+00      -5.353227119863e-02      -3.120060319838e-01      -6.333435846386e+00       7.588651664299e-02      -2.094236550090e+00      -5.352055229629e-02      -3.118052786946e-01       3.331998442874e-01 
       8.393853960374e+01       2.091989655308e-04      -2.840189830548e+00      -6.715139842196e-02      -2.455289788337e-03      -6.138224470843e-03      -8.940059084371e-06      -1.227644894169e-03      -2.131272626855e+00      -6.709472389437e-02       2.432748431173e-01       2.263885532214e-01      -2.081825182775e+00      -5.349208331483e-02      -3.144189450233e-01      -6.354455926703e+00       7.592643936872e-02      -2.081992366477e+00      -5.348045272463e-02      -3.142165871724e-01       3.331989979921e-01 
       8.417193504455e+01       2.098589956879e-04      -2.823611341955e+00      -6.755495855291e-02      -2.485705956236e-03      -6.214264890589e-03      -9.108010013527e-06      -1.242852978118e-03      -2.118852021890e+00      -6.749799415650e-02       2.422016816435e-01       2.252931783689e-01      -2.069567176971e+00      -5.344686301012e-02      -3.168052474684e-01      -6.375467520978e+00       7.596560198247e-02      -2.069737832882e+00      -5.343532292881e-02      -3.166012966250e-01       3.331981484512e-01 
       8.440533048536e+01       2.105194603265e-04      -2.806884176350e+00      -6.795509539918e-02      -2.516243217419e-03      -6.290608043549e-03      -9.278028012767e-06      -1.258121608710e-03      -2.106319976359e+00      -6.789784510874e-02       2.411323403533e-01       2.242037093263e-01      -2.057300400189e+00      -5.339663390775e-02      -3.191645693562e-01      -6.396470449895e+00       7.600400859834e-02      -2.057474539401e+00      -5.338518734673e-02      -3.189590424116e-01       3.331972956593e-01 
       8.463872592616e+01       2.111803594468e-04      -2.790009403080e+00      -6.835177189757e-02      -2.546899001880e-03      -6.367247504701e-03      -9.450120338012e-06      -1.273449500940e-03      -2.093677291331e+00      -6.829423978408e-02       2.400668375149e-01       2.231201465272e-01      -2.045026405616e+00      -5.334142047780e-02      -3.214965455782e-01      -6.417464536189e+00       7.604166334255e-02      -2.045204004536e+00      -5.333006956903e-02      -3.212894547080e-01       3.331964396109e-01 
       8.487212136697e+01       2.118416930490e-04      -2.772988104409e+00      -6.874495129559e-02      -2.577670700705e-03      -6.444176751762e-03      -9.624293942254e-06      -1.288835350352e-03      -2.080924777545e+00      -6.868714152611e-02       2.390051907768e-01       2.220424900467e-01      -2.032746740127e+00      -5.328124803014e-02      -3.238008159532e-01      -6.438449604633e+00       7.607857035323e-02      -2.032927806494e+00      -5.326999573836e-02      -3.235921788490e-01       3.331955803007e-01 
       8.510551680778e+01       2.125034611333e-04      -2.755821375417e+00      -6.913459715444e-02      -2.608555671062e-03      -6.521389177656e-03      -9.800555487678e-06      -1.304277835531e-03      -2.068063255325e+00      -6.907651399315e-02       2.379474178633e-01       2.209707396037e-01      -2.020462944018e+00      -5.321614270717e-02      -3.260770252981e-01      -6.459425482037e+00       7.611473378016e-02      -2.020647457164e+00      -5.320499127231e-02      -3.258668558012e-01       3.331947177231e-01 
       8.534472955992e+01       2.131821744498e-04      -2.738077017327e+00      -6.953025028082e-02      -2.640325169407e-03      -6.600812923519e-03      -9.983383566406e-06      -1.320162584704e-03      -2.054768914056e+00      -6.947189144094e-02       2.368673181377e-01       2.198784041177e-01      -2.007870296067e+00      -5.314432404231e-02      -3.283804833142e-01      -6.480914460296e+00       7.615103130852e-02      -2.008058339870e+00      -5.313327882922e-02      -3.281687613545e-01       3.331938302498e-01 
       8.558394231206e+01       2.138613441774e-04      -2.720182259126e+00      -6.992211504169e-02      -2.672207907219e-03      -6.680519768047e-03      -1.016841810474e-05      -1.336103953609e-03      -2.041361838090e+00      -6.986348521131e-02       2.357913242517e-01       2.187922710175e-01      -1.995276563051e+00      -5.306738179472e-02      -3.306537249291e-01      -6.502393421773e+00       7.618655658750e-02      -1.995468123022e+00      -5.305644537928e-02      -3.304404675301e-01       3.331929393326e-01 
       8.582315506420e+01       2.145409703164e-04      -2.702138321009e+00      -7.031015325059e-02      -2.704200907215e-03      -6.760502268039e-03      -1.035566520247e-05      -1.352100453608e-03      -2.027842941441e+00      -7.025125722376e-02       2.347194542736e-01       2.177123388545e-01      -1.982683380042e+00      -5.298534678361e-02      -3.328963845382e-01      -6.523862186622e+00       7.622131412137e-02      -1.982878443007e+00      -5.297452179231e-02      -3.326816096135e-01       3.331920449657e-01 
       8.606236781633e+01       2.152210528670e-04      -2.683946436812e+00      -7.069432708032e-02      -2.736301161167e-03      -6.840752902918e-03      -1.054513063376e-05      -1.368150580584e-03      -2.014213148326e+00      -7.063516975728e-02       2.336517259648e-01       2.166386058000e-01      -1.970092373661e+00      -5.289825071273e-02      -3.351081023585e-01      -6.545320577213e+00       7.625530842618e-02      -1.970290931994e+00      -5.288753993654e-02      -3.348918294510e-01       3.331911471432e-01 
       8.630158056847e+01       2.159015918294e-04      -2.665607853891e+00      -7.107459906612e-02      -2.768505609393e-03      -6.921264023483e-03      -1.073681976136e-05      -1.384252804697e-03      -2.000473393076e+00      -7.101518545383e-02       2.325881569285e-01       2.155710696477e-01      -1.957505161788e+00      -5.280612616125e-02      -3.372885245028e-01      -6.566768418132e+00       7.628854402934e-02      -1.957707191791e+00      -5.279553197512e-02      -3.370707711202e-01       3.331902458592e-01 
       8.654079332061e+01       2.165825872038e-04      -2.647123832983e+00      -7.145093210875e-02      -2.800811160160e-03      -7.002027900399e-03      -1.093073760330e-05      -1.400405580080e-03      -1.986624620034e+00      -7.139126732132e-02       2.315287642678e-01       2.145097278184e-01      -1.944923353265e+00      -5.270900657458e-02      -3.394373030525e-01      -6.588205536170e+00       7.632102546949e-02      -1.945128852785e+00      -5.269853194823e-02      -3.392180910942e-01       3.331893411079e-01 
       8.678000607274e+01       2.172640389905e-04      -2.628495648086e+00      -7.182328947776e-02      -2.833214673708e-03      -7.083036684271e-03      -1.112688876357e-05      -1.416607336854e-03      -1.972667783461e+00      -7.176337873678e-02       2.304735650987e-01       2.134545773612e-01      -1.932348547614e+00      -5.260692625485e-02      -3.415540961285e-01      -6.609631760316e+00       7.635275729610e-02      -1.932557485370e+00      -5.259657338371e-02      -3.413334431339e-01       3.331884328834e-01 
       8.702528659500e+01       2.179632501218e-04      -2.609246600801e+00      -7.220092561618e-02      -2.866538516316e-03      -7.166346290789e-03      -1.133033884543e-05      -1.433269258158e-03      -1.958245723301e+00      -7.214076821768e-02       2.293959718518e-01       2.123790878608e-01      -1.919463711114e+00      -5.249714234411e-02      -3.436910185698e-01      -6.631589984402e+00       7.638452041777e-02      -1.919676172891e+00      -5.248691745336e-02      -3.434689123839e-01       3.331874980086e-01 
       8.727056711726e+01       2.186629411138e-04      -2.589848738222e+00      -7.257430482042e-02      -2.899958545238e-03      -7.249896363094e-03      -1.153614553804e-05      -1.449979272619e-03      -1.943712111472e+00      -7.251390648405e-02       2.283228227206e-01       2.113101003483e-01      -1.906589612004e+00      -5.238221861030e-02      -3.457936040788e-01      -6.653536397834e+00       7.641550513641e-02      -1.906805563198e+00      -5.237212398436e-02      -3.455700642583e-01       3.331865594697e-01 
       8.751584763952e+01       2.193631119668e-04      -2.570303476314e+00      -7.294338872107e-02      -2.933471243645e-03      -7.333678109112e-03      -1.174431249456e-05      -1.466735621822e-03      -1.929068008530e+00      -7.288275528331e-02       2.272541348809e-01       2.102476104518e-01      -1.893727942234e+00      -5.226219477449e-02      -3.478615043338e-01      -6.675470823407e+00       7.644571639031e-02      -1.893947376411e+00      -5.225223348185e-02      -3.476365562581e-01       3.331856172604e-01 
       8.776112816178e+01       2.200637626810e-04      -2.550612245102e+00      -7.330813936974e-02      -2.967073056058e-03      -7.417682640145e-03      -1.195484293200e-05      -1.483536528029e-03      -1.914314485548e+00      -7.324727678426e-02       2.261899255211e-01       2.091916134039e-01      -1.880880382195e+00      -5.213711146073e-02      -3.498943779930e-01      -6.697393086314e+00       7.647515912847e-02      -1.881103266848e+00      -5.212728586372e-02      -3.496680430486e-01       3.331846713744e-01 
       8.800640868403e+01       2.207648932566e-04      -2.530776488516e+00      -7.366851924231e-02      -3.000760374368e-03      -7.501900935921e-03      -1.216773956622e-05      -1.500380187184e-03      -1.899452623999e+00      -7.360743358021e-02       2.251302112544e-01       2.081421040464e-01      -1.868048600411e+00      -5.200701018448e-02      -3.518918907673e-01      -6.719303014136e+00       7.650383831037e-02      -1.868274920744e+00      -5.199732314504e-02      -3.516641943564e-01       3.331837218053e-01 
       8.825168920629e+01       2.214665036939e-04      -2.510797664238e+00      -7.402449124219e-02      -3.034529556876e-03      -7.586323892189e-03      -1.238300467951e-05      -1.517264778438e-03      -1.884483515640e+00      -7.396318869231e-02       2.240750085663e-01       2.070990768338e-01      -1.855234253233e+00      -5.187193334082e-02      -3.538537154913e-01      -6.741200436833e+00       7.653175890556e-02      -1.855463981830e+00      -5.186238738054e-02      -3.536246814242e-01       3.331827685469e-01 
       8.849696972855e+01       2.221685939931e-04      -2.490677243546e+00      -7.437601870350e-02      -3.068376906370e-03      -7.670942265924e-03      -1.260064002273e-05      -1.534188453185e-03      -1.869408262399e+00      -7.431450557262e-02       2.230243335407e-01       2.060625258367e-01      -1.842438984541e+00      -5.173192419246e-02      -3.557795321929e-01      -6.763085186737e+00       7.655892589339e-02      -1.842672096183e+00      -5.172252190199e-02      -3.555491854360e-01       3.331818115929e-01 
       8.874858964788e+01       2.228893287911e-04      -2.469891223578e+00      -7.473197526659e-02      -3.103176372987e-03      -7.757940932467e-03      -1.282636453933e-05      -1.551588186493e-03      -1.853834251832e+00      -7.467025278947e-02       2.219512245201e-01       2.050059074997e-01      -1.829334549665e+00      -5.158321751318e-02      -3.577173788785e-01      -6.785522217322e+00       7.658601717907e-02      -1.829571109409e+00      -5.157396541359e-02      -3.574857129868e-01       3.331808260592e-01 
       8.900020956720e+01       2.236105685767e-04      -2.448959373226e+00      -7.508317781563e-02      -3.138050090379e-03      -7.845125225948e-03      -1.305458557819e-05      -1.569025045190e-03      -1.838150920290e+00      -7.502125288152e-02       2.208829135991e-01       2.039560906037e-01      -1.816253655244e+00      -5.142941526083e-02      -3.596166735685e-01      -6.807945561741e+00       7.661232604510e-02      -1.816493626972e+00      -5.142031582380e-02      -3.593837145574e-01       3.331798366229e-01 
       8.925182948653e+01       2.243323133500e-04      -2.427883324376e+00      -7.542958820105e-02      -3.172993937366e-03      -7.932484843415e-03      -1.328530343800e-05      -1.586496968683e-03      -1.822359489936e+00      -7.536746782730e-02       2.198194170301e-01       2.029130675156e-01      -1.803198033067e+00      -5.127056690508e-02      -3.614770948709e-01      -6.830355046701e+00       7.663785789701e-02      -1.803441397660e+00      -5.126162308918e-02      -3.612428729222e-01       3.331788432774e-01 
       8.950344940586e+01       2.250545631113e-04      -2.406664723263e+00      -7.577116876406e-02      -3.208003735499e-03      -8.020009338749e-03      -1.351851780374e-05      -1.604001867750e-03      -1.806461193665e+00      -7.570886009626e-02       2.187607509798e-01       2.018768301938e-01      -1.790169399810e+00      -5.110672282084e-02      -3.632983296505e-01      -6.852750501497e+00       7.666261814970e-02      -1.790416113882e+00      -5.109793690078e-02      -3.630628709179e-01       3.331778460157e-01 
       8.975506932518e+01       2.257773178610e-04      -2.385305230285e+00      -7.610788233977e-02      -3.243075267140e-03      -8.107688167849e-03      -1.375422781138e-05      -1.621537633570e-03      -1.790457274962e+00      -7.604539265196e-02       2.177069309577e-01       2.008473701942e-01      -1.777169456706e+00      -5.093793427375e-02      -3.650800730972e-01      -6.875131757992e+00       7.668661222719e-02      -1.777419502546e+00      -5.092930925987e-02      -3.648434097264e-01       3.331768448313e-01 
       9.000668924451e+01       2.265005775993e-04      -2.363806519823e+00      -7.643969226064e-02      -3.278204263179e-03      -8.195510657946e-03      -1.399243198584e-05      -1.639102131589e-03      -1.774348987765e+00      -7.637702895542e-02       2.166579724829e-01       1.998246786732e-01      -1.764199889243e+00      -5.076425340541e-02      -3.668220287927e-01      -6.897498650617e+00       7.670984556216e-02      -1.764453219057e+00      -5.075579145045e-02      -3.665841875980e-01       3.331758397173e-01 
       9.025830916384e+01       2.272243423264e-04      -2.342170280049e+00      -7.676656235952e-02      -3.313386409246e-03      -8.283466023114e-03      -1.423312825630e-05      -1.656693204623e-03      -1.758137596325e+00      -7.670373296822e-02       2.156138903636e-01       1.988087463932e-01      -1.751262366844e+00      -5.058573321855e-02      -3.685239087745e-01      -6.919851016349e+00       7.673232359565e-02      -1.751518960670e+00      -5.057743727603e-02      -3.682849231234e-01       3.331748306669e-01 
       9.051656423681e+01       2.279677176856e-04      -2.319822266398e+00      -7.709687759898e-02      -3.349546998959e-03      -8.373867497398e-03      -1.448276036004e-05      -1.674773499480e-03      -1.741392833253e+00      -7.703388570889e-02       2.145473625428e-01       1.977730430833e-01      -1.738018743004e+00      -5.039752957634e-02      -3.702286989836e-01      -6.942777533433e+00       7.675461464575e-02      -1.738278636967e+00      -5.038940625481e-02      -3.699885681432e-01       3.331737909077e-01 
       9.077481930977e+01       2.287116250183e-04      -2.297333022053e+00      -7.742191348622e-02      -3.385754220326e-03      -8.464385550815e-03      -1.473501132064e-05      -1.692877110163e-03      -1.724542188072e+00      -7.735876730614e-02       2.134860025697e-01       1.967444392171e-01      -1.724812386918e+00      -5.020434388905e-02      -3.718906849605e-01      -6.965688407597e+00       7.677612167506e-02      -1.725075553342e+00      -5.019639611062e-02      -3.716494444603e-01       3.331727469875e-01 
       9.103307438274e+01       2.294560643247e-04      -2.274704416393e+00      -7.774163258223e-02      -3.422003264557e-03      -8.555008161393e-03      -1.498987689085e-05      -1.711001632279e-03      -1.707587060674e+00      -7.767834046038e-02       2.124298256598e-01       1.957229235391e-01      -1.711645048816e+00      -5.000623619274e-02      -3.735095835481e-01      -6.988583470893e+00       7.679685059153e-02      -1.711911439114e+00      -4.999846627060e-02      -3.732672653093e-01       3.331716988991e-01 
       9.129132945571e+01       2.302010356050e-04      -2.251938333259e+00      -7.805599801709e-02      -3.458289261552e-03      -8.645723153880e-03      -1.524735206562e-05      -1.729144630776e-03      -1.690528861769e+00      -7.799256844112e-02       2.113788464269e-01       1.947084843760e-01      -1.698518459772e+00      -4.980326741011e-02      -3.750851212370e-01      -7.011462558152e+00       7.681680731078e-02      -1.698788038781e+00      -4.979567804507e-02      -3.748417609378e-01       3.331706466351e-01 
       9.154958452868e+01       2.309465388596e-04      -2.229036670743e+00      -7.836497349327e-02      -3.494607305090e-03      -8.736518262725e-03      -1.550743117989e-05      -1.747303652545e-03      -1.673369012713e+00      -7.830141509030e-02       2.103330792629e-01       1.937011096415e-01      -1.685434331384e+00      -4.959549933247e-02      -3.766170342265e-01      -7.034325506975e+00       7.683599775567e-02      -1.685707053608e+00      -4.958809291886e-02      -3.763726661422e-01       3.331695901885e-01 
       9.180783960165e+01       2.316925740888e-04      -2.206001340966e+00      -7.866852328891e-02      -3.530952425631e-03      -8.827381064078e-03      -1.577010777647e-05      -1.765476212816e-03      -1.656108945354e+00      -7.860484482548e-02       2.092925381033e-01       1.927007868412e-01      -1.672394355459e+00      -4.938299460170e-02      -3.781050684822e-01      -7.057172157716e+00       7.685442785591e-02      -1.672670177156e+00      -4.937577357898e-02      -3.778597281135e-01       3.331685295520e-01 
       9.206609467462e+01       2.324391412927e-04      -2.182834269865e+00      -7.896661226088e-02      -3.567319620202e-03      -8.918299050505e-03      -1.603537472584e-05      -1.783659810101e-03      -1.638750101861e+00      -7.890282264294e-02       2.082572365052e-01       1.917075030782e-01      -1.659400203699e+00      -4.916581669194e-02      -3.795489797917e-01      -7.080002353469e+00       7.687210354766e-02      -1.659679083174e+00      -4.915878355302e-02      -3.793027039530e-01       3.331674647183e-01 
       9.233130833957e+01       2.332063781562e-04      -2.158907893307e+00      -7.926701332975e-02      -3.604684370199e-03      -9.011710925497e-03      -1.631047683837e-05      -1.802342185099e-03      -1.620822251422e+00      -7.920311897769e-02       2.071995062259e-01       1.906947677584e-01      -1.646105355899e+00      -4.893799076495e-02      -3.809856284895e-01      -7.103430412899e+00       7.688947657156e-02      -1.646387321443e+00      -4.893115284079e-02      -3.807384287249e-01       3.331663668173e-01 
       9.259652200452e+01       2.339741760490e-04      -2.134846741095e+00      -7.956158209554e-02      -3.642061533415e-03      -9.105153833536e-03      -1.658829302145e-05      -1.821030766707e-03      -1.602793345737e+00      -7.949759269938e-02       2.061473294456e-01       1.896894270619e-01      -1.632862342029e+00      -4.870537473315e-02      -3.823752544632e-01      -7.126840792062e+00       7.690606669326e-02      -1.633147351937e+00      -4.869873470111e-02      -3.821271719269e-01       3.331652644747e-01 
       9.286173566948e+01       2.347425349715e-04      -2.110652943092e+00      -7.985028242332e-02      -3.679445520587e-03      -9.198613801467e-03      -1.686881298572e-05      -1.839722760293e-03      -1.584664979615e+00      -7.978620782368e-02       2.051007197588e-01       1.886914657270e-01      -1.619672904413e+00      -4.846803995798e-02      -3.837176259050e-01      -7.150233329961e+00       7.692188036036e-02      -1.619960897451e+00      -4.846159990122e-02      -3.834686980914e-01       3.331641576828e-01 
       9.312694933443e+01       2.355114549241e-04      -2.086328643521e+00      -8.013307883526e-02      -3.716830702358e-03      -9.292076755895e-03      -1.715202562585e-05      -1.858415351179e-03      -1.566438758592e+00      -8.006892902319e-02       2.040596900760e-01       1.877008680675e-01      -1.606538761685e+00      -4.822605864226e-02      -3.850125221506e-01      -7.173607868585e+00       7.693692402586e-02      -1.606829696798e+00      -4.821982123296e-02      -3.847627921938e-01       3.331630464338e-01 
       9.339216299939e+01       2.362809359071e-04      -2.061876000718e+00      -8.040993651394e-02      -3.754211388794e-03      -9.385528471984e-03      -1.743791891273e-05      -1.877105694397e-03      -1.548116298752e+00      -8.034572163071e-02       2.030242532024e-01       1.867176179766e-01      -1.593461608489e+00      -4.797950380843e-02      -3.862597337276e-01      -7.196964252894e+00       7.695120414764e-02      -1.593755419331e+00      -4.797347094514e-02      -3.860092396099e-01       3.331619307200e-01 
       9.365737666434e+01       2.370509779207e-04      -2.037297186865e+00      -8.068082130535e-02      -3.791581845968e-03      -9.478954614920e-03      -1.772647995506e-05      -1.895790922984e-03      -1.529699226519e+00      -8.061655164218e-02       2.019944211899e-01       1.857416989345e-01      -1.580443115154e+00      -4.772844927660e-02      -3.874590624004e-01      -7.220302330803e+00       7.696472718808e-02      -1.580739759825e+00      -4.772262357568e-02      -3.872078488615e-01       3.331608105339e-01 
       9.392259032930e+01       2.378215809652e-04      -2.012594387738e+00      -8.094569972203e-02      -3.828936286950e-03      -9.572340717376e-03      -1.801769494339e-05      -1.914468143475e-03      -1.511189178479e+00      -8.088138571982e-02       2.009702060341e-01       1.847730940126e-01      -1.567484927402e+00      -4.747296964241e-02      -3.886103212118e-01      -7.243621953167e+00       7.697749961356e-02      -1.567784336532e+00      -4.746735287315e-02      -3.883584271552e-01       3.331596858678e-01 
       9.419511801707e+01       2.386140200381e-04      -1.987083489283e+00      -8.121159129541e-02      -3.867298061173e-03      -9.668245152933e-03      -1.831969026323e-05      -1.933649030587e-03      -1.492073536945e+00      -8.114724276521e-02       1.999236083742e-01       1.837853782894e-01      -1.554233907670e+00      -4.720591381321e-02      -3.897430680583e-01      -7.267565300875e+00       7.698984912621e-02      -1.554536110175e+00      -4.720051431346e-02      -3.894905222774e-01       3.331585255107e-01 
       9.446764570485e+01       2.394070515133e-04      -1.961446395391e+00      -8.147107112112e-02      -3.905630377601e-03      -9.764075944002e-03      -1.862445539080e-05      -1.952815188800e-03      -1.472863256701e+00      -8.140669940705e-02       1.988829655908e-01       1.828053481221e-01      -1.541050007845e+00      -4.693434757238e-02      -3.908246936646e-01      -7.291488851226e+00       7.700141990766e-02      -1.541354930050e+00      -4.692916714991e-02      -3.905715388637e-01       3.331573604069e-01 
       9.474017339263e+01       2.402006753913e-04      -1.935685520826e+00      -8.172410508265e-02      -3.943926792466e-03      -9.859816981165e-03      -1.893197226195e-05      -1.971963396233e-03      -1.453560145706e+00      -8.165972169006e-02       1.978482889954e-01       1.818329838350e-01      -1.527934930458e+00      -4.665835426904e-02      -3.918550326375e-01      -7.315392451980e+00       7.701221898444e-02      -1.528242519310e+00      -4.665339533278e-02      -3.916013176064e-01       3.331561905482e-01 
       9.501270108040e+01       2.409948916723e-04      -1.909803294328e+00      -8.197065981935e-02      -3.982180819667e-03      -9.955452049167e-03      -1.924222180236e-05      -1.991090409833e-03      -1.434166022358e+00      -8.190627641438e-02       1.968195897329e-01       1.808682653225e-01      -1.514890349337e+00      -4.637801801545e-02      -3.928339323115e-01      -7.339275954101e+00       7.702225338558e-02      -1.515200531180e+00      -4.637328231877e-02      -3.925797014768e-01       3.331550159264e-01 
       9.528522876818e+01       2.417897003566e-04      -1.883802158311e+00      -8.221070272930e-02      -4.020385908204e-03      -1.005096477051e-02      -1.955518380274e-05      -2.010192954102e-03      -1.414682715266e+00      -8.214633113837e-02       1.957968782446e-01       1.799111720573e-01      -1.501917909295e+00      -4.609342366090e-02      -3.937612527781e-01      -7.363139211732e+00       7.703153014203e-02      -1.502230625308e+00      -4.608891338103e-02      -3.935065552495e-01       3.331538365334e-01 
       9.555775645596e+01       2.425851014447e-04      -1.857684568562e+00      -8.244420197227e-02      -4.058535470596e-03      -1.014633867649e-02      -1.987083703908e-05      -2.029267735298e-03      -1.395112063026e+00      -8.237985418152e-02       1.947801647210e-01       1.789616830956e-01      -1.489019225851e+00      -4.580465676543e-02      -3.946368669115e-01      -7.386982082185e+00       7.704005628623e-02      -1.489334403502e+00      -4.580037362830e-02      -3.943817490870e-01       3.331526523611e-01 
       9.583028414374e+01       2.433810949369e-04      -1.831452993935e+00      -8.267112647246e-02      -4.096622852274e-03      -1.024155713068e-02      -2.018915910748e-05      -2.048311426137e-03      -1.375455913990e+00      -8.260681462715e-02       1.937694587529e-01       1.780197770848e-01      -1.476195884943e+00      -4.551180357348e-02      -3.954606603908e-01      -7.410804425913e+00       7.704783885157e-02      -1.476513458814e+00      -4.550774949018e-02      -3.952051713713e-01       3.331514634015e-01 
       9.611051854291e+01       2.442002158095e-04      -1.804363373049e+00      -8.289757993064e-02      -4.135715410953e-03      -1.033928852738e-02      -2.051924132390e-05      -2.067857705477e-03      -1.355156714046e+00      -8.283331787940e-02       1.927364458966e-01       1.770591199887e-01      -1.463090123770e+00      -4.520649911215e-02      -3.962536033800e-01      -7.435278883824e+00       7.705507348413e-02      -1.463410087770e+00      -4.520268234275e-02      -3.959977832461e-01       3.331502358190e-01 
       9.639075294208e+01       2.450199630654e-04      -1.777158565368e+00      -8.311701739093e-02      -4.174727808549e-03      -1.043681952137e-02      -2.085209385897e-05      -2.087363904275e-03      -1.334771108208e+00      -8.305281831483e-02       1.917098044321e-01       1.761064336823e-01      -1.450067330415e+00      -4.489706104758e-02      -3.969915499858e-01      -7.459731348529e+00       7.706153697322e-02      -1.450389608963e+00      -4.489348333815e-02      -3.967354506931e-01       3.331490031574e-01 
