# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:dens[1]-dens[1]        4:dens[1]-dens[2]        5:dens[1]-dens[3]        6:dens[1]-dens[4]        7:dens[1]-dens[5]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[2]-dens[4]       11:dens[2]-dens[5]       12:dens[3]-dens[3]       13:dens[3]-dens[4]       14:dens[3]-dens[5]       15:dens[4]-dens[4]       16:dens[4]-dens[5]       17:dens[5]-dens[5]    
  624       3.564550031006e-10       6.583150166675e-03       5.194951478213e-03       1.244869012653e-03       2.211875323336e-04       8.463929996505e-04       1.314850075518e-02       5.251501984266e-03       5.540425834701e-04       1.360169726161e-03       1.390988650372e-02       5.275523459602e-03       2.870554680998e-03       1.165500366068e-02       5.703826927747e-03       6.400300248059e-03 
  625       3.562277083475e-10       6.581698650999e-03       5.194466701665e-03       1.244922009354e-03       2.211849591004e-04       8.462560509925e-04       1.314766469804e-02       5.251597143774e-03       5.540846512581e-04       1.360125769603e-03       1.391142112802e-02       5.275365413763e-03       2.870644153296e-03       1.165857753219e-02       5.705808774758e-03       6.401120914228e-03 
  626       3.560538467660e-10       6.580244569801e-03       5.193978687254e-03       1.244972609579e-03       2.211824766595e-04       8.461186698059e-04       1.314682565864e-02       5.251675477842e-03       5.541262431039e-04       1.360080212051e-03       1.391299179418e-02       5.275218934211e-03       2.870737265182e-03       1.166202429856e-02       5.707769043433e-03       6.401943639165e-03 
  627       3.559285584263e-10       6.578788016942e-03       5.193487495511e-03       1.245020843140e-03       2.211800835066e-04       8.459808673963e-04       1.314598363438e-02       5.251737375016e-03       5.541673399103e-04       1.360033080056e-03       1.391459650323e-02       5.275084303813e-03       2.870834005510e-03       1.166534542518e-02       5.709707389107e-03       6.402768765261e-03 
  628       3.558469161206e-10       6.577329081986e-03       5.192993183773e-03       1.245066739489e-03       2.211777779350e-04       8.458426545359e-04       1.314513861231e-02       5.251783226265e-03       5.542079219623e-04       1.359984399565e-03       1.391623321710e-02       5.274961803789e-03       2.870934360446e-03       1.166854240009e-02       5.711623461003e-03       6.403596634389e-03 
  629       3.558039250880e-10       6.575867850171e-03       5.192495806163e-03       1.245110327724e-03       2.211755580353e-04       8.457040414601e-04       1.314429056899e-02       5.251813424979e-03       5.542479689235e-04       1.359934195928e-03       1.391789985840e-02       5.274851713692e-03       2.871038313445e-03       1.167161673401e-02       5.713516902196e-03       6.404427587891e-03 
  630       3.557945227393e-10       6.574404402377e-03       5.191995413565e-03       1.245151636579e-03       2.211734216935e-04       8.455650378637e-04       1.314343947047e-02       5.251828366973e-03       5.542874598329e-04       1.359882493883e-03       1.391959431026e-02       5.274754311389e-03       2.871145845239e-03       1.167456996045e-02       5.715387349587e-03       6.405261966568e-03 
  631       3.558135783819e-10       6.572938815101e-03       5.191492053603e-03       1.245190694423e-03       2.211713665900e-04       8.454256528968e-04       1.314258527220e-02       5.251828450490e-03       5.543263731014e-04       1.359829317558e-03       1.392131441617e-02       5.274669873043e-03       2.871256933821e-03       1.167740363581e-02       5.717234433871e-03       6.406100110660e-03 
  632       3.558558929447e-10       6.571471160420e-03       5.190985770619e-03       1.245227529256e-03       2.211693901982e-04       8.452858951615e-04       1.314172791897e-02       5.251814076202e-03       5.543646865083e-04       1.359774690464e-03       1.392305797973e-02       5.274598673099e-03       2.871371554425e-03       1.168011933945e-02       5.719057779502e-03       6.406942359839e-03 
  633       3.559161987027e-10       6.570001505965e-03       5.190476605650e-03       1.245262168707e-03       2.211674897837e-04       8.451457727076e-04       1.314086734484e-02       5.251785647211e-03       5.544023771981e-04       1.359718635491e-03       1.392482276451e-02       5.274540984259e-03       2.871489679511e-03       1.168271867378e-02       5.720857004667e-03       6.407789053191e-03 
  634       3.559891590019e-10       6.568529914890e-03       5.189964596406e-03       1.245294640029e-03       2.211656624027e-04       8.450052930296e-04       1.314000347309e-02       5.251743569052e-03       5.544394216770e-04       1.359661174901e-03       1.392660649386e-02       5.274497077472e-03       2.871611278750e-03       1.168520326432e-02       5.722631721256e-03       6.408640529205e-03 
  635       3.560693679844e-10       6.567056445843e-03       5.189449777245e-03       1.245324970096e-03       2.211639049007e-04       8.448644630621e-04       1.313913621613e-02       5.251688249695e-03       5.544757958094e-04       1.359602330324e-03       1.392840685072e-02       5.274467221910e-03       2.871736319006e-03       1.168757475986e-02       5.724381534826e-03       6.409497125755e-03 
  636       3.561513503127e-10       6.565581152929e-03       5.188932179156e-03       1.245353185400e-03       2.211622139115e-04       8.447232891765e-04       1.313826547546e-02       5.251620099547e-03       5.545114748145e-04       1.359542122757e-03       1.393022147744e-02       5.274451684951e-03       2.871864764320e-03       1.168983483246e-02       5.726106044573e-03       6.410359180093e-03 
  637       3.562295608951e-10       6.564104085692e-03       5.188411829730e-03       1.245379312047e-03       2.211605858561e-04       8.445817771774e-04       1.313739114158e-02       5.251539531453e-03       5.545464332633e-04       1.359480572554e-03       1.393204797558e-02       5.274450732165e-03       2.871996575895e-03       1.169198517760e-02       5.727804843302e-03       6.411227028829e-03 
  638       3.562983846100e-10       6.562625289071e-03       5.187888753144e-03       1.245403375754e-03       2.211590169410e-04       8.444399322983e-04       1.313651309394e-02       5.251446960698e-03       5.545806450743e-04       1.359417699423e-03       1.393388390575e-02       5.274464627290e-03       2.872131712075e-03       1.169402751422e-02       5.729477517395e-03       6.412101007921e-03 
  639       3.563521360313e-10       6.561144803381e-03       5.187362970134e-03       1.245425401845e-03       2.211575031573e-04       8.442977591984e-04       1.313563120084e-02       5.251342805010e-03       5.546140835113e-04       1.359353522423e-03       1.393572678740e-02       5.274493632219e-03       2.872270128335e-03       1.169596358484e-02       5.731123646780e-03       6.412981452662e-03 
  640       3.563850591525e-10       6.559662664276e-03       5.186834497973e-03       1.245445415250e-03       2.211560402795e-04       8.441552619583e-04       1.313474531944e-02       5.251227484561e-03       5.546467211788e-04       1.359288059958e-03       1.393757409864e-02       5.274538006980e-03       2.872411777258e-03       1.169779515565e-02       5.732742804901e-03       6.413868697661e-03 
  641       3.563913271123e-10       6.558178902723e-03       5.186303350452e-03       1.245463440496e-03       2.211546238641e-04       8.440124440768e-04       1.313385529560e-02       5.251101421970e-03       5.546785300195e-04       1.359221329771e-03       1.393942327609e-02       5.274598009718e-03       2.872556608524e-03       1.169952401655e-02       5.734334558687e-03       6.414763076837e-03 
  642       3.563650419188e-10       6.556693544966e-03       5.185769537854e-03       1.245479501712e-03       2.211532492484e-04       8.438693084667e-04       1.313296096388e-02       5.250965042304e-03       5.547094813104e-04       1.359153348941e-03       1.394127171462e-02       5.274673896677e-03       2.872704568890e-03       1.170115198129e-02       5.735898468520e-03       6.415664923400e-03 
  643       3.563002341747e-10       6.555206612504e-03       5.185233066932e-03       1.245493622616e-03       2.211519115494e-04       8.437258574513e-04       1.313206214744e-02       5.250818773079e-03       5.547395456594e-04       1.359084133878e-03       1.394311676726e-02       5.274765922182e-03       2.872855602176e-03       1.170268088753e-02       5.737434088204e-03       6.416574569837e-03 
  644       3.561908628021e-10       6.553718122053e-03       5.184693940888e-03       1.245505826521e-03       2.211506056624e-04       8.435820927604e-04       1.313115865800e-02       5.250663044264e-03       5.547686930022e-04       1.359013700317e-03       1.394495574493e-02       5.274874338622e-03       2.873009649247e-03       1.170411259692e-02       5.738940964938e-03       6.417492347903e-03 
  645       3.560308147670e-10       6.552228085520e-03       5.184152159352e-03       1.245516136323e-03       2.211493262598e-04       8.434380155268e-04       1.313025029575e-02       5.250498288281e-03       5.547968925987e-04       1.358942063314e-03       1.394678591632e-02       5.274999396432e-03       2.873166647994e-03       1.170544899522e-02       5.740418639280e-03       6.418418588603e-03 
  646       3.558139048046e-10       6.550736509972e-03       5.183607718354e-03       1.245524574504e-03       2.211480677901e-04       8.432936262823e-04       1.312933684929e-02       5.250324940010e-03       5.548241130295e-04       1.358869237243e-03       1.394860450764e-02       5.275141344071e-03       2.873326533325e-03       1.170669199234e-02       5.741866645119e-03       6.419353622180e-03 
  647       3.555338751436e-10       6.549243397605e-03       5.183060610307e-03       1.245531163125e-03       2.211468244764e-04       8.431489249542e-04       1.312841809558e-02       5.250143436787e-03       5.548503221928e-04       1.358795235787e-03       1.395040870251e-02       5.275300428011e-03       2.873489237141e-03       1.170784352247e-02       5.743284509643e-03       6.420297778102e-03 
  648       3.551843952318e-10       6.547748745714e-03       5.182510823984e-03       1.245535923825e-03       2.211455903152e-04       8.430039108612e-04       1.312749379983e-02       5.249954218408e-03       5.548754873006e-04       1.358720071937e-03       1.395219564171e-02       5.275476892714e-03       2.873654688323e-03       1.170890554412e-02       5.744671753309e-03       6.421251385046e-03 
  649       3.547590614598e-10       6.546252546664e-03       5.181958344491e-03       1.245538877816e-03       2.211443590752e-04       8.428585827100e-04       1.312656371551e-02       5.249757727132e-03       5.548995748755e-04       1.358643757988e-03       1.395396242304e-02       5.275670980615e-03       2.873822812716e-03       1.170988004027e-02       5.746027889814e-03       6.422214770888e-03 
  650       3.542513968870e-10       6.544754787858e-03       5.181403153251e-03       1.245540045878e-03       2.211431242962e-04       8.427129385913e-04       1.312562758419e-02       5.249554407679e-03       5.549225507474e-04       1.358566305528e-03       1.395570610109e-02       5.275882932105e-03       2.873993533109e-03       1.171076901838e-02       5.747352426058e-03       6.423188262684e-03 
  651       3.536548509657e-10       6.543255451707e-03       5.180845227977e-03       1.245539448361e-03       2.211418792876e-04       8.425669759760e-04       1.312468513557e-02       5.249344707236e-03       5.549443800498e-04       1.358487725442e-03       1.395742368712e-02       5.276112985513e-03       2.874166769224e-03       1.171157451055e-02       5.748644862120e-03       6.424172186664e-03 
  652       3.529627992660e-10       6.541754515602e-03       5.180284542650e-03       1.245537105176e-03       2.211406171276e-04       8.424206917119e-04       1.312373608731e-02       5.249129075459e-03       5.549650272169e-04       1.358408027898e-03       1.395911214880e-02       5.276361377086e-03       2.874342437695e-03       1.171229857355e-02       5.749904691224e-03       6.425166868210e-03 
  653       3.521685432009e-10       6.540251951880e-03       5.179721067501e-03       1.245533035793e-03       2.211393306614e-04       8.422740820191e-04       1.312278014507e-02       5.248907964471e-03       5.549844559794e-04       1.358327222351e-03       1.396076841008e-02       5.276628340972e-03       2.874520452053e-03       1.171294328894e-02       5.751131399707e-03       6.426172631848e-03 
  654       3.512653097510e-10       6.538747727797e-03       5.179154768980e-03       1.245527259241e-03       2.211380125005e-04       8.421271424870e-04       1.312181700237e-02       5.248681828867e-03       5.550026293620e-04       1.358245317533e-03       1.396238935098e-02       5.276914109206e-03       2.874700722711e-03       1.171351076314e-02       5.752324466992e-03       6.427189801233e-03 
  655       3.502462511892e-10       6.537241805496e-03       5.178585609744e-03       1.245519794098e-03       2.211366550211e-04       8.419798680704e-04       1.312084634053e-02       5.248451125715e-03       5.550195096793e-04       1.358162321448e-03       1.396397180743e-02       5.277218911686e-03       2.874883156945e-03       1.171400312752e-02       5.753483365552e-03       6.428218699134e-03 
  656       3.491044448055e-10       6.535734141977e-03       5.178013548627e-03       1.245510658496e-03       2.211352503630e-04       8.418322530851e-04       1.311986782865e-02       5.248216314560e-03       5.550350585326e-04       1.358078241369e-03       1.396551257104e-02       5.277542976156e-03       2.875067658880e-03       1.171442253850e-02       5.754607560884e-03       6.429259647423e-03 
  657       3.478328926323e-10       6.534224689067e-03       5.177438540618e-03       1.245499870110e-03       2.211337904284e-04       8.416842912053e-04       1.311888112351e-02       5.247977857421e-03       5.550492368067e-04       1.357993083835e-03       1.396700838895e-02       5.277886528194e-03       2.875254129470e-03       1.171477117762e-02       5.755696511475e-03       6.430312967057e-03 
  658       3.464245211686e-10       6.532713393392e-03       5.176860536844e-03       1.245487446159e-03       2.211322668808e-04       8.415359754586e-04       1.311788586948e-02       5.247736218800e-03       5.550620046663e-04       1.357906854643e-03       1.396845596365e-02       5.278249791185e-03       2.875442466486e-03       1.171505125163e-02       5.756749668774e-03       6.431378978070e-03 
  659       3.448721811051e-10       6.531200196341e-03       5.176279484542e-03       1.245473403399e-03       2.211306711433e-04       8.413872982231e-04       1.311688169851e-02       5.247491865675e-03       5.550733215526e-04       1.357819558842e-03       1.396985195277e-02       5.278632986311e-03       2.875632564497e-03       1.171526499256e-02       5.757766477155e-03       6.432457999553e-03 
  660       3.431686470493e-10       6.529685034042e-03       5.175695327040e-03       1.245457758125e-03       2.211289943980e-04       8.412382512234e-04       1.311586823003e-02       5.247245267511e-03       5.550831461798e-04       1.357731200733e-03       1.397119296892e-02       5.279036332528e-03       2.875824314853e-03       1.171541465785e-02       5.758746373896e-03       6.433550349648e-03 
  661       3.413095413544e-10       6.528167863589e-03       5.175108024354e-03       1.245440529503e-03       2.211272288476e-04       8.410888288760e-04       1.311484515939e-02       5.246996834267e-03       5.550914485204e-04       1.357641787001e-03       1.397247626839e-02       5.279459902205e-03       2.876017603943e-03       1.171550253590e-02       5.759688994043e-03       6.434656254018e-03 
  662       3.393021769392e-10       6.526648742436e-03       5.174517615537e-03       1.245421749667e-03       2.211253715358e-04       8.409390384158e-04       1.311381252556e-02       5.246746728928e-03       5.550982460572e-04       1.357551336197e-03       1.397370183449e-02       5.279903184574e-03       2.876212307950e-03       1.171553096274e-02       5.760594790059e-03       6.435775569100e-03 
  663       3.371569089246e-10       6.525127750696e-03       5.173924157662e-03       1.245401453837e-03       2.211234206089e-04       8.407888899852e-04       1.311277044919e-02       5.246495050846e-03       5.551035683238e-04       1.357459869455e-03       1.397487033980e-02       5.280365512614e-03       2.876408297949e-03       1.171550230592e-02       5.761464425781e-03       6.436908052726e-03 
  664       3.348842287102e-10       6.523604965015e-03       5.173327705307e-03       1.245379677004e-03       2.211213740592e-04       8.406383933030e-04       1.311171904464e-02       5.246241897336e-03       5.551074449883e-04       1.357367407370e-03       1.397598246142e-02       5.280846206475e-03       2.876605441604e-03       1.171541895911e-02       5.762298572780e-03       6.438053455039e-03 
  665       3.324947645012e-10       6.522080458545e-03       5.172728310541e-03       1.245356453917e-03       2.211192297240e-04       8.404875576609e-04       1.311065841990e-02       5.245987363667e-03       5.551099058536e-04       1.357273969992e-03       1.397703888096e-02       5.281344573412e-03       2.876803603150e-03       1.171528334220e-02       5.763097910386e-03       6.439211518456e-03 
  666       3.299992818355e-10       6.520554300930e-03       5.172126022901e-03       1.245331819089e-03       2.211169852849e-04       8.403363919207e-04       1.310958867655e-02       5.245731543038e-03       5.551109808568e-04       1.357179576823e-03       1.397804028459e-02       5.281859907733e-03       2.877002643381e-03       1.171509790139e-02       5.763863125713e-03       6.440381977629e-03 
  667       3.274086841096e-10       6.519026558272e-03       5.171520889383e-03       1.245305806792e-03       2.211146382670e-04       8.401849045118e-04       1.310850990972e-02       5.245474526573e-03       5.551107000695e-04       1.357084246811e-03       1.397898736299e-02       5.282391490740e-03       2.877202419629e-03       1.171486510928e-02       5.764594913682e-03       6.441564559403e-03 
  668       3.247340131060e-10       6.517497293116e-03       5.170912954418e-03       1.245278451052e-03       2.211121860376e-04       8.400331034281e-04       1.310742220809e-02       5.245216403297e-03       5.551090936974e-04       1.356987998351e-03       1.397988081137e-02       5.282938590669e-03       2.877402785747e-03       1.171458746493e-02       5.765293977053e-03       6.442758982783e-03 
  669       3.219864495199e-10       6.515966564424e-03       5.170302259862e-03       1.245249785649e-03       2.211096258057e-04       8.398809962252e-04       1.310632565377e-02       5.244957260128e-03       5.551061920803e-04       1.356890849276e-03       1.398072132950e-02       5.283500462638e-03       2.877603592095e-03       1.171426749401e-02       5.765961026443e-03       6.443964958891e-03 
  670       3.191773134853e-10       6.514434427552e-03       5.169688844973e-03       1.245219844116e-03       2.211069546210e-04       8.397285900175e-04       1.310522032233e-02       5.244697181856e-03       5.551020256918e-04       1.356792816856e-03       1.398150962167e-02       5.284076348583e-03       2.877804685520e-03       1.171390774880e-02       5.766596780356e-03       6.445182190928e-03 
  671       3.163180651024e-10       6.512900934226e-03       5.169072746399e-03       1.245188659732e-03       2.211041693730e-04       8.395758914755e-04       1.310410628270e-02       5.244436251134e-03       5.550966251395e-04       1.356693917793e-03       1.398224639673e-02       5.284665477205e-03       2.878005909342e-03       1.171351080837e-02       5.767201965204e-03       6.446410374136e-03 
  672       3.134203049641e-10       6.511366132522e-03       5.168453998158e-03       1.245156265524e-03       2.211012667899e-04       8.394229068228e-04       1.310298359719e-02       5.244174548456e-03       5.550900211648e-04       1.356594168218e-03       1.398293236810e-02       5.285267063910e-03       2.878207103334e-03       1.171307927861e-02       5.767777315340e-03       6.447649195760e-03 
  673       3.104957746823e-10       6.509830066840e-03       5.167832631624e-03       1.245122694260e-03       2.210982434382e-04       8.392696418336e-04       1.310185232138e-02       5.243912152148e-03       5.550822446424e-04       1.356493583685e-03       1.398356825372e-02       5.285880310753e-03       2.878408103707e-03       1.171261579231e-02       5.768323573073e-03       6.448898335007e-03 
  674       3.075563574154e-10       6.508292777882e-03       5.167208675507e-03       1.245087978453e-03       2.210950957215e-04       8.391161018292e-04       1.310071250414e-02       5.243649138351e-03       5.550733265807e-04       1.356392179169e-03       1.398415477612e-02       5.286504406381e-03       2.878608743092e-03       1.171212300931e-02       5.768841488703e-03       6.450157463008e-03 
  675       3.046140783943e-10       6.506754302628e-03       5.166582155839e-03       1.245052150350e-03       2.210918198796e-04       8.389622916759e-04       1.309956418755e-02       5.243385581003e-03       5.550632981214e-04       1.356289969063e-03       1.398469266237e-02       5.287138525972e-03       2.878808850525e-03       1.171160361652e-02       5.769331820539e-03       6.451426242781e-03 
  676       3.016811054496e-10       6.505214674317e-03       5.165953095957e-03       1.245015241938e-03       2.210884119877e-04       8.388082157816e-04       1.309840740685e-02       5.243121551830e-03       5.550521905394e-04       1.356186967171e-03       1.398518264412e-02       5.287781831180e-03       2.879008251428e-03       1.171106032805e-02       5.769795334931e-03       6.452704329191e-03 
  677       2.987697495379e-10       6.503673922417e-03       5.165321516484e-03       1.244977284934e-03       2.210848679554e-04       8.386538780933e-04       1.309724219044e-02       5.242857120323e-03       5.550400352428e-04       1.356083186707e-03       1.398562545760e-02       5.288433470078e-03       2.879206767592e-03       1.171049588528e-02       5.770232806288e-03       6.453991368910e-03 
  678       2.958924652690e-10       6.502132072608e-03       5.164687435316e-03       1.244938310790e-03       2.210811835261e-04       8.384992820939e-04       1.309606855981e-02       5.242592353730e-03       5.550268637726e-04       1.355978640289e-03       1.398602184359e-02       5.289092577101e-03       2.879404217162e-03       1.170991305694e-02       5.770645017110e-03       6.455287000381e-03 
  679       2.930618514322e-10       6.500589146757e-03       5.164050867599e-03       1.244898350683e-03       2.210773542757e-04       8.383444307999e-04       1.309488652950e-02       5.242327317039e-03       5.550127078027e-04       1.355873339937e-03       1.398637254747e-02       5.289758272983e-03       2.879600414618e-03       1.170931463924e-02       5.771032758009e-03       6.456590853776e-03 
  680       2.902906515231e-10       6.499045162894e-03       5.163411825721e-03       1.244857435517e-03       2.210733756122e-04       8.381893267581e-04       1.309369610704e-02       5.242062072960e-03       5.549975991399e-04       1.355767297067e-03       1.398667831921e-02       5.290429664707e-03       2.879795170760e-03       1.170870345591e-02       5.771396827736e-03       6.457902550961e-03 
  681       2.875917542707e-10       6.497500135190e-03       5.162770319286e-03       1.244815595922e-03       2.210692427743e-04       8.380339720427e-04       1.309249729297e-02       5.241796681912e-03       5.549815697235e-04       1.355660522489e-03       1.398693991334e-02       5.291105845442e-03       2.879988292689e-03       1.170808235829e-02       5.771738033206e-03       6.459221705453e-03 
  682       2.849781941634e-10       6.495954073933e-03       5.162126355105e-03       1.244772862246e-03       2.210649508309e-04       8.378783682530e-04       1.309129008071e-02       5.241531202010e-03       5.549646516253e-04       1.355553026402e-03       1.398715808900e-02       5.291785894489e-03       2.880179583791e-03       1.170745422547e-02       5.772057189525e-03       6.460547922386e-03 
  683       2.824631519764e-10       6.494406985506e-03       5.161479937175e-03       1.244729264557e-03       2.210604946800e-04       8.377225165100e-04       1.309007445659e-02       5.241265689046e-03       5.549468770496e-04       1.355444818391e-03       1.398733360993e-02       5.292468877220e-03       2.880368843722e-03       1.170682196432e-02       5.772355120013e-03       6.461880798467e-03 
  684       2.800599552980e-10       6.492858872364e-03       5.160831066662e-03       1.244684832639e-03       2.210558690481e-04       8.375664174538e-04       1.308885039978e-02       5.241000196476e-03       5.549282783329e-04       1.355335907421e-03       1.398746724446e-02       5.293153845022e-03       2.880555868386e-03       1.170618850961e-02       5.772632656228e-03       6.463219921943e-03 
  685       2.777820790565e-10       6.491309733009e-03       5.160179741887e-03       1.244639595990e-03       2.210510684889e-04       8.374100712407e-04       1.308761788225e-02       5.240734775406e-03       5.549088879441e-04       1.355226301836e-03       1.398755976553e-02       5.293839835243e-03       2.880740449925e-03       1.170555682408e-02       5.772890637998e-03       6.464564872557e-03 
  686       2.756431460469e-10       6.489759561972e-03       5.159525958305e-03       1.244593583817e-03       2.210460873827e-04       8.372534775405e-04       1.308637686872e-02       5.240469474575e-03       5.548887384839e-04       1.355116009353e-03       1.398761195067e-02       5.294525871127e-03       2.880922376695e-03       1.170492989853e-02       5.773129913437e-03       6.465915221511e-03 
  687       2.736569274576e-10       6.488208349781e-03       5.158869708495e-03       1.244546825038e-03       2.210409199355e-04       8.370966355334e-04       1.308512731664e-02       5.240204340340e-03       5.548678626849e-04       1.355005037058e-03       1.398762458205e-02       5.295210961763e-03       2.881101433254e-03       1.170431075193e-02       5.773351338979e-03       6.467270531432e-03 
  688       2.718373433970e-10       6.486656082949e-03       5.158210982135e-03       1.244499348277e-03       2.210355601780e-04       8.369395439074e-04       1.308386917611e-02       5.239939416662e-03       5.548462934117e-04       1.354893391406e-03       1.398759844642e-02       5.295894102023e-03       2.881277400345e-03       1.170370243150e-02       5.773555779399e-03       6.468630356323e-03 
  689       2.701984634203e-10       6.485102743941e-03       5.157549765992e-03       1.244451181859e-03       2.210300019648e-04       8.367822008553e-04       1.308260238988e-02       5.239674745091e-03       5.548240636605e-04       1.354781078210e-03       1.398753433519e-02       5.296574272509e-03       2.881450054874e-03       1.170310801275e-02       5.773744107836e-03       6.469994241535e-03 
  690       2.687545070564e-10       6.483548311158e-03       5.156886043901e-03       1.244402353814e-03       2.210242389734e-04       8.366246040719e-04       1.308132689329e-02       5.239410364749e-03       5.548012065592e-04       1.354668102643e-03       1.398743304436e-02       5.297250439491e-03       2.881619169900e-03       1.170253059966e-02       5.773917205825e-03       6.471361723721e-03 
  691       2.675198443344e-10       6.481992758910e-03       5.156219796750e-03       1.244352891868e-03       2.210182647036e-04       8.364667507512e-04       1.308004261423e-02       5.239146312318e-03       5.547777553668e-04       1.354554469231e-03       1.398729537457e-02       5.297921554852e-03       2.881784514612e-03       1.170197332468e-02       5.774075963316e-03       6.472732330801e-03 
  692       2.665089963101e-10       6.480436057395e-03       5.155551002464e-03       1.244302823444e-03       2.210120724763e-04       8.363086375835e-04       1.307874947307e-02       5.238882622022e-03       5.547537434741e-04       1.354440181853e-03       1.398712213109e-02       5.298586556030e-03       2.881945854317e-03       1.170143934886e-02       5.774221278703e-03       6.474105581923e-03 
  693       2.657366355934e-10       6.478878172673e-03       5.154879635987e-03       1.244252175657e-03       2.210056554328e-04       8.361502607527e-04       1.307744738269e-02       5.238619325613e-03       5.547292044028e-04       1.354325243732e-03       1.398691412383e-02       5.299244365959e-03       2.882102950419e-03       1.170093186194e-02       5.774354058849e-03       6.475480987419e-03 
  694       2.652175868743e-10       6.477319066648e-03       5.154205669264e-03       1.244200975316e-03       2.209990065337e-04       8.359916159331e-04       1.307613624834e-02       5.238356452358e-03       5.547041718059e-04       1.354209657433e-03       1.398667216734e-02       5.299893893013e-03       2.882255560405e-03       1.170045408244e-02       5.774475219108e-03       6.476858048777e-03 
  695       2.649668274500e-10       6.475758697040e-03       5.153529071228e-03       1.244149248916e-03       2.209921185584e-04       8.358326982870e-04       1.307481596769e-02       5.238094029020e-03       5.546786794671e-04       1.354093424861e-03       1.398639708080e-02       5.300534030949e-03       2.882403437826e-03       1.170000925771e-02       5.774585683357e-03       6.478236258589e-03 
  696       2.649994877516e-10       6.474197017365e-03       5.152849807779e-03       1.244097022641e-03       2.209849841039e-04       8.356735024617e-04       1.307348643072e-02       5.237832079846e-03       5.546527613013e-04       1.353976547255e-03       1.398608968805e-02       5.301163658848e-03       2.882546332282e-03       1.169960066406e-02       5.774686384012e-03       6.479615100525e-03 
  697       2.653308518706e-10       6.472633976912e-03       5.152167841769e-03       1.244044322355e-03       2.209775955838e-04       8.355140225863e-04       1.307214751973e-02       5.237570626550e-03       5.546264513540e-04       1.353859025184e-03       1.398575081758e-02       5.301781641058e-03       2.882683989403e-03       1.169923160684e-02       5.774778262065e-03       6.480994049284e-03 
  698       2.659763580859e-10       6.471069520716e-03       5.151483132988e-03       1.243991173607e-03       2.209699452279e-04       8.353542522694e-04       1.307079910927e-02       5.237309688299e-03       5.545997838012e-04       1.353740858545e-03       1.398538130252e-02       5.302386827137e-03       2.882816150835e-03       1.169890542053e-02       5.774862267097e-03       6.482372570563e-03 
  699       2.669515993902e-10       6.469503589541e-03       5.150795638143e-03       1.243937601621e-03       2.209620250809e-04       8.351941845962e-04       1.306944106607e-02       5.237049281699e-03       5.545727929496e-04       1.353622046558e-03       1.398498198068e-02       5.302978051792e-03       2.882942554218e-03       1.169862546878e-02       5.774939357313e-03       6.483750121011e-03 
  700       2.682675904353e-10       6.467936143228e-03       5.150105329793e-03       1.243883628198e-03       2.209538290244e-04       8.350338150406e-04       1.306807330876e-02       5.236789407083e-03       5.545455095151e-04       1.353502590018e-03       1.398455371854e-02       5.303554335369e-03       2.883062990052e-03       1.169839451359e-02       5.775010406905e-03       6.485126204171e-03 
  701       2.699164591163e-10       6.466367231345e-03       5.149412253624e-03       1.243829262330e-03       2.209453588900e-04       8.348731502768e-04       1.306669598818e-02       5.236530007102e-03       5.545179493752e-04       1.353382498121e-03       1.398409748385e-02       5.304115489996e-03       2.883177473606e-03       1.169821280789e-02       5.775075925991e-03       6.486500539634e-03 
  702       2.718854579806e-10       6.464796923962e-03       5.148716472333e-03       1.243774509384e-03       2.209366184719e-04       8.347121995458e-04       1.306530931072e-02       5.236271007242e-03       5.544901245819e-04       1.353261781770e-03       1.398361427458e-02       5.304661525947e-03       2.883286076553e-03       1.169807996336e-02       5.775136334894e-03       6.487872897331e-03 
  703       2.741616701870e-10       6.463225288396e-03       5.148018046777e-03       1.243719374181e-03       2.209276115150e-04       8.345509717547e-04       1.306391347890e-02       5.236012329423e-03       5.544620470610e-04       1.353140451336e-03       1.398310509500e-02       5.305192452238e-03       2.883388870416e-03       1.169799557778e-02       5.775192056272e-03       6.489243041849e-03 
  704       2.767320088753e-10       6.461652389191e-03       5.147317035956e-03       1.243663860994e-03       2.209183417149e-04       8.343894754743e-04       1.306250869141e-02       5.235753891981e-03       5.544337286109e-04       1.353018516646e-03       1.398257095576e-02       5.305708276621e-03       2.883485926565e-03       1.169795923490e-02       5.775243515123e-03       6.490610732410e-03 
  705       2.795832165354e-10       6.460078288102e-03       5.146613497006e-03       1.243607973544e-03       2.209088127172e-04       8.342277189373e-04       1.306109514300e-02       5.235495609649e-03       5.544051809015e-04       1.352895986983e-03       1.398201287381e-02       5.306209005569e-03       2.883577316210e-03       1.169797050445e-02       5.775291138788e-03       6.491975722841e-03 
  706       2.827018643761e-10       6.458503044075e-03       5.145907485181e-03       1.243551714997e-03       2.208990281171e-04       8.340657100359e-04       1.305967302452e-02       5.235237393538e-03       5.543764154731e-04       1.352772871086e-03       1.398143187251e-02       5.306694644273e-03       2.883663110402e-03       1.169802894202e-02       5.775335356948e-03       6.493337761555e-03 
