#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]        
       2.986425532333e+00       6.479904704521e-06      -1.220482421115e+00       4.382027877086e-03       1.320209990490e-07       3.300524976224e-07       3.921563377970e-13       6.601049952448e-08      -9.153618158411e-01       4.382027886385e-03       6.003662085148e-01       6.970669029021e-01      -1.220473932421e+00       4.373386780282e-03       1.746766856211e-03      -9.153748890959e-01       4.399727067180e-03      -1.220481234250e+00       4.373413799061e-03       1.746776970354e-03       3.333332044230e-01 
       3.001436987050e+00       6.512660584579e-06      -1.220643050314e+00       4.403807033737e-03       1.340218065977e-07       3.350545164942e-07       4.021345085735e-13       6.701090329883e-08      -9.154822877402e-01       4.403807043279e-03       6.003582192817e-01       6.970487269644e-01      -1.220634387356e+00       4.395034882216e-03       1.764284431387e-03      -9.154956286887e-01       4.421773543546e-03      -1.220641686941e+00       4.395062031978e-03       1.764294638899e-03       3.333332031164e-01 
       3.016448441767e+00       6.545418307502e-06      -1.220804349910e+00       4.425582657028e-03       1.360426941054e-07       3.401067352634e-07       4.123148937525e-13       6.802134705268e-08      -9.156032624374e-01       4.425582666817e-03       6.003501906482e-01       6.970304923975e-01      -1.220795510053e+00       4.416678132775e-03       1.781888153463e-03      -9.156168751123e-01       4.443819154679e-03      -1.220802803531e+00       4.416705399527e-03       1.781898449024e-03       3.333332018032e-01 
       3.031459896484e+00       6.578177873290e-06      -1.220966319944e+00       4.447354731959e-03       1.380837606760e-07       3.452094016899e-07       4.227005538119e-13       6.904188033798e-08      -9.157247399632e-01       4.447354741999e-03       6.003421231997e-01       6.970121991734e-01      -1.220957300524e+00       4.438316510397e-03       1.799577997972e-03      -9.157386284375e-01       4.465863898612e-03      -1.220964595566e+00       4.438343921861e-03       1.799588393089e-03       3.333332004833e-01 
       3.046471351202e+00       6.610939281943e-06      -1.221128960482e+00       4.469123243541e-03       1.401451053846e-07       3.503627634615e-07       4.332945799644e-13       7.007255269229e-08      -9.158467203664e-01       4.469123253838e-03       6.003340164988e-01       6.969938472581e-01      -1.221119758810e+00       4.459949993530e-03       1.817353940338e-03      -9.158608887534e-01       4.487907773393e-03      -1.221127055387e+00       4.459977549719e-03       1.817364435392e-03       3.333331991567e-01 
       3.062162543427e+00       6.645186138219e-06      -1.221299682356e+00       4.491873635335e-03       1.423215740965e-07       3.558039352413e-07       4.445944373527e-13       7.116078704825e-08      -9.159747617720e-01       4.491873645907e-03       6.003255003926e-01       6.969746015787e-01      -1.221290287276e+00       4.482557812582e-03       1.836026806944e-03      -9.159892271876e-01       4.510948891266e-03      -1.221297578991e+00       4.482585496428e-03       1.836037397184e-03       3.333331977630e-01 
       3.077853735652e+00       6.679435008032e-06      -1.221471136878e+00       4.514620100232e-03       1.445204202646e-07       3.613010506615e-07       4.561289716896e-13       7.226021013230e-08      -9.161033526639e-01       4.514620111083e-03       6.003169413864e-01       6.969552917206e-01      -1.221461545393e+00       4.505160235656e-03       1.854793689877e-03      -9.161181196932e-01       4.533989055052e-03      -1.221468832833e+00       4.505188049217e-03       1.854804376460e-03       3.333331963619e-01 
       3.093544927877e+00       6.713685891384e-06      -1.221643324089e+00       4.537362621101e-03       1.467417569368e-07       3.668543923420e-07       4.679018221814e-13       7.337087846840e-08      -9.162324930720e-01       4.537362632238e-03       6.003083397998e-01       6.969359176531e-01      -1.221633533168e+00       4.527757238130e-03       1.873654560681e-03      -9.162475663469e-01       4.557028262494e-03      -1.221640823500e+00       4.527785207875e-03       1.873665354871e-03       3.333331949536e-01 
       3.109236120102e+00       6.747938788274e-06      -1.221816244036e+00       4.560101180819e-03       1.489856971251e-07       3.724642428128e-07       4.799166654670e-13       7.449284856256e-08      -9.163621830329e-01       4.560101192248e-03       6.002996950574e-01       6.969164793435e-01      -1.221806250621e+00       4.550348795393e-03       1.892609390767e-03      -9.163775672323e-01       4.580066511339e-03      -1.221813540687e+00       4.550376909727e-03       1.892620288164e-03       3.333331935380e-01 
       3.124927312327e+00       6.782193698703e-06      -1.221989896726e+00       4.582835762241e-03       1.512523538045e-07       3.781308845113e-07       4.921772158050e-13       7.562617690227e-08      -9.164924225501e-01       4.582835773968e-03       6.002910070047e-01       6.968969767698e-01      -1.221979697724e+00       4.572934882810e-03       1.911658151412e-03      -9.165081224001e-01       4.603103799299e-03      -1.221986981809e+00       4.572963120401e-03       1.911669143470e-03       3.333331921151e-01 
       3.140618504552e+00       6.816450622669e-06      -1.222164282151e+00       4.605566348222e-03       1.535418399133e-07       3.838545997833e-07       5.046872252650e-13       7.677091995666e-08      -9.166232116196e-01       4.605566360252e-03       6.002822761490e-01       6.968774099124e-01      -1.222153874441e+00       4.595515475750e-03       1.930800813762e-03      -9.166392318938e-01       4.626140124077e-03      -1.222161156777e+00       4.595543852359e-03       1.930811907383e-03       3.333331906849e-01 
       3.156309696777e+00       6.850709560175e-06      -1.222339400343e+00       4.628292921635e-03       1.558542683533e-07       3.896356708833e-07       5.174504839188e-13       7.792713417667e-08      -9.167545502632e-01       4.628292933975e-03       6.002735024897e-01       6.968577787431e-01      -1.222328780770e+00       4.618090549599e-03       1.950037348834e-03      -9.167708957828e-01       4.649175483403e-03      -1.222336066083e+00       4.618119083087e-03       1.950048551901e-03       3.333331892474e-01 
       3.172706166443e+00       6.886510497314e-06      -1.222523172560e+00       4.652036688466e-03       1.582952690093e-07       3.957381725231e-07       5.310621484812e-13       7.914763450463e-08      -9.168923794265e-01       4.652036701137e-03       6.002642881470e-01       6.968371964646e-01      -1.222512328198e+00       4.641674389633e-03       1.970238780057e-03      -9.169090700138e-01       4.673245186996e-03      -1.222519610831e+00       4.641703065247e-03       1.970250088680e-03       3.333331877375e-01 
       3.189102636109e+00       6.922313633066e-06      -1.222707744893e+00       4.675776035642e-03       1.607615727109e-07       4.019039317773e-07       5.449589328814e-13       8.038078635547e-08      -9.170308086761e-01       4.675776048650e-03       6.002550265692e-01       6.968165439165e-01      -1.222696672228e+00       4.665252148308e-03       1.990542647135e-03      -9.170478497028e-01       4.697313831269e-03      -1.222703948745e+00       4.665280952912e-03       1.990554056064e-03       3.333331862197e-01 
       3.205499105775e+00       6.958118967430e-06      -1.222893117326e+00       4.699510943604e-03       1.632533081466e-07       4.081332703664e-07       5.591452959127e-13       8.162665407328e-08      -9.171698380014e-01       4.699510956957e-03       6.002457182455e-01       6.967958210783e-01      -1.222881812807e+00       4.688823797529e-03       2.010948916534e-03      -9.171872348944e-01       4.721381413593e-03      -1.222889089430e+00       4.688852754818e-03       2.010960436226e-03       3.333331846939e-01 
       3.221895575441e+00       6.993926500408e-06      -1.223079289876e+00       4.723241392811e-03       1.657706039593e-07       4.144265098983e-07       5.736257426003e-13       8.288530197967e-08      -9.173094674141e-01       4.723241406516e-03       6.002363629277e-01       6.967750279217e-01      -1.223067749915e+00       4.712389309220e-03       2.031457554561e-03      -9.173272256558e-01       4.745447931360e-03      -1.223075028687e+00       4.712418427146e-03       2.031469188839e-03       3.333331831601e-01 
       3.238292045107e+00       7.029736231999e-06      -1.223266262534e+00       4.746967363712e-03       1.683135887462e-07       4.207839718655e-07       5.884048244323e-13       8.415679437310e-08      -9.174496969079e-01       4.746967377776e-03       6.002269601752e-01       6.967541644243e-01      -1.223254483507e+00       4.735948655299e-03       2.052068527366e-03      -9.174678220367e-01       4.769513381941e-03      -1.223261758526e+00       4.735977911160e-03       2.052080266824e-03       3.333331816184e-01 
       3.254688514773e+00       7.065548162203e-06      -1.223454035251e+00       4.770688836741e-03       1.708823910571e-07       4.272059776428e-07       6.034871395953e-13       8.544119552857e-08      -9.175905264462e-01       4.770688851171e-03       6.002175101773e-01       6.967332305738e-01      -1.223442013497e+00       4.759501807665e-03       2.072781800945e-03      -9.176090240564e-01       4.793577762675e-03      -1.223449282688e+00       4.759531193328e-03       2.072793642365e-03       3.333331800686e-01 
       3.271084984439e+00       7.101362291020e-06      -1.223642608004e+00       4.794405792345e-03       1.734771393961e-07       4.336928484901e-07       6.188773332124e-13       8.673856969803e-08      -9.177319560107e-01       4.794405807150e-03       6.002080134389e-01       6.967122263518e-01      -1.223630339823e+00       4.783048738238e-03       2.093597341132e-03      -9.177508317530e-01       4.817641070919e-03      -1.223637611064e+00       4.783078284351e-03       2.093609298216e-03       3.333331785110e-01 
       3.288213331518e+00       7.138777377333e-06      -1.223840452336e+00       4.819176539060e-03       1.762155559519e-07       4.405388898797e-07       6.352883730800e-13       8.810777797594e-08      -9.178803392597e-01       4.819176554264e-03       6.001980423362e-01       6.966902094004e-01      -1.223827922740e+00       4.807640041214e-03       2.115451188088e-03      -9.178996161086e-01       4.842777327518e-03      -1.223835194614e+00       4.807669749179e-03       2.115463263912e-03       3.333331768752e-01 
       3.305341678597e+00       7.176194862915e-06      -1.224039169675e+00       4.843942312459e-03       1.789825730616e-07       4.474564326539e-07       6.520459151957e-13       8.949128653078e-08      -9.180293772643e-01       4.843942328070e-03       6.001880194420e-01       6.966681156102e-01      -1.224026374543e+00       4.832224491929e-03       2.137416558247e-03      -9.180490615128e-01       4.867912407857e-03      -1.224033641612e+00       4.832254340382e-03       2.137428743790e-03       3.333331752308e-01 
       3.322470025675e+00       7.213614747768e-06      -1.224238759948e+00       4.868703090239e-03       1.817783370499e-07       4.544458426247e-07       6.691554206517e-13       9.088916852495e-08      -9.181790699697e-01       4.868703106267e-03       6.001779450139e-01       6.966459449712e-01      -1.224225695119e+00       4.856802058366e-03       2.159493412113e-03      -9.181991679760e-01       4.893046308885e-03      -1.224232957057e+00       4.856832045908e-03       2.159505707077e-03       3.333331735777e-01 
       3.339598372754e+00       7.251037031890e-06      -1.224439223113e+00       4.893458850123e-03       1.846029941850e-07       4.615074854626e-07       6.866224075794e-13       9.230149709251e-08      -9.183294173439e-01       4.893458866575e-03       6.001678194295e-01       6.966236974652e-01      -1.224425884381e+00       4.881372708529e-03       2.181681710003e-03      -9.183499355320e-01       4.918179027574e-03      -1.224433148419e+00       4.881402863878e-03       2.181694127540e-03       3.333331719158e-01 
       3.356726719833e+00       7.288461715281e-06      -1.224640559147e+00       4.918209569841e-03       1.874566906776e-07       4.686417266941e-07       7.044524514398e-13       9.372834533881e-08      -9.184804193691e-01       4.918209586727e-03       6.001576421913e-01       6.966013730697e-01      -1.224626942262e+00       4.905936410438e-03       2.203981412046e-03      -9.185013642284e-01       4.943310560913e-03      -1.224634206642e+00       4.905966726714e-03       2.203993949511e-03       3.333331702453e-01 
       3.373855066912e+00       7.325888797943e-06      -1.224842767982e+00       4.942955227108e-03       1.903395726793e-07       4.758489316984e-07       7.226511853111e-13       9.516978633967e-08      -9.186320759958e-01       4.942955244438e-03       6.001474130667e-01       6.965789717722e-01      -1.224828868651e+00       4.930493132095e-03       2.226392478186e-03      -9.186534540824e-01       4.968440905854e-03      -1.224836127463e+00       4.930523585605e-03       2.226405125289e-03       3.333331685660e-01 
       3.390983413990e+00       7.363318279875e-06      -1.225045849529e+00       4.967695799632e-03       1.932517862827e-07       4.831294657067e-07       7.412243001813e-13       9.662589314134e-08      -9.187843871564e-01       4.967695817413e-03       6.001371324404e-01       6.965564935662e-01      -1.225031663416e+00       4.955042841499e-03       2.248914868177e-03      -9.188062050925e-01       4.993570059327e-03      -1.225038918239e+00       4.955073438503e-03       2.248927628058e-03       3.333331668781e-01 
       3.408871247547e+00       7.402409980264e-06      -1.225258867452e+00       4.993527939570e-03       1.963245995993e-07       4.908114989983e-07       7.610268421184e-13       9.816229979967e-08      -9.189441505990e-01       4.993527957834e-03       6.001263412108e-01       6.965329365403e-01      -1.225244377162e+00       4.980673587153e-03       2.272554715202e-03      -9.189664350297e-01       5.019812187128e-03      -1.225251634198e+00       4.980704359866e-03       2.272567605002e-03       3.333331651060e-01 
       3.426759081104e+00       7.441504297412e-06      -1.225472837083e+00       5.019354484199e-03       1.994297289028e-07       4.985743222570e-07       7.812505892351e-13       9.971486445141e-08      -9.191046278227e-01       5.019354502955e-03       6.001154935322e-01       6.965092955977e-01      -1.225458037789e+00       5.006296613624e-03       2.296315886989e-03      -9.191273861202e-01       5.046053008690e-03      -1.225465294277e+00       5.006327550952e-03       2.296328902092e-03       3.333331633244e-01 
       3.444646914661e+00       7.480601231319e-06      -1.225687758325e+00       5.045175408145e-03       2.025673403856e-07       5.064183509639e-07       8.019022279573e-13       1.012836701928e-07      -9.192658187542e-01       5.045175427403e-03       6.001045892674e-01       6.964855707294e-01      -1.225672645146e+00       5.031911884485e-03       2.320198337044e-03      -9.192890583675e-01       5.072292520518e-03      -1.225679895950e+00       5.031942965416e-03       2.320211468177e-03       3.333331615333e-01 
       3.462534748218e+00       7.519700781985e-06      -1.225903631057e+00       5.070990686027e-03       2.057376001675e-07       5.143440004188e-07       8.229885150101e-13       1.028688000838e-07      -9.194277233038e-01       5.070990705799e-03       6.000936287576e-01       6.964617619316e-01      -1.225888199064e+00       5.057519363311e-03       2.344202018655e-03      -9.194514517593e-01       5.098530719101e-03      -1.225895445688e+00       5.057550593919e-03       2.344215268944e-03       3.333331597326e-01 
       3.480422581775e+00       7.558802949410e-06      -1.226120455200e+00       5.096800292495e-03       2.089406742969e-07       5.223516857423e-07       8.445162777848e-13       1.044703371485e-07      -9.195903414113e-01       5.096800312792e-03       6.000826122481e-01       6.964378691909e-01      -1.226104699410e+00       5.083119013703e-03       2.368326884883e-03      -9.196145663129e-01       5.124767600960e-03      -1.226111948378e+00       5.083150420963e-03       2.368340267232e-03       3.333331579225e-01 
       3.498310415332e+00       7.597907733595e-06      -1.226338230682e+00       5.122604202206e-03       2.121767287489e-07       5.304418218723e-07       8.664924146959e-13       1.060883643745e-07      -9.197536730234e-01       5.122604223037e-03       6.000715392126e-01       6.964138924909e-01      -1.226322146063e+00       5.108710799277e-03       2.392572888571e-03      -9.197784020533e-01       5.151003162627e-03      -1.226329394261e+00       5.108742370410e-03       2.392586397458e-03       3.333331561029e-01 
       3.516198248889e+00       7.637015134539e-06      -1.226556957385e+00       5.148402389796e-03       2.154459294239e-07       5.386148235598e-07       8.889238955371e-13       1.077229647120e-07      -9.199177180508e-01       5.148402411173e-03       6.000604095185e-01       6.963898318275e-01      -1.226540538850e+00       5.134294683628e-03       2.416939982337e-03      -9.199429589697e-01       5.177237400586e-03      -1.226547780802e+00       5.134326395773e-03       2.416953607395e-03       3.333331542737e-01 
       3.534874257783e+00       7.677848481563e-06      -1.226786336513e+00       5.175331166127e-03       2.188947265958e-07       5.472368164896e-07       9.128372603535e-13       1.094473632979e-07      -9.200897523974e-01       5.175331188087e-03       6.000487294261e-01       6.963646214053e-01      -1.226769563868e+00       5.160997376881e-03       2.442509900490e-03      -9.201155361266e-01       5.204626157612e-03      -1.226776802304e+00       5.161029248737e-03       2.442523653050e-03       3.333331523538e-01 
       3.553550266677e+00       7.718684681027e-06      -1.227016752276e+00       5.202253648487e-03       2.223800247267e-07       5.559500618168e-07       9.372627540995e-13       1.111900123634e-07      -9.202625642203e-01       5.202253671042e-03       6.000369881517e-01       6.963393194454e-01      -1.226999619861e+00       5.187691376210e-03       2.468211708450e-03      -9.202888993955e-01       5.232013463892e-03      -1.227006860310e+00       5.187723431115e-03       2.468225599981e-03       3.333331504236e-01 
       3.572226275571e+00       7.759523732930e-06      -1.227248204570e+00       5.229169808050e-03       2.259020123664e-07       5.647550309160e-07       9.622085607250e-13       1.129510061832e-07      -9.204361534409e-01       5.229169831213e-03       6.000251852396e-01       6.963139259349e-01      -1.227230706664e+00       5.214376640234e-03       2.494045351517e-03      -9.204630487886e-01       5.259399315457e-03      -1.227237946322e+00       5.214408866461e-03       2.494059376888e-03       3.333331484829e-01 
       3.590902284465e+00       7.800365637274e-06      -1.227480693243e+00       5.256079615970e-03       2.294608779733e-07       5.736521949333e-07       9.876829507435e-13       1.147304389867e-07      -9.206105199459e-01       5.256079639754e-03       6.000133205625e-01       6.962884408719e-01      -1.227462824067e+00       5.241053127556e-03       2.520010774728e-03      -9.206379842838e-01       5.286783708293e-03      -1.227470057847e+00       5.241085503471e-03       2.520024923952e-03       3.333331465319e-01 
       3.609578293360e+00       7.841210394057e-06      -1.227714218123e+00       5.282983043400e-03       2.330568099143e-07       5.826420247857e-07       1.013694281680e-12       1.165284049571e-07      -9.207856636067e-01       5.282983067818e-03       6.000013944607e-01       6.962628642598e-01      -1.227695971838e+00       5.267720796782e-03       2.546107922856e-03      -9.208137058440e-01       5.314166638371e-03      -1.227703201213e+00       5.267753328567e-03       2.546122199223e-03       3.333331445705e-01 
       3.628254302254e+00       7.882058003280e-06      -1.227948779081e+00       5.309880061523e-03       2.366899964654e-07       5.917249911634e-07       1.040250998525e-12       1.183449982327e-07      -9.209615843255e-01       5.309880086589e-03       5.999894071842e-01       6.962371960912e-01      -1.227930149784e+00       5.294379606549e-03       2.572336740410e-03      -9.209902134635e-01       5.341548101699e-03      -1.227937381273e+00       5.294412322237e-03       2.572351157868e-03       3.333331425987e-01 
       3.646930311148e+00       7.922908464943e-06      -1.228184375995e+00       5.336770641536e-03       2.403606258102e-07       6.009015645256e-07       1.067361634170e-12       1.201803129051e-07      -9.211382820119e-01       5.336770667262e-03       5.999773582178e-01       6.962114363565e-01      -1.228165357725e+00       5.321029515514e-03       2.598697171636e-03      -9.211675071444e-01       5.368928094294e-03      -1.228172588320e+00       5.321062402278e-03       2.598711724387e-03       3.333331406166e-01 
       3.665606320042e+00       7.963761779047e-06      -1.228421008698e+00       5.363654754614e-03       2.440688860381e-07       6.101722150954e-07       1.095034809853e-12       1.220344430191e-07      -9.213157565390e-01       5.363654781015e-03       5.999652474266e-01       6.961855850576e-01      -1.228401595430e+00       5.347670482314e-03       2.625189160518e-03      -9.213455868529e-01       5.396306612126e-03      -1.228408819639e+00       5.347703516322e-03       2.625203837256e-03       3.333331386240e-01 
       3.684282328936e+00       8.004617945590e-06      -1.228658677002e+00       5.390532371934e-03       2.478149651440e-07       6.195374128600e-07       1.123279235602e-12       1.239074825720e-07      -9.214940077679e-01       5.390532399023e-03       5.999530752529e-01       6.961596422006e-01      -1.228638862651e+00       5.374302465592e-03       2.651812650773e-03      -9.215244525434e-01       5.423683651155e-03      -1.228646083463e+00       5.374335659760e-03       2.651827458142e-03       3.333331366211e-01 
       3.702958337830e+00       8.045476964574e-06      -1.228897380765e+00       5.417403464704e-03       2.515990510292e-07       6.289976275731e-07       1.152103710686e-12       1.257995255146e-07      -9.216730355904e-01       5.417403492496e-03       5.999408418291e-01       6.961336077810e-01      -1.228877159183e+00       5.400925424027e-03       2.678567585858e-03      -9.217041042018e-01       5.451059207378e-03      -1.228884382352e+00       5.400958803626e-03       2.678582536723e-03       3.333331346077e-01 
       3.721634346724e+00       8.086338835997e-06      -1.229137119842e+00       5.444268004139e-03       2.554213314997e-07       6.385533287492e-07       1.181517124053e-12       1.277106657498e-07      -9.218528398986e-01       5.444268032648e-03       5.999285465862e-01       6.961074817940e-01      -1.229116484819e+00       5.427539316306e-03       2.705453908966e-03      -9.218845418145e-01       5.478433276790e-03      -1.229123705447e+00       5.427572859920e-03       2.705468993104e-03       3.333331325840e-01 
       3.740310355618e+00       8.127203559862e-06      -1.229377894042e+00       5.471125961434e-03       2.592819942640e-07       6.482049856600e-07       1.211528454771e-12       1.296409971320e-07      -9.220334205495e-01       5.471125990676e-03       5.999161895417e-01       6.960812642464e-01      -1.229356839306e+00       5.454144101103e-03       2.732471563025e-03      -9.220657653334e-01       5.505805855346e-03      -1.229364052848e+00       5.454177788577e-03       2.732486770680e-03       3.333331305499e-01 
       3.758986364512e+00       8.168071136167e-06      -1.229619703181e+00       5.497977307801e-03       2.631812269343e-07       6.579530673357e-07       1.242146772472e-12       1.315906134671e-07      -9.222147774039e-01       5.497977337790e-03       5.999037712878e-01       6.960549551436e-01      -1.229598222395e+00       5.480739737108e-03       2.759620490702e-03      -9.222477747146e-01       5.533176939005e-03      -1.229605435697e+00       5.480773598785e-03       2.759635837385e-03       3.333331285054e-01 
       3.777662373407e+00       8.208941564912e-06      -1.229862547103e+00       5.524822014475e-03       2.671192170259e-07       6.677980425648e-07       1.273381237803e-12       1.335596085130e-07      -9.223969103466e-01       5.524822045226e-03       5.998912915352e-01       6.960285544827e-01      -1.229840633869e+00       5.507326183042e-03       2.786900634400e-03      -9.224305699386e-01       5.560546523757e-03      -1.229847848449e+00       5.507360225829e-03       2.786916123990e-03       3.333331264505e-01 
       3.796338382301e+00       8.249814846098e-06      -1.230106425634e+00       5.551660052686e-03       2.710961519555e-07       6.777403798888e-07       1.305241102856e-12       1.355480759778e-07      -9.225798192452e-01       5.551660084213e-03       5.998787498390e-01       6.960020622664e-01      -1.230084073488e+00       5.533903397623e-03       2.814311936259e-03      -9.226141509694e-01       5.587914605571e-03      -1.230091282443e+00       5.533937590635e-03       2.814327553461e-03       3.333331243851e-01 
       3.815014391195e+00       8.290690979725e-06      -1.230351338567e+00       5.578491393655e-03       2.751122190399e-07       6.877805475997e-07       1.337735711613e-12       1.375561095199e-07      -9.227635039451e-01       5.578491425975e-03       5.998661465907e-01       6.959754785047e-01      -1.230328540981e+00       5.560471339565e-03       2.841854338157e-03      -9.227985177490e-01       5.615281180386e-03      -1.230335744881e+00       5.560505685263e-03       2.841870084481e-03       3.333331223094e-01 
       3.833690400089e+00       8.331569965793e-06      -1.230597285723e+00       5.605316008632e-03       2.791676054972e-07       6.979190137429e-07       1.370874500393e-12       1.395838027486e-07      -9.229479643130e-01       5.605316041761e-03       5.998534821527e-01       6.959488032002e-01      -1.230574036108e+00       5.587029967613e-03       2.869527781708e-03      -9.229836702412e-01       5.642646244174e-03      -1.230581242590e+00       5.587064500587e-03       2.869543675179e-03       3.333331202233e-01 
       3.852366408983e+00       8.372451804302e-06      -1.230844266930e+00       5.632133868876e-03       2.832624984453e-07       7.081562461132e-07       1.404666998290e-12       1.416312492226e-07      -9.231332002191e-01       5.632133902830e-03       5.998407558413e-01       6.959220363542e-01      -1.230820558629e+00       5.613579240525e-03       2.897332208266e-03      -9.231696084140e-01       5.670009792908e-03      -1.230827762361e+00       5.613613936682e-03       2.897348236876e-03       3.333331181268e-01 
       3.871042417877e+00       8.413336495251e-06      -1.231092281978e+00       5.658944945632e-03       2.873970848999e-07       7.184927122498e-07       1.439122827607e-12       1.436985424500e-07      -9.233192115057e-01       5.658944980426e-03       5.998279676962e-01       6.958951779771e-01      -1.231068108271e+00       5.640119117050e-03       2.925267558918e-03      -9.233563322076e-01       5.697371822526e-03      -1.231075304640e+00       5.640153955273e-03       2.925283712019e-03       3.333331160198e-01 
       3.889718426771e+00       8.454224038642e-06      -1.231341330668e+00       5.685749210162e-03       2.915715517757e-07       7.289288794391e-07       1.474251704306e-12       1.457857758878e-07      -9.235059980234e-01       5.685749245814e-03       5.998151184056e-01       6.958682280765e-01      -1.231316684768e+00       5.666649555958e-03       2.953333774492e-03      -9.235438415713e-01       5.724732328979e-03      -1.231323882410e+00       5.666684575805e-03       2.953350072890e-03       3.333331139025e-01 
       3.908394435665e+00       8.495114434474e-06      -1.231591412819e+00       5.712546633750e-03       2.957860858850e-07       7.394652147125e-07       1.510063438447e-12       1.478930429425e-07      -9.236935596375e-01       5.712546670276e-03       5.998022074296e-01       6.958411866547e-01      -1.231566287875e+00       5.693170516044e-03       2.981530795552e-03      -9.237321364693e-01       5.752091308239e-03      -1.231573485187e+00       5.693205710285e-03       2.981547235846e-03       3.333331117747e-01 
       3.927070444559e+00       8.536007682747e-06      -1.231842528221e+00       5.739337187667e-03       3.000408739365e-07       7.501021848411e-07       1.546567934617e-12       1.500204369682e-07      -9.238818961896e-01       5.739337225084e-03       5.997892344806e-01       6.958140537218e-01      -1.231816917316e+00       5.719681956095e-03       3.009858562401e-03      -9.239212168427e-01       5.779448756244e-03      -1.231824107148e+00       5.719717291640e-03       3.009875127523e-03       3.333331096365e-01 
       3.945746453454e+00       8.576903783461e-06      -1.232094676659e+00       5.766120843193e-03       3.043361025346e-07       7.608402563365e-07       1.583775192379e-12       1.521680512673e-07      -9.240710075191e-01       5.766120881519e-03       5.997762002745e-01       6.957868292885e-01      -1.232068572810e+00       5.746183834910e-03       3.038317015078e-03      -9.241110826309e-01       5.806804668934e-03      -1.232075761743e+00       5.746219342275e-03       3.038333721335e-03       3.333331074879e-01 
       3.964422462348e+00       8.617802736617e-06      -1.232347857943e+00       5.792897571634e-03       3.086719581802e-07       7.716798954506e-07       1.621695306712e-12       1.543359790901e-07      -9.242608934830e-01       5.792897610885e-03       5.997631045702e-01       6.957595133595e-01      -1.232321254100e+00       5.772676111318e-03       3.066906093362e-03      -9.243017337912e-01       5.834159042271e-03      -1.232328444178e+00       5.772711800167e-03       3.066922946207e-03       3.333331053289e-01 
       3.983098471242e+00       8.658704542215e-06      -1.232602071860e+00       5.819667344286e-03       3.130486272681e-07       7.826215681703e-07       1.660338468441e-12       1.565243136341e-07      -9.244515539213e-01       5.819667384481e-03       5.997499468381e-01       6.957321059449e-01      -1.232574960906e+00       5.799158744144e-03       3.095625736767e-03      -9.244931702645e-01       5.861511872195e-03      -1.232582143972e+00       5.799194576277e-03       3.095642716175e-03       3.333331031595e-01 
       4.001774480136e+00       8.699609200254e-06      -1.232857318185e+00       5.846430132453e-03       3.174662960868e-07       7.936657402169e-07       1.699714964677e-12       1.587331480434e-07      -9.246429886659e-01       5.846430173609e-03       5.997367277438e-01       6.957046070573e-01      -1.232829692936e+00       5.825631692222e-03       3.124475884548e-03      -9.246853919840e-01       5.888863154638e-03      -1.232836873580e+00       5.825667689167e-03       3.124493002231e-03       3.333331009796e-01 
       4.020450489030e+00       8.740516710734e-06      -1.233113596718e+00       5.873185907461e-03       3.219251508189e-07       8.048128770472e-07       1.739835179264e-12       1.609625754094e-07      -9.248351975661e-01       5.873185949597e-03       5.997234472659e-01       6.956770167033e-01      -1.233085449923e+00       5.852094914415e-03       3.153456475697e-03      -9.248783989008e-01       5.916212885555e-03      -1.233092632385e+00       5.852131096328e-03       3.153473742786e-03       3.333330987893e-01 
       4.039126497924e+00       8.781427073657e-06      -1.233370907239e+00       5.899934640633e-03       3.264253775391e-07       8.160634438477e-07       1.780709593202e-12       1.632126887695e-07      -9.250281804580e-01       5.899934683767e-03       5.997101047401e-01       6.956493348940e-01      -1.233342231579e+00       5.878548369586e-03       3.182567448944e-03      -9.250721909531e-01       5.943561060885e-03      -1.233349407288e+00       5.878584695819e-03       3.182584843799e-03       3.333330965886e-01 
       4.057802506818e+00       8.822340289021e-06      -1.233629249518e+00       5.926676303295e-03       3.309671622135e-07       8.274179055338e-07       1.822348785091e-12       1.654835811068e-07      -9.252219371679e-01       5.926676347446e-03       5.996967008134e-01       6.956215616432e-01      -1.233600037606e+00       5.904992016604e-03       3.211808742756e-03      -9.252667680701e-01       5.970907676553e-03      -1.233607210370e+00       5.905028505244e-03       3.211826275371e-03       3.333330943775e-01 
       4.076508027455e+00       8.863321014465e-06      -1.233889034023e+00       5.953453106998e-03       3.355579667030e-07       8.388949167574e-07       1.864831074329e-12       1.677789833515e-07      -9.254167755473e-01       5.953453152186e-03       5.996832142119e-01       6.955936528550e-01      -1.233859277539e+00       5.931467577119e-03       3.241226811180e-03      -9.254624395297e-01       5.998295937797e-03      -1.233866452226e+00       5.931504251858e-03       3.241244494821e-03       3.333330921524e-01 
