# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       3.579542399520e+05       5.879804429319e-09       1.291663489656e+00       2.778040604486e+05       1.389279946858e+04       3.881155495990e-02       4.973000367381e+09       7.453559827283e-01       4.517456391955e+10       1.250290269509e+08       6.251451347546e+08       3.815924191813e-08       3.125035792048e+10       7.717509600173e+10       2.135784031100e-04       6.429142259776e-02 
       3.554659291209e+05       5.962275706398e-09       1.300683108288e+00       2.739645185266e+05       1.389279044896e+04       3.908321509211e-02       4.938427557813e+09       7.505580467641e-01       4.393148474364e+10       1.224397080940e+08       6.121985404699e+08       3.815924191813e-08       3.039043441929e+10       7.505655741149e+10       2.136742630205e-04       6.436243157677e-02 
       3.529949153888e+05       6.045902797133e-09       1.309765556327e+00       2.701781063485e+05       1.389278136651e+04       3.935677655424e-02       4.904095075769e+09       7.557963095417e-01       4.272261153180e+10       1.199040130670e+08       5.995200653350e+08       3.815924191813e-08       2.955417353987e+10       7.299620915008e+10       2.137702723218e-04       6.443406634220e-02 
       3.505410785177e+05       6.130701880098e-09       1.318911269282e+00       2.664440882853e+05       1.389277222080e+04       3.963225265152e-02       4.870001250653e+09       7.610710214438e-01       4.154700303718e+10       1.174208313445e+08       5.871041567226e+08       3.815924191813e-08       2.874092415695e+10       7.099245218221e+10       2.138664321133e-04       6.450633095358e-02 
       3.481042991054e+05       6.216689359908e-09       1.328120685657e+00       2.627617388964e+05       1.389276301139e+04       3.990965678227e-02       4.836144423478e+09       7.663824345636e-01       4.040374391321e+10       1.149890753995e+08       5.749453769977e+08       3.815924191813e-08       2.795005306225e+10       6.904373142785e+10       2.139627435026e-04       6.457922949588e-02 
       3.456844585797e+05       6.303881870372e-09       1.337394246961e+00       2.591303427885e+05       1.389275373782e+04       4.018900243853e-02       4.802522946794e+09       7.717308027170e-01       3.929194400087e+10       1.126076802272e+08       5.630384011359e+08       3.815924191813e-08       2.718094447144e+10       6.714853455368e+10       2.140592076051e-04       6.465276607964e-02 
       3.432814391927e+05       6.392296277686e-09       1.346732397731e+00       2.555491944767e+05       1.389274439967e+04       4.047030320673e-02       4.769135184600e+09       7.771163814534e-01       3.821073763565e+10       1.102756028783e+08       5.513780143915e+08       3.815924191813e-08       2.643299954475e+10       6.530539079767e+10       2.141558255448e-04       6.472694484111e-02 
       3.408951240149e+05       6.481949683670e-09       1.356135585556e+00       2.520175982470e+05       1.389273499649e+04       4.075357276834e-02       4.735979512268e+09       7.825394280675e-01       3.715928297350e+10       1.079918220027e+08       5.399591100135e+08       3.815924191813e-08       2.570563592065e+10       6.351286982617e+10       2.142525984535e-04       6.480176994239e-02 
       3.385253969297e+05       6.572859429049e-09       1.365604261096e+00       2.485348680210e+05       1.389272552781e+04       4.103882490055e-02       4.703054316463e+09       7.880002016110e-01       3.613676133537e+10       1.057553374018e+08       5.287766870091e+08       3.815924191813e-08       2.499828726246e+10       6.176958062224e+10       2.143495274716e-04       6.487724557155e-02 
       3.361721426276e+05       6.665043096785e-09       1.375138878098e+00       2.451003272227e+05       1.389271599319e+04       4.132607347691e-02       4.670357995065e+09       7.934989629040e-01       3.514237656979e+10       1.035651695908e+08       5.178258479538e+08       3.815924191813e-08       2.431040281734e+10       6.007417040468e+10       2.144466137478e-04       6.495337594280e-02 
