# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:dens[1]-dens[1]        4:dens[1]-dens[2]        5:dens[1]-dens[3]        6:dens[1]-dens[4]        7:dens[1]-dens[5]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[2]-dens[4]       11:dens[2]-dens[5]       12:dens[3]-dens[3]       13:dens[3]-dens[4]       14:dens[3]-dens[5]       15:dens[4]-dens[4]       16:dens[4]-dens[5]       17:dens[5]-dens[5]    
  503       2.462721183443e-10       8.245213698765e-03       6.231372326282e-03       1.435980853324e-03       2.597570553504e-04       1.078671222257e-03       1.560507807593e-02       6.117886124557e-03       6.427419767944e-04       1.661336293806e-03       1.582574582848e-02       5.911630972884e-03       3.293971514122e-03       1.304505156115e-02       6.397395086395e-03       6.910562539781e-03 
  504       2.469716041378e-10       8.244648668882e-03       6.232033638636e-03       1.436508432042e-03       2.598198562776e-04       1.078684863238e-03       1.560679206550e-02       6.119813057243e-03       6.430558745648e-04       1.661670990772e-03       1.583503131343e-02       5.912131158183e-03       3.294914973635e-03       1.304839530305e-02       6.401222830932e-03       6.915814703554e-03 
  505       2.478430245847e-10       8.244073129097e-03       6.232689502548e-03       1.437024563463e-03       2.598835517646e-04       1.078696932352e-03       1.560853337926e-02       6.121663048965e-03       6.433662812478e-04       1.661999585704e-03       1.584439165283e-02       5.912741823726e-03       3.295889097417e-03       1.305143328589e-02       6.404912394295e-03       6.921099566843e-03 
  506       2.488819044583e-10       8.243487270592e-03       6.233340014322e-03       1.437529303438e-03       2.599481220729e-04       1.078707451186e-03       1.561030233439e-02       6.123437104491e-03       6.436730967988e-04       1.662322162812e-03       1.585382029758e-02       5.913462981697e-03       3.296893532383e-03       1.305417286083e-02       6.408465197609e-03       6.926415771755e-03 
  507       2.500806745714e-10       8.242891356883e-03       6.233985241578e-03       1.438022825813e-03       2.600135398575e-04       1.078716450937e-03       1.561209838943e-02       6.125136939319e-03       6.439762889152e-04       1.662638838039e-03       1.586331124632e-02       5.914293227084e-03       3.297927605045e-03       1.305662260382e-02       6.411883527677e-03       6.931761966770e-03 
  508       2.514316229943e-10       8.242285641516e-03       6.234625242790e-03       1.438505306517e-03       2.600797767886e-04       1.078723961538e-03       1.561392096312e-02       6.126764296801e-03       6.442758243369e-04       1.662949727193e-03       1.587285837123e-02       5.915231106784e-03       3.298990621700e-03       1.305879124629e-02       6.415169717543e-03       6.937136765850e-03 
  509       2.529268943147e-10       8.241670367971e-03       6.235260067203e-03       1.438976923570e-03       2.601468035457e-04       1.078730011645e-03       1.561576943408e-02       6.128320948257e-03       6.445716688396e-04       1.663254945939e-03       1.588245541734e-02       5.916275119316e-03       3.300081868311e-03       1.306068767588e-02       6.418326146727e-03       6.942538748237e-03 
  510       2.545584888961e-10       8.241045769569e-03       6.235889754762e-03       1.439437857087e-03       2.602145898110e-04       1.078734628629e-03       1.561764314057e-02       6.129808693109e-03       6.448637872277e-04       1.663554609787e-03       1.589209600182e-02       5.917423714524e-03       3.301200610379e-03       1.306232093726e-02       6.421355241458e-03       6.947966458240e-03 
  511       2.563182621374e-10       8.240412069384e-03       6.236514336032e-03       1.439888289287e-03       2.602831042631e-04       1.078737838560e-03       1.561954138018e-02       6.131229359000e-03       6.451521433276e-04       1.663848834091e-03       1.590177361328e-02       5.918675293284e-03       3.302346092825e-03       1.306370023286e-02       6.424259474900e-03       6.953418405040e-03 
  512       2.581979237324e-10       8.239769480145e-03       6.237133832124e-03       1.440328404495e-03       2.603523145708e-04       1.078739666200e-03       1.562146340954e-02       6.132584801921e-03       6.454366999809e-04       1.664137734034e-03       1.591148161103e-02       5.920028207212e-03       3.303517539865e-03       1.306483492365e-02       6.427041367389e-03       6.958893062478e-03 
  513       2.601890369283e-10       8.239118204147e-03       6.237748254618e-03       1.440758389153e-03       2.604221873866e-04       1.078740134987e-03       1.562340844406e-02       6.133876906335e-03       6.457174190375e-04       1.664421424629e-03       1.592121322444e-02       5.921480758374e-03       3.304714154888e-03       1.306573452990e-02       6.429703486657e-03       6.964388868854e-03 
  514       2.622830177859e-10       8.238458433157e-03       6.238357605486e-03       1.441178431820e-03       2.604926883403e-04       1.078739267026e-03       1.562537565761e-02       6.135107585303e-03       6.459942613491e-04       1.664700020701e-03       1.593096155216e-02       5.923031198984e-03       3.305935120333e-03       1.306640873198e-02       6.432248448071e-03       6.969904226719e-03 
  515       2.644711344379e-10       8.237790348322e-03       6.238961877014e-03       1.441588723183e-03       2.605637820330e-04       1.078737083076e-03       1.562736418228e-02       6.136278780606e-03       6.462671867619e-04       1.664973636889e-03       1.594071956144e-02       5.924677731123e-03       3.307179597568e-03       1.306686737109e-02       6.434678914857e-03       6.975437502672e-03 
  516       2.667445063486e-10       8.237114120079e-03       6.239561051731e-03       1.441989456061e-03       2.606354320304e-04       1.078733602539e-03       1.562937310808e-02       6.137392462873e-03       6.465361541102e-04       1.665242387632e-03       1.595048008746e-02       5.926418506435e-03       3.308446726767e-03       1.306712045005e-02       6.436997598336e-03       6.980987027154e-03 
  517       2.690941035731e-10       8.236429908057e-03       6.240155102327e-03       1.442380825412e-03       2.607076008565e-04       1.078728843449e-03       1.563140148262e-02       6.138450631702e-03       6.468011212094e-04       1.665506387163e-03       1.596023583256e-02       5.928251625840e-03       3.309735626784e-03       1.306717813405e-02       6.439207258151e-03       6.986551094244e-03 
  518       2.715107460167e-10       8.235737860988e-03       6.240743991577e-03       1.442763028338e-03       2.607802499876e-04       1.078722822457e-03       1.563344831089e-02       6.139455315790e-03       6.470620448494e-04       1.665765749503e-03       1.596997936559e-02       5.930175139240e-03       3.311045395035e-03       1.306705075145e-02       6.441310702503e-03       6.992127961455e-03 
  519       2.739851026935e-10       8.235038116615e-03       6.241327672268e-03       1.443136264090e-03       2.608533398455e-04       1.078715554824e-03       1.563551255493e-02       6.140408573051e-03       6.473188807873e-04       1.666020588451e-03       1.597970312115e-02       5.932187045226e-03       3.312375107375e-03       1.306674879452e-02       6.443310788377e-03       6.997715849524e-03 
  520       2.765076909864e-10       8.234330801599e-03       6.241906087122e-03       1.443500734077e-03       2.609268297914e-04       1.078707054407e-03       1.563759313356e-02       6.141312490747e-03       6.475715837412e-04       1.666271017576e-03       1.598939939893e-02       5.934285290784e-03       3.313723817973e-03       1.306628292022e-02       6.445210421775e-03       7.003312942213e-03 
  521       2.790688759057e-10       8.233616031425e-03       6.242479168716e-03       1.443856641870e-03       2.610006781197e-04       1.078697333644e-03       1.563968892209e-02       6.142169185607e-03       6.478201073830e-04       1.666517150213e-03       1.599906036298e-02       5.936467771000e-03       3.315090559188e-03       1.306566395097e-02       6.447012557950e-03       7.008917386101e-03 
  522       2.816588693488e-10       8.232893910311e-03       6.243046839409e-03       1.444204193208e-03       2.610748420512e-04       1.078686403551e-03       1.564179875206e-02       6.142980803956e-03       6.480644043317e-04       1.666759099450e-03       1.600867804101e-02       5.938732328774e-03       3.316474341454e-03       1.306490287542e-02       6.448720201632e-03       7.014527290381e-03 
  523       2.842677293592e-10       8.232164531114e-03       6.243609011265e-03       1.444543596005e-03       2.611492777273e-04       1.078674273700e-03       1.564392141091e-02       6.143749521840e-03       6.483044261465e-04       1.666996978127e-03       1.601824432367e-02       5.941076754517e-03       3.317874153149e-03       1.306401084920e-02       6.450336407261e-03       7.020140726650e-03 
  524       2.868853593856e-10       8.231427975242e-03       6.244165585974e-03       1.444875060355e-03       2.612239402034e-04       1.078660952214e-03       1.564605564175e-02       6.144477545145e-03       6.485401233204e-04       1.667230898819e-03       1.602775096386e-02       5.943498785868e-03       3.319288960477e-03       1.306299919570e-02       6.451864279222e-03       7.025755728712e-03 
  525       2.895015075414e-10       8.230684312554e-03       6.244716454779e-03       1.445198798538e-03       2.612987834423e-04       1.078646445756e-03       1.564820014304e-02       6.145167109730e-03       6.487714452726e-04       1.667460973838e-03       1.603718957601e-02       5.945996107394e-03       3.320717707344e-03       1.306187940688e-02       6.453306972069e-03       7.031370292365e-03 
  526       2.921057658638e-10       8.229933601274e-03       6.245261498400e-03       1.445515025029e-03       2.613737603085e-04       1.078630759510e-03       1.565035356831e-02       6.145820481542e-03       6.489983403426e-04       1.667687315219e-03       1.604655163539e-02       5.948566350297e-03       3.322159315236e-03       1.306066314394e-02       6.454667690760e-03       7.036982375201e-03 
  527       2.946875695731e-10       8.229175887895e-03       6.245800586953e-03       1.445823956499e-03       2.614488225612e-04       1.078613897178e-03       1.565251452591e-02       6.146439956752e-03       6.492207557827e-04       1.667910034715e-03       1.605582847739e-02       5.951207092128e-03       3.323612683095e-03       1.305936223820e-02       6.455949690890e-03       7.042589896402e-03 
  528       2.972361963318e-10       8.228411207090e-03       6.246333579878e-03       1.446125811823e-03       2.615239208483e-04       1.078595860962e-03       1.565468157867e-02       6.147027861868e-03       6.494386377514e-04       1.668129243787e-03       1.606501129681e-02       5.953915856483e-03       3.325076687201e-03       1.305798869178e-02       6.457156278917e-03       7.048190736528e-03 
  529       2.997407655038e-10       8.227639581613e-03       6.246860325860e-03       1.446420812090e-03       2.615990047003e-04       1.078576651558e-03       1.565685324365e-02       6.147586553871e-03       6.496519313069e-04       1.668345053601e-03       1.607409114715e-02       5.956690112722e-03       3.326550181042e-03       1.305655467844e-02       6.458290812398e-03       7.053782737321e-03 
  530       3.021902374139e-10       8.226861022215e-03       6.247380662755e-03       1.446709180602e-03       2.616740225231e-04       1.078556268137e-03       1.565902799186e-02       6.148118420329e-03       6.498605803997e-04       1.668557575014e-03       1.608305893994e-02       5.959527275664e-03       3.328031995199e-03       1.305507254428e-02       6.459356700216e-03       7.059363701494e-03 
  531       3.045734126068e-10       8.226075527545e-03       6.247894417511e-03       1.446991142886e-03       2.617489215929e-04       1.078534708341e-03       1.566120424797e-02       6.148625879529e-03       6.500645278664e-04       1.668766918570e-03       1.609190544398e-02       5.962424705305e-03       3.329520937217e-03       1.305355480856e-02       6.460357402814e-03       7.064931392528e-03 
  532       3.068789311062e-10       8.225283084058e-03       6.248401406093e-03       1.447266926697e-03       2.618236480486e-04       1.078511968264e-03       1.566338039001e-02       6.149111380601e-03       6.502637154223e-04       1.668973194494e-03       1.610062128467e-02       5.965379706517e-03       3.331015791488e-03       1.305201416445e-02       6.461296432425e-03       7.070483534466e-03 
  533       3.090952716746e-10       8.224483665929e-03       6.248901433407e-03       1.447536762025e-03       2.618981468863e-04       1.078488042447e-03       1.566555474911e-02       6.149577403638e-03       6.504580836553e-04       1.669176512679e-03       1.610919694328e-02       5.968389528757e-03       3.332515319123e-03       1.305046347980e-02       6.462177353301e-03       7.076017811709e-03 
  534       3.112107510717e-10       8.223677234950e-03       6.249394293221e-03       1.447800881098e-03       2.619723619529e-04       1.078462923863e-03       1.566772560922e-02       6.150026459826e-03       6.506475720183e-04       1.669376982683e-03       1.611762275627e-02       5.971451365777e-03       3.334018257836e-03       1.304891579790e-02       6.463003781950e-03       7.081531868813e-03 
  535       3.132135233143e-10       8.222863740448e-03       6.249879768093e-03       1.448059518396e-03       2.620462359391e-04       1.078436603903e-03       1.566989120678e-02       6.150461091566e-03       6.508321188230e-04       1.669574713719e-03       1.612588891456e-02       5.974562355326e-03       3.335523321815e-03       1.304738433825e-02       6.463779387359e-03       7.087023310279e-03 
  536       3.150915789353e-10       8.222043119185e-03       6.250357629291e-03       1.448312910647e-03       2.621197103740e-04       1.078409072371e-03       1.567204973049e-02       6.150883872599e-03       6.510116612328e-04       1.669769814648e-03       1.613398546283e-02       5.977719578862e-03       3.337029201602e-03       1.304588249737e-02       6.464507891231e-03       7.092489700353e-03 
  537       3.168327442428e-10       8.221215295269e-03       6.250827636717e-03       1.448561296840e-03       2.621927256179e-04       1.078380317464e-03       1.567419932100e-02       6.151297408132e-03       6.511861352560e-04       1.669962393972e-03       1.614190229881e-02       5.980920061255e-03       3.338534563973e-03       1.304442384949e-02       6.465193068214e-03       7.097928562817e-03 
  538       3.184246805796e-10       8.220380180061e-03       6.251289538833e-03       1.448804918228e-03       2.622652208567e-04       1.078350325767e-03       1.567633807064e-02       6.151704334960e-03       6.513554757391e-04       1.670152559824e-03       1.614962917258e-02       5.984160770495e-03       3.340038051811e-03       1.304302214739e-02       6.465838746134e-03       7.103337380788e-03 
  539       3.198548835822e-10       8.219537672081e-03       6.251743072580e-03       1.449044018337e-03       2.623371340948e-04       1.078319082239e-03       1.567846402310e-02       6.152107321594e-03       6.515196163600e-04       1.670340419963e-03       1.615715568587e-02       5.987438617401e-03       3.341538283985e-03       1.304169132313e-02       6.466448806220e-03       7.108713596508e-03 
  540       3.211106824401e-10       8.218687656918e-03       6.252187963308e-03       1.449278842966e-03       2.624084021496e-04       1.078286570200e-03       1.568057517322e-02       6.152509068382e-03       6.516784896211e-04       1.670526081765e-03       1.616447129133e-02       5.990750455325e-03       3.343033855230e-03       1.304044548883e-02       6.467027183345e-03       7.114054611147e-03 
  541       3.221792391550e-10       8.217830007137e-03       6.252623924692e-03       1.449509640200e-03       2.624789606443e-04       1.078252771320e-03       1.568266946660e-02       6.152912307638e-03       6.518320268423e-04       1.670709652215e-03       1.617156529185e-02       5.994093079860e-03       3.344523336021e-03       1.303929893743e-02       6.467577866245e-03       7.119357784587e-03 
  542       3.230475478000e-10       8.216964582183e-03       6.253050658664e-03       1.449736660411e-03       2.625487440024e-04       1.078217665610e-03       1.568474479943e-02       6.153319803763e-03       6.519801581549e-04       1.670891237900e-03       1.617842683981e-02       5.997463228548e-03       3.346005272453e-03       1.303826614349e-02       6.468104897763e-03       7.124620435227e-03 
  543       3.237024337792e-10       8.216091228293e-03       6.253467855328e-03       1.449960156268e-03       2.626176854405e-04       1.078181231405e-03       1.568679901813e-02       6.153734353371e-03       6.521228124937e-04       1.671070944999e-03       1.618504493644e-02       6.000857580587e-03       3.347478186116e-03       1.303736176390e-02       6.468612375068e-03       7.129839839773e-03 
  544       3.241336956926e-10       8.215209843291e-03       6.253875271151e-03       1.450180359182e-03       2.626857286810e-04       1.078143454231e-03       1.568883028579e-02       6.154158342399e-03       6.522599517986e-04       1.671248868742e-03       1.619141100591e-02       6.004273008300e-03       3.348940789971e-03       1.303659831081e-02       6.469104019007e-03       7.135013651535e-03 
  545       3.243436248443e-10       8.214320573060e-03       6.254272965968e-03       1.450397407946e-03       2.627528634441e-04       1.078104353663e-03       1.569083819290e-02       6.154592404157e-03       6.523916746347e-04       1.671425061469e-03       1.619752669492e-02       6.007707339553e-03       3.350392642580e-03       1.303597910025e-02       6.469581868986e-03       7.140141168035e-03 
  546       3.243377390070e-10       8.213423620147e-03       6.254661072163e-03       1.450611418199e-03       2.628190908929e-04       1.078063957164e-03       1.569282267579e-02       6.155036725613e-03       6.525181153313e-04       1.671599563696e-03       1.620339628045e-02       6.011158615163e-03       3.351833511139e-03       1.303550511631e-02       6.470047553621e-03       7.145222096915e-03 
  547       3.241216633904e-10       8.212519179280e-03       6.255039716942e-03       1.450822505807e-03       2.628844119989e-04       1.078022291262e-03       1.569478365244e-02       6.155491487105e-03       6.526394100322e-04       1.671772414569e-03       1.620902411410e-02       6.014624838784e-03       3.353263157032e-03       1.303517732180e-02       6.470502718517e-03       7.150256140467e-03 
  548       3.237011311726e-10       8.211607437302e-03       6.255409022287e-03       1.451030786859e-03       2.629488275413e-04       1.077979381545e-03       1.569672102243e-02       6.155956862291e-03       6.527556967026e-04       1.671943651847e-03       1.621441462247e-02       6.018103976724e-03       3.354681335795e-03       1.303499665806e-02       6.470949026330e-03       7.155242995603e-03 
  549       3.230819840312e-10       8.210688573107e-03       6.255769104910e-03       1.451236377664e-03       2.630123381044e-04       1.077935252655e-03       1.569863466672e-02       6.156433018088e-03       6.528671151365e-04       1.672113311895e-03       1.621957230744e-02       6.021593957745e-03       3.356087797081e-03       1.303496404482e-02       6.471388156818e-03       7.160182353812e-03 
  550       3.222701726747e-10       8.209762757575e-03       6.256120076208e-03       1.451439394750e-03       2.630749440767e-04       1.077889928276e-03       1.570052444754e-02       6.156920114623e-03       6.529738069634e-04       1.672281429667e-03       1.622450174655e-02       6.025092672877e-03       3.357482284623e-03       1.303508037999e-02       6.471821806903e-03       7.165073901131e-03 
  551       3.212717573733e-10       8.208830153499e-03       6.256462042221e-03       1.451639954855e-03       2.631366456491e-04       1.077843431128e-03       1.570239020829e-02       6.157418305173e-03       6.530759156557e-04       1.672448038697e-03       1.622920759332e-02       6.028597975227e-03       3.358864536202e-03       1.303534653952e-02       6.472251690726e-03       7.169917318103e-03 
  552       3.200929084904e-10       8.207890915527e-03       6.256795103584e-03       1.451838174927e-03       2.631974428133e-04       1.077795782961e-03       1.570423177335e-02       6.157927736115e-03       6.531735865352e-04       1.672613171086e-03       1.623369457757e-02       6.032107679784e-03       3.360234283612e-03       1.303576337719e-02       6.472679539703e-03       7.174712279748e-03 
  553       3.187399070139e-10       8.206945190090e-03       6.257119355485e-03       1.452034172122e-03       2.632573353600e-04       1.077747004540e-03       1.570604894797e-02       6.158448546870e-03       6.532669667806e-04       1.672776857492e-03       1.623796750577e-02       6.035619563232e-03       3.361591252619e-03       1.303633172446e-02       6.473107102580e-03       7.179458455523e-03 
  554       3.172191450869e-10       8.205993115339e-03       6.257434887619e-03       1.452228063795e-03       2.633163228778e-04       1.077697115645e-03       1.570784151815e-02       6.158980869847e-03       6.533562054345e-04       1.672939127115e-03       1.624203126139e-02       6.039131363758e-03       3.362935162935e-03       1.303705239030e-02       6.473536145494e-03       7.184155509289e-03 
  555       3.155371265394e-10       8.205034821076e-03       6.257741784141e-03       1.452419967503e-03       2.633744047510e-04       1.077646135058e-03       1.570960925048e-02       6.159524830389e-03       6.534414534102e-04       1.673100007687e-03       1.624589080521e-02       6.042640780856e-03       3.364265728175e-03       1.303792616101e-02       6.473968452026e-03       7.188803099271e-03 
  556       3.137004674192e-10       8.204070428693e-03       6.258040123627e-03       1.452610000998e-03       2.634315801585e-04       1.077594080557e-03       1.571135189202e-02       6.160080546720e-03       6.535228634989e-04       1.673259525460e-03       1.624955117566e-02       6.046145475144e-03       3.365582655825e-03       1.303895380002e-02       6.474405823258e-03       7.193400878030e-03 
  557       3.117158965235e-10       8.203100051097e-03       6.258329979023e-03       1.452798282222e-03       2.634878480719e-04       1.077540968907e-03       1.571306917016e-02       6.160648129888e-03       6.536005903766e-04       1.673417705193e-03       1.625301748916e-02       6.049643068168e-03       3.366885647207e-03       1.304013604777e-02       6.474850077831e-03       7.197948492418e-03 
  558       3.095902559293e-10       8.202123792653e-03       6.258611417605e-03       1.452984929308e-03       2.635432072541e-04       1.077486815849e-03       1.571476079246e-02       6.161227683712e-03       6.536747906113e-04       1.673574570140e-03       1.625629494047e-02       6.053131142209e-03       3.368174397445e-03       1.304147362149e-02       6.475303052003e-03       7.202445583551e-03 
  559       3.073305015255e-10       8.201141749111e-03       6.258884500930e-03       1.453170060572e-03       2.635976562575e-04       1.077431636100e-03       1.571642644656e-02       6.161819304728e-03       6.537456226700e-04       1.673730142040e-03       1.625938880299e-02       6.056607240097e-03       3.369448595427e-03       1.304296721503e-02       6.475766599701e-03       7.206891786769e-03 
  560       3.049437035435e-10       8.200154007545e-03       6.259149284796e-03       1.453353794512e-03       2.636511934226e-04       1.077375443337e-03       1.571806580002e-02       6.162423082131e-03       6.538132469256e-04       1.673884441103e-03       1.626230442912e-02       6.060068865016e-03       3.370707923771e-03       1.304461749874e-02       6.476242592582e-03       7.211286731600e-03 
  561       3.024370470886e-10       8.199160646282e-03       6.259405819194e-03       1.453536249805e-03       2.637038168762e-04       1.077318250190e-03       1.571967850019e-02       6.163039097724e-03       6.538778256642e-04       1.674037485999e-03       1.626504725061e-02       6.063513480315e-03       3.371952058791e-03       1.304642511921e-02       6.476732920088e-03       7.215630041726e-03 
  562       2.998178326712e-10       8.198161734840e-03       6.259654148263e-03       1.453717545300e-03       2.637555245299e-04       1.077260068240e-03       1.572126417406e-02       6.163667425863e-03       6.539395230918e-04       1.674189293845e-03       1.626762277886e-02       6.066938509314e-03       3.373180670461e-03       1.304839069918e-02       6.477239489501e-03       7.219921334949e-03 
  563       2.970934767380e-10       8.197157333857e-03       6.259894310248e-03       1.453897800019e-03       2.638063140788e-04       1.077200908002e-03       1.572282242814e-02       6.164308133399e-03       6.539985053417e-04       1.674339880193e-03       1.627003660528e-02       6.070341335117e-03       3.374393422380e-03       1.305051483729e-02       6.477764226004e-03       7.224160223150e-03 
  564       2.942715122031e-10       8.196147495030e-03       6.260126337452e-03       1.454077133151e-03       2.638561829993e-04       1.077140778925e-03       1.572435284833e-02       6.164961279627e-03       6.540549404811e-04       1.674489259022e-03       1.627229440160e-02       6.073719300417e-03       3.375589971737e-03       1.305279810798e-02       6.478309072734e-03       7.228346312258e-03 
  565       2.913595889793e-10       8.195132261046e-03       6.260350256194e-03       1.454255664048e-03       2.639051285480e-04       1.077079689377e-03       1.572585499976e-02       6.165626916232e-03       6.541089985186e-04       1.674637442720e-03       1.627440192024e-02       6.077069707307e-03       3.376769969274e-03       1.305524106126e-02       6.478875990839e-03       7.232479202216e-03 
  566       2.883654745092e-10       8.194111665515e-03       6.260566086764e-03       1.454433512222e-03       2.639531477597e-04       1.077017646644e-03       1.572732842668e-02       6.166305087230e-03       6.541608514109e-04       1.674784442075e-03       1.627636499463e-02       6.080389817089e-03       3.377933059254e-03       1.305784422256e-02       6.479466959536e-03       7.236558486938e-03 
  567       2.852970542965e-10       8.193085732906e-03       6.260773843375e-03       1.454610797345e-03       2.640002374464e-04       1.076954656914e-03       1.572877265231e-02       6.166995828917e-03       6.542106730700e-04       1.674930266265e-03       1.627818953952e-02       6.083676850080e-03       3.379078879425e-03       1.306060809256e-02       6.480083976166e-03       7.240583754282e-03 
  568       2.821623324371e-10       8.192054478478e-03       6.260973534121e-03       1.454787639237e-03       2.640463941950e-04       1.076890725276e-03       1.573018717872e-02       6.167699169813e-03       6.542586393702e-04       1.675074922840e-03       1.627988155137e-02       6.086927985425e-03       3.380207060983e-03       1.306353314700e-02       6.480729056253e-03       7.244554586008e-03 
  569       2.789694321505e-10       8.191017908217e-03       6.261165160935e-03       1.454964157874e-03       2.640916143662e-04       1.076825855707e-03       1.573157148666e-02       6.168415130608e-03       6.543049281550e-04       1.675218417719e-03       1.628144710863e-02       6.090140360904e-03       3.381317228538e-03       1.306661983653e-02       6.481404233559e-03       7.248470557745e-03 
  570       2.757265963105e-10       8.189976018767e-03       6.261348719538e-03       1.455140473372e-03       2.641358940926e-04       1.076760051067e-03       1.573292503549e-02       6.169143724108e-03       6.543497192445e-04       1.675360755168e-03       1.628289237211e-02       6.093311072739e-03       3.382409000080e-03       1.306986858649e-02       6.482111560140e-03       7.252331238957e-03 
  571       2.724421879772e-10       8.188928797367e-03       6.261524199397e-03       1.455316705995e-03       2.641792292774e-04       1.076693313090e-03       1.573424726295e-02       6.169884955179e-03       6.543931944419e-04       1.675501937796e-03       1.628422358530e-02       6.096437175405e-03       3.383481986942e-03       1.307327979682e-02       6.482853106405e-03       7.256136192903e-03 
  572       2.691246909272e-10       8.187876221780e-03       6.261691583684e-03       1.455492976144e-03       2.642216155926e-04       1.076625642374e-03       1.573553758512e-02       6.170638820691e-03       6.544355375411e-04       1.675641966540e-03       1.628544707470e-02       6.099515681440e-03       3.384535793765e-03       1.307685384179e-02       6.483630961170e-03       7.259884976607e-03 
  573       2.657827101858e-10       8.186818260231e-03       6.261850849224e-03       1.455669404355e-03       2.642630484772e-04       1.076557038375e-03       1.573679539623e-02       6.171405309468e-03       6.544769343334e-04       1.675780840652e-03       1.628656925019e-02       6.102543561250e-03       3.385570018466e-03       1.308059106989e-02       6.484447231717e-03       7.263577140818e-03 
  574       2.624249725574e-10       8.185754871340e-03       6.262001966458e-03       1.455846111298e-03       2.643035231363e-04       1.076487499400e-03       1.573802006852e-02       6.172184402230e-03       6.545175726144e-04       1.675918557688e-03       1.628759660531e-02       6.105517742921e-03       3.386584252199e-03       1.308449180363e-02       6.485304043848e-03       7.267212229976e-03 
  575       2.590603271571e-10       8.184686004052e-03       6.262144899392e-03       1.456023217770e-03       2.643430345387e-04       1.076417022594e-03       1.573921095214e-02       6.172976071538e-03       6.545576421916e-04       1.676055113497e-03       1.628853571765e-02       6.108435112026e-03       3.387578079320e-03       1.308855633939e-02       6.486203541944e-03       7.270789782175e-03 
  576       2.556977459419e-10       8.183611597577e-03       6.262279605555e-03       1.456200844695e-03       2.643815774157e-04       1.076345603939e-03       1.574036737500e-02       6.173780281741e-03       6.545973348908e-04       1.676190502207e-03       1.628939324916e-02       6.111292511437e-03       3.388551077355e-03       1.309278494721e-02       6.487147889022e-03       7.274309329131e-03 
  577       2.523463242416e-10       8.182531581320e-03       6.262406035954e-03       1.456379113118e-03       2.644191462595e-04       1.076273238238e-03       1.574148864262e-02       6.174596988921e-03       6.546368445634e-04       1.676324716216e-03       1.629017594646e-02       6.114086741130e-03       3.389502816962e-03       1.309717787065e-02       6.488139266788e-03       7.277770396143e-03 
  578       2.490152812905e-10       8.181445874813e-03       6.262524135030e-03       1.456558144202e-03       2.644557353216e-04       1.076199919115e-03       1.574257403800e-02       6.175426140838e-03       6.546763670936e-04       1.676457746177e-03       1.629089064123e-02       6.116814557994e-03       3.390432861899e-03       1.310173532658e-02       6.489179875700e-03       7.281172502058e-03 
  579       2.457139607579e-10       8.180354387654e-03       6.262633840612e-03       1.456738059225e-03       2.644913386111e-04       1.076125639000e-03       1.574362282150e-02       6.176267676876e-03       6.547161004053e-04       1.676589580986e-03       1.629154425050e-02       6.119472675644e-03       3.391340768983e-03       1.310645750507e-02       6.490271935016e-03       7.284515159238e-03 
  580       2.424518312799e-10       8.179257019436e-03       6.262735083873e-03       1.456918979575e-03       2.645259498931e-04       1.076050389124e-03       1.574463423070e-02       6.177121527988e-03       6.547562444691e-04       1.676720207774e-03       1.629214377701e-02       6.122057764226e-03       3.392226088061e-03       1.311134456914e-02       6.491417682859e-03       7.287797873519e-03 
  581       2.392384869905e-10       8.178153659684e-03       6.262827789284e-03       1.457101026750e-03       2.645595626874e-04       1.075974159513e-03       1.574560748024e-02       6.177987616641e-03       6.547970013091e-04       1.676849611890e-03       1.629269630954e-02       6.124566450227e-03       3.393088361973e-03       1.311639665463e-02       6.492619376269e-03       7.291020144182e-03 
  582       2.360836480526e-10       8.177044187786e-03       6.262911874572e-03       1.457284322350e-03       2.645921702663e-04       1.075896938974e-03       1.574654176172e-02       6.178865856761e-03       6.548385750105e-04       1.676977776892e-03       1.629320902323e-02       6.126995316282e-03       3.393927126514e-03       1.312161387002e-02       6.493879291261e-03       7.294181463912e-03 
  583       2.329960237634e-10       8.175928524474e-03       6.262987294097e-03       1.457468960380e-03       2.646237703831e-04       1.075818721109e-03       1.574743652371e-02       6.179756076086e-03       6.548811384563e-04       1.677104688920e-03       1.629368841677e-02       6.129341679041e-03       3.394742063295e-03       1.312699548953e-02       6.495199199291e-03       7.297281541330e-03 
  584       2.299798695935e-10       8.174806787806e-03       6.263054170278e-03       1.457654923389e-03       2.646543795880e-04       1.075739522515e-03       1.574829231980e-02       6.180657781200e-03       6.549247326110e-04       1.677230349957e-03       1.629413800232e-02       6.131605944481e-03       3.395533462567e-03       1.313253751061e-02       6.496578782175e-03       7.300320974748e-03 
  585       2.270383451865e-10       8.173679140948e-03       6.263112665363e-03       1.457842164231e-03       2.646840192667e-04       1.075659365020e-03       1.574910998145e-02       6.181570386518e-03       6.549693647349e-04       1.677354764876e-03       1.629456055852e-02       6.133789311056e-03       3.396301771886e-03       1.313823503508e-02       6.498017177687e-03       7.303300595178e-03 
