# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02968e-05 to 1.74227 h/Mpc,
# number of wavenumbers equal to 571
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_ur                  14:t_ncdm[0]             15:t_tot              
       1.228185012854e-02      -1.366754851803e+00      -1.024379824795e+03      -1.025531730072e+03      -1.363463007211e+00      -6.285769129124e+02      -1.023358374993e+03       3.408657518026e-01       3.408657517015e-01      -2.333941251219e-04       1.227704897187e-01       1.227803683289e-01      -2.321714764101e-04       9.727068716870e-02       1.226273148884e-01 
       1.240817102506e-02      -1.361722483162e+00      -1.041682649988e+03      -1.042875438148e+03      -1.358442744309e+00      -6.359579598850e+02      -1.040647595732e+03       3.396106860772e-01       3.396106859784e-01      -2.325362360294e-04       1.248480845177e-01       1.248581704595e-01      -2.313180813208e-04       9.860937913724e-02       1.247011809055e-01 
       1.253452811115e-02      -1.356704108792e+00      -1.059061162772e+03      -1.060295867345e+03      -1.353436442165e+00      -6.433049014224e+02      -1.058012863916e+03       3.383591105413e-01       3.383591104447e-01      -2.316807283680e-04       1.269348274897e-01       1.269451233859e-01      -2.304670552454e-04       9.994539294839e-02       1.267841426992e-01 
       1.266092129077e-02      -1.351699709685e+00      -1.076513706357e+03      -1.077791377837e+03      -1.348444081810e+00      -6.506175220073e+02      -1.075452543517e+03       3.371110204525e-01       3.371110203580e-01      -2.308275985135e-04       1.290305217263e-01       1.290410303183e-01      -2.296183945723e-04       1.012784903072e-01       1.288760033433e-01 
       1.278735049531e-02      -1.346709232070e+00      -1.094038602494e+03      -1.095360307490e+03      -1.343465609607e+00      -6.578955240415e+02      -1.092964976088e+03       3.358664024016e-01       3.358664023091e-01      -2.299768380267e-04       1.311349680809e-01       1.311456922040e-01      -2.287720909132e-04       1.026084253174e-01       1.309765636303e-01 
       1.291381568288e-02      -1.341732645456e+00      -1.111634216027e+03      -1.113001036025e+03      -1.338500995124e+00      -6.651385560485e+02      -1.110548544813e+03       3.346252487810e-01       3.346252486904e-01      -2.291284410922e-04       1.332479719114e-01       1.332589144579e-01      -2.279281384729e-04       1.039349517778e-01       1.330856288038e-01 
       1.304031683761e-02      -1.336769910043e+00      -1.129298906834e+03      -1.130711936447e+03      -1.333550198664e+00      -6.723461727805e+02      -1.128201626072e+03       3.333875496660e-01       3.333875495771e-01      -2.282824018574e-04       1.353693384481e-01       1.353805023218e-01      -2.270865314372e-04       1.052578178184e-01       1.352030039182e-01 
       1.316685396904e-02      -1.331820996170e+00      -1.147031068852e+03      -1.148491414272e+03      -1.328613190623e+00      -6.795178500358e+02      -1.145922628518e+03       3.321532976557e-01       3.321532975684e-01      -2.274387147587e-04       1.374988763389e-01       1.375102644084e-01      -2.262472642615e-04       1.065767715971e-01       1.373284973908e-01 
       1.329342711152e-02      -1.326885867662e+00      -1.164829097417e+03      -1.166337874959e+03      -1.323689934908e+00      -6.866529575204e+02      -1.163709960529e+03       3.309224837271e-01       3.309224836413e-01      -2.265973740371e-04       1.396363946906e-01       1.396480097471e-01      -2.254103312173e-04       1.078915576947e-01       1.394619180452e-01 
       1.342003632369e-02      -1.321964483936e+00      -1.182691400608e+03      -1.184249735446e+03      -1.318780391027e+00      -6.937507594120e+02      -1.181562041655e+03       3.296950977567e-01       3.296950976724e-01      -2.257583728181e-04       1.417817039295e-01       1.417935486532e-01      -2.245757254622e-04       1.092019196158e-01       1.416030759853e-01 
       1.354668168799e-02      -1.317056833984e+00      -1.200616425466e+03      -1.202225450777e+03      -1.313884547990e+00      -7.008104256135e+02      -1.199477329111e+03       3.284711369976e-01       3.284711369147e-01      -2.249217093649e-04       1.439346192013e-01       1.439466961411e-01      -2.237434452650e-04       1.105076030787e-01       1.437517860056e-01 
       1.367336331021e-02      -1.312162872941e+00      -1.218602603616e+03      -1.220263460282e+03      -1.309002361032e+00      -7.078309967395e+02      -1.217454263951e+03       3.272505902579e-01       3.272505901763e-01      -2.240873760637e-04       1.460949537020e-01       1.461072652693e-01      -2.229134830477e-04       1.118083516747e-01       1.459078609453e-01 
       1.380008131909e-02      -1.307282592468e+00      -1.236648409481e+03      -1.238362245908e+03      -1.304133821831e+00      -7.148114173334e+02      -1.235491329264e+03       3.260334554576e-01       3.260334553773e-01      -2.232553718883e-04       1.482625260268e-01       1.482750744977e-01      -2.220858377898e-04       1.131039136565e-01       1.480711190398e-01 
       1.392683586591e-02      -1.302415963284e+00      -1.254752322439e+03      -1.256520294819e+03      -1.299278901158e+00      -7.217505140748e+02      -1.253587012775e+03       3.248197252895e-01       3.248197252104e-01      -2.224256911267e-04       1.504371548120e-01       1.504499423399e-01      -2.212605037965e-04       1.143940399952e-01       1.502413785877e-01 
       1.405362712424e-02      -1.297562959437e+00      -1.272912823024e+03      -1.274736096020e+03      -1.294437573131e+00      -7.286469962693e+02      -1.271739803413e+03       3.236093932828e-01       3.236093932047e-01      -2.215983302652e-04       1.526186596352e-01       1.526316882777e-01      -2.204374775802e-04       1.156784836964e-01       1.524184588556e-01 
       1.418045528952e-02      -1.292723560118e+00      -1.291128427094e+03      -1.293008174870e+03      -1.289609816973e+00      -7.354994794966e+02      -1.289948225716e+03       3.224024542432e-01       3.224024541662e-01      -2.207732848902e-04       1.548068634211e-01       1.548201351776e-01      -2.196167547368e-04       1.169570063246e-01       1.546021825099e-01 
       1.430732057891e-02      -1.287897735531e+00      -1.309397637801e+03      -1.311335048907e+03      -1.284795602965e+00      -7.423064654728e+02      -1.308210795129e+03       3.211989007412e-01       3.211989006653e-01      -2.199505504983e-04       1.570015885972e-01       1.570151055647e-01      -2.187983307927e-04       1.182293731502e-01       1.567923718680e-01 
       1.443422323097e-02      -1.283085427654e+00      -1.327718949947e+03      -1.329715234656e+03      -1.279994873219e+00      -7.490663533661e+02      -1.326526024425e+03       3.199987183047e-01       3.199987182299e-01      -2.191301166144e-04       1.592026562589e-01       1.592164208474e-01      -2.179821953215e-04       1.194953561888e-01       1.589888481290e-01 
       1.456116350548e-02      -1.278286599230e+00      -1.346090882201e+03      -1.348147277418e+03      -1.275207590573e+00      -7.557774658212e+02      -1.344892453869e+03       3.188018976432e-01       3.188018975693e-01      -2.183119768626e-04       1.614098909758e-01       1.614239060505e-01      -2.171683419830e-04       1.207547378314e-01       1.611914361134e-01 
       1.468814168324e-02      -1.273501204545e+00      -1.364511964005e+03      -1.366629725181e+03      -1.270433709424e+00      -7.624380461459e+02      -1.363308627402e+03       3.176084273561e-01       3.176084272831e-01      -2.174961235356e-04       1.636231178668e-01       1.636373865000e-01      -2.163567631117e-04       1.220073093302e-01       1.633999610212e-01 
       1.481515806596e-02      -1.268729187191e+00      -1.382980737984e+03      -1.385161128636e+03      -1.265673173493e+00      -7.690462708472e+02      -1.381773093097e+03       3.164182933732e-01       3.164182933011e-01      -2.166825466095e-04       1.658421626784e-01       1.658566878479e-01      -2.155474487298e-04       1.232528735058e-01       1.656142484774e-01 
       1.494221297609e-02      -1.263970501148e+00      -1.401495773088e+03      -1.403740062576e+03      -1.260925936860e+00      -7.756002740634e+02      -1.400284423207e+03       3.152314842149e-01       3.152314841437e-01      -2.158712377541e-04       1.680668539861e-01       1.680816385218e-01      -2.147403905434e-04       1.244912464677e-01       1.678341269364e-01 
       1.506930675671e-02      -1.259225117011e+00      -1.420055658742e+03      -1.422365125258e+03      -1.256191970191e+00      -7.820981603230e+02      -1.418841212710e+03       3.140479925477e-01       3.140479924774e-01      -2.150621920807e-04       1.702970235124e-01       1.703120701909e-01      -2.139355836907e-04       1.257222586032e-01       1.700594281256e-01 
       1.519643977149e-02      -1.254492988417e+00      -1.438658989791e+03      -1.441034919217e+03      -1.251471227226e+00      -7.885380085024e+02      -1.437442060924e+03       3.128678068064e-01       3.128678067369e-01      -2.142554008712e-04       1.725325029337e-01       1.725478144491e-01      -2.131330194892e-04       1.269457546492e-01       1.722899837648e-01 
       1.532361240459e-02      -1.249774073338e+00      -1.457304363490e+03      -1.459748052815e+03      -1.246763666042e+00      -7.949178871099e+02      -1.456085572355e+03       3.116909165106e-01       3.116909164419e-01      -2.134508571849e-04       1.747731250757e-01       1.747887041484e-01      -2.123326910385e-04       1.281615930111e-01       1.745256268677e-01 
       1.545082506067e-02      -1.245068329665e+00      -1.475990399469e+03      -1.478503153895e+03      -1.242069244626e+00      -8.012358776611e+02      -1.474770371435e+03       3.105173111566e-01       3.105173110886e-01      -2.126485532778e-04       1.770187248644e-01       1.770345741575e-01      -2.115345906297e-04       1.293696498706e-01       1.767661925466e-01 
       1.557807816483e-02      -1.240375721261e+00      -1.494715735992e+03      -1.497298871739e+03      -1.237387926927e+00      -8.074900906664e+02      -1.493495103601e+03       3.093469817316e-01       3.093469816644e-01      -2.118484823981e-04       1.792691394992e-01       1.792852617067e-01      -2.107387115411e-04       1.305698182350e-01       1.790115183231e-01 
       1.570537216266e-02      -1.235696215110e+00      -1.513479021530e+03      -1.516133864949e+03      -1.232719680007e+00      -8.136786748556e+02      -1.512258423874e+03       3.081799200019e-01       3.081799199354e-01      -2.110506388301e-04       1.815242077566e-01       1.815406055841e-01      -2.099450480884e-04       1.317620079186e-01       1.812614433457e-01 
       1.583270752023e-02      -1.231029768693e+00      -1.532278911475e+03      -1.535006797721e+03      -1.228064461452e+00      -8.197998309611e+02      -1.531058993299e+03       3.070161153631e-01       3.070161152973e-01      -2.102550148620e-04       1.837837688526e-01       1.838004449818e-01      -2.091535925970e-04       1.329461456852e-01       1.835158072451e-01 
       1.596008472416e-02      -1.226376339056e+00      -1.551114072853e+03      -1.553916347587e+03      -1.223422228408e+00      -8.258518310310e+02      -1.549895486218e+03       3.058555571020e-01       3.058555570369e-01      -2.094616025851e-04       1.860476634413e-01       1.860646205848e-01      -2.083643371959e-04       1.341221761661e-01       1.857744512064e-01 
       1.608750428170e-02      -1.221735891536e+00      -1.569983192030e+03      -1.572861209846e+03      -1.218792946299e+00      -8.318330361733e+02      -1.568766595310e+03       3.046982365747e-01       3.046982365103e-01      -2.086703958577e-04       1.883157346384e-01       1.883329755009e-01      -2.075772757759e-04       1.352900619704e-01       1.880372189113e-01 
       1.621496672078e-02      -1.217108390708e+00      -1.588884970535e+03      -1.591840095062e+03      -1.214176579786e+00      -8.377419097924e+02      -1.587671028877e+03       3.035441449464e-01       3.035441448827e-01      -2.078813881187e-04       1.905878271969e-01       1.906053544840e-01      -2.067924018079e-04       1.364497839465e-01       1.903039557578e-01 
       1.634247259014e-02      -1.212493803836e+00      -1.607818124523e+03      -1.610851728688e+03      -1.209573096213e+00      -8.435770315666e+02      -1.606607510506e+03       3.023932740533e-01       3.023932739902e-01      -2.070945734068e-04       1.928637876901e-01       1.928816041205e-01      -2.060097093608e-04       1.376013401656e-01       1.925745090409e-01 
       1.647002245945e-02      -1.207892097900e+00      -1.626781382535e+03      -1.629894847609e+03      -1.204982462643e+00      -8.493371092354e+02      -1.625574775880e+03       3.012456156608e-01       3.012456155984e-01      -2.063099456914e-04       1.951434642279e-01       1.951615725120e-01      -2.052291924351e-04       1.387447464420e-01       1.948487276448e-01 
       1.659761691944e-02      -1.203303235706e+00      -1.645773483035e+03      -1.648968198985e+03      -1.200404641972e+00      -8.550209908664e+02      -1.644571571463e+03       3.001011604931e-01       3.001011604313e-01      -2.055274980715e-04       1.974267059200e-01       1.974451087758e-01      -2.044508441635e-04       1.398800345617e-01       1.971264615315e-01 
       1.672525658208e-02      -1.198727185239e+00      -1.664793177958e+03      -1.668070543064e+03      -1.195839602270e+00      -8.606276783035e+02      -1.663596657481e+03       2.989599005676e-01       2.989599005065e-01      -2.047472249955e-04       1.997133638395e-01       1.997320639866e-01      -2.036746590268e-04       1.410072520556e-01       1.994075626810e-01 
       1.685294208073e-02      -1.194163912802e+00      -1.683839237232e+03      -1.687200658108e+03      -1.191287309921e+00      -8.661563409132e+02      -1.682648812819e+03       2.978218274803e-01       2.978218274197e-01      -2.039691200197e-04       2.020032908921e-01       2.020222910598e-01      -2.029006306111e-04       1.421264631271e-01       2.016918849767e-01 
       1.698067407034e-02      -1.189613388253e+00      -1.702910444843e+03      -1.706357335199e+03      -1.186747734858e+00      -8.716063229026e+02      -1.701726830089e+03       2.966869337144e-01       2.966869336545e-01      -2.031931777231e-04       2.042963418094e-01       2.043156447050e-01      -2.021287535248e-04       1.432377453738e-01       2.039792841515e-01 
       1.710845322766e-02      -1.185075581921e+00      -1.722005598915e+03      -1.725539380875e+03      -1.182220847486e+00      -8.769771531928e+02      -1.720829517878e+03       2.955552118716e-01       2.955552118123e-01      -2.024193926282e-04       2.065923731044e-01       2.066119814602e-01      -2.013590223190e-04       1.443411901167e-01       2.062696178100e-01 
       1.723628025149e-02      -1.180550469565e+00      -1.741123514260e+03      -1.744745617105e+03      -1.177706623633e+00      -8.822685532783e+02      -1.739955701180e+03       2.944266559082e-01       2.944266558495e-01      -2.016477606251e-04       2.088912434758e-01       2.089111600169e-01      -2.005914329100e-04       1.454368998087e-01       2.085627457546e-01 
       1.736415586288e-02      -1.176038019743e+00      -1.760263019030e+03      -1.763974879220e+03      -1.173205031930e+00      -8.874804420540e+02      -1.759104219145e+03       2.933012579824e-01       2.933012579242e-01      -2.008782756148e-04       2.111928127499e-01       2.112130402010e-01      -1.998259792263e-04       1.465249885675e-01       2.108585289660e-01 
       1.749208080541e-02      -1.171538209535e+00      -1.779422957893e+03      -1.783226018805e+03      -1.168716049519e+00      -8.926129417465e+02      -1.778273928036e+03       2.921790123798e-01       2.921790123222e-01      -2.001109336265e-04       2.134969432792e-01       2.135174843657e-01      -1.990626573215e-04       1.476055788965e-01       2.131568309770e-01 
       1.762005584548e-02      -1.167051011819e+00      -1.798602187597e+03      -1.802497900327e+03      -1.164239649349e+00      -8.976663788961e+02      -1.797463697694e+03       2.910599123372e-01       2.910599122801e-01      -1.993457296677e-04       2.158034986466e-01       2.158243561228e-01      -1.983014622291e-04       1.486788002655e-01       2.154575165988e-01 
       1.774808177257e-02      -1.162576404228e+00      -1.817799582948e+03      -1.821789403343e+03      -1.159775809111e+00      -9.026412866359e+02      -1.816672414376e+03       2.899439522776e-01       2.899439522212e-01      -1.985826599240e-04       2.181123447228e-01       2.181335212883e-01      -1.975423901586e-04       1.497447870592e-01       2.177604528716e-01 
       1.787615939959e-02      -1.158114364518e+00      -1.837014035267e+03      -1.841099424930e+03      -1.155324506620e+00      -9.075384044605e+02      -1.835898982511e+03       2.888311266550e-01       2.888311265991e-01      -1.978217203710e-04       2.204233493598e-01       2.204448477025e-01      -1.967854371071e-04       1.508036779543e-01       2.200655088624e-01 
       1.800428956315e-02      -1.153664870960e+00      -1.856244445219e+03      -1.860426875112e+03      -1.150885720206e+00      -9.123586725642e+02      -1.855142319692e+03       2.877214300514e-01       2.877214299961e-01      -1.970629073063e-04       2.227363819511e-01       2.227582048576e-01      -1.960305993958e-04       1.518556117755e-01       2.223725552643e-01 
       1.813247312398e-02      -1.149227900948e+00      -1.875489738799e+03      -1.879770682290e+03      -1.146459427318e+00      -9.171032298810e+02      -1.874401363826e+03       2.866148568295e-01       2.866148567746e-01      -1.963062164847e-04       2.250513141076e-01       2.250734642601e-01      -1.952778727994e-04       1.529007274611e-01       2.246814648095e-01 
       1.826071096720e-02      -1.144803435131e+00      -1.894748850169e+03      -1.899129786388e+03      -1.142045608657e+00      -9.217734020821e+02      -1.893675064548e+03       2.855114021643e-01       2.855114021100e-01      -1.955516447837e-04       2.273680191953e-01       2.273904992835e-01      -1.945272542164e-04       1.539391592518e-01       2.269921120494e-01 
       1.838900400276e-02      -1.140391458782e+00      -1.914020734629e+03      -1.918503150022e+03      -1.137644249541e+00      -9.263706972246e+02      -1.912962394618e+03       2.844110623853e-01       2.844110623315e-01      -1.947991898978e-04       2.296863732824e-01       2.297091860570e-01      -1.937787413588e-04       1.549710364853e-01       2.293043742482e-01 
       1.851735316580e-02      -1.135991952339e+00      -1.933304361403e+03      -1.937889746905e+03      -1.133255330457e+00      -9.308967879994e+02      -1.932262339029e+03       2.833138326143e-01       2.833138325610e-01      -1.940488484409e-04       2.320062537244e-01       2.320294019124e-01      -1.930323308587e-04       1.559964806448e-01       2.316181298465e-01 
       1.864575941708e-02      -1.131604899534e+00      -1.952598721766e+03      -1.957288570852e+03      -1.128878835178e+00      -9.353535006228e+02      -1.951573903774e+03       2.822197087944e-01       2.822197087416e-01      -1.933006176583e-04       2.343275404109e-01       2.343510266753e-01      -1.922880199772e-04       1.570156031333e-01       2.339332597299e-01 
       1.877422374340e-02      -1.127230285719e+00      -1.971902817559e+03      -1.976698630326e+03      -1.124514749095e+00      -9.397427954430e+02      -1.970896109340e+03       2.811286872739e-01       2.811286872216e-01      -1.925544953073e-04       2.366501151439e-01       2.366739422070e-01      -1.915458064874e-04       1.580285029571e-01       2.362496467356e-01 
       1.890274715802e-02      -1.122868096270e+00      -1.991215670815e+03      -1.996118950812e+03      -1.120163057625e+00      -9.440667483325e+02      -1.990227994181e+03       2.800407644061e-01       2.800407643544e-01      -1.918104791619e-04       2.389738617687e-01       2.389980323223e-01      -1.908056881780e-04       1.590352636477e-01       2.385671755924e-01 
       1.903133070116e-02      -1.118518319035e+00      -2.010536321300e+03      -2.015548576256e+03      -1.115823748647e+00      -9.483275309051e+02      -2.009568615429e+03       2.789559371617e-01       2.789559371104e-01      -1.910685675194e-04       2.412986665075e-01       2.413231832471e-01      -1.900676633596e-04       1.600359526212e-01       2.408857333532e-01 
       1.915997544046e-02      -1.114180939011e+00      -2.029863824558e+03      -2.034986566436e+03      -1.111496807194e+00      -9.525273854122e+02      -2.028917046270e+03       2.778742017985e-01       2.778742017477e-01      -1.903287579304e-04       2.436244173002e-01       2.436492829343e-01      -1.893317295956e-04       1.610306196735e-01       2.432052087113e-01 
       1.928868247147e-02      -1.109855944111e+00      -2.049197254970e+03      -2.054431998752e+03      -1.107182221211e+00      -9.566686007122e+02      -2.048272377840e+03       2.767955553028e-01       2.767955552525e-01      -1.895910487416e-04       2.459510044356e-01       2.459762216545e-01      -1.885978852449e-04       1.620192935651e-01       2.455254925800e-01 
       1.941745291818e-02      -1.105543326146e+00      -2.068535707535e+03      -2.073883970129e+03      -1.102879982533e+00      -9.607534875678e+02      -2.067633720984e+03       2.757199956332e-01       2.757199955834e-01      -1.888554391898e-04       2.482783208971e-01       2.483038923419e-01      -1.878661295534e-04       1.630019817435e-01       2.478464784362e-01 
       1.954628793356e-02      -1.101243068286e+00      -2.087878290632e+03      -2.093341592636e+03      -1.098590074363e+00      -9.647843489809e+02      -2.087000201294e+03       2.746475185907e-01       2.746475185414e-01      -1.881219263514e-04       2.506062606321e-01       2.506321889598e-01      -1.871364596095e-04       1.639786702802e-01       2.501680606771e-01 
       1.967518870009e-02      -1.096955165818e+00      -2.107224133514e+03      -2.112803998071e+03      -1.094312492008e+00      -9.687634551318e+02      -2.106370964050e+03       2.735781230020e-01       2.735781229531e-01      -1.873905104656e-04       2.529347210851e-01       2.529610089529e-01      -1.864088756606e-04       1.649493196050e-01       2.524901370553e-01 
       1.980415643035e-02      -1.092679605505e+00      -2.126572381172e+03      -2.132270335301e+03      -1.090047222259e+00      -9.726930142755e+02      -2.125745171029e+03       2.725118055647e-01       2.725118055163e-01      -1.866611894710e-04       2.552636009400e-01       2.552902510385e-01      -1.856833756549e-04       1.659138691866e-01       2.548126064935e-01 
       1.993319236763e-02      -1.088416378584e+00      -2.145922202195e+03      -2.151739773491e+03      -1.085794256371e+00      -9.765751468105e+02      -2.145122004379e+03       2.714485640927e-01       2.714485640447e-01      -1.859339624240e-04       2.575928016979e-01       2.576198166576e-01      -1.849599586557e-04       1.668722335869e-01       2.571353705321e-01 
       2.006229778650e-02      -1.084165474835e+00      -2.165272778404e+03      -2.171211497363e+03      -1.081553584148e+00      -9.804118565178e+02      -2.164500660835e+03       2.703883960371e-01       2.703883959896e-01      -1.852088281416e-04       2.599222266020e-01       2.599496090885e-01      -1.842386234887e-04       1.678243040794e-01       2.594583324226e-01 
       2.019147399348e-02      -1.079926886422e+00      -2.184623313140e+03      -2.190684712849e+03      -1.077325197773e+00      -9.842050073982e+02      -2.183880357689e+03       2.693312994433e-01       2.693312993962e-01      -1.844857859299e-04       2.622517815634e-01       2.622795342532e-01      -1.835193694661e-04       1.687699495072e-01       2.617813979543e-01 
       2.032072232770e-02      -1.075700602234e+00      -2.203973037184e+03      -2.210158646501e+03      -1.073109086150e+00      -9.879562999625e+02      -2.203260333177e+03       2.682772715376e-01       2.682772714910e-01      -1.837648340891e-04       2.645813746564e-01       2.646095000601e-01      -1.828021948934e-04       1.697090183768e-01       2.641044748342e-01 
       2.045004416154e-02      -1.071486615743e+00      -2.223321182367e+03      -2.229632536346e+03      -1.068905242774e+00      -9.916672445074e+02      -2.222639834397e+03       2.672263106936e-01       2.672263106474e-01      -1.830459725517e-04       2.669109158829e-01       2.669394166541e-01      -1.820870997111e-04       1.706413372189e-01       2.664274728479e-01 
       2.057944090136e-02      -1.067284912360e+00      -2.242667011118e+03      -2.249105644056e+03      -1.064713653077e+00      -9.953391485519e+02      -2.242018132247e+03       2.661784132692e-01       2.661784132235e-01      -1.823291988237e-04       2.692403170615e-01       2.692691957992e-01      -1.813740814319e-04       1.715667172950e-01       2.687503033588e-01 
       2.070891398824e-02      -1.063095487336e+00      -2.262009802458e+03      -2.268577249666e+03      -1.060534312323e+00      -9.989730971838e+02      -2.261394514650e+03       2.651335780808e-01       2.651335780355e-01      -1.816145130933e-04       2.715694932632e-01       2.715987525713e-01      -1.806631402493e-04       1.724849516257e-01       2.710728809375e-01 
       2.083846489866e-02      -1.058918328459e+00      -2.281348853363e+03      -2.288046650262e+03      -1.056367208324e+00      -1.002569939941e+03      -2.280768285614e+03       2.640918020809e-01       2.640918020361e-01      -1.809019136110e-04       2.738983608507e-01       2.739280033238e-01      -1.799542744208e-04       1.733958220929e-01       2.733951213796e-01 
       2.096809514534e-02      -1.054753423350e+00      -2.300683483098e+03      -2.307513162450e+03      -1.052212328720e+00      -1.006130283081e+03      -2.300138767980e+03       2.630530821799e-01       2.630530821355e-01      -1.801913985161e-04       2.762268385503e-01       2.762568666901e-01      -1.792474820919e-04       1.742991012893e-01       2.757169427234e-01 
       2.109780627799e-02      -1.050600764528e+00      -2.320013025250e+03      -2.326976124175e+03      -1.048069666047e+00      -1.009654482973e+03      -2.319505303574e+03       2.620174165118e-01       2.620174164678e-01      -1.794829672692e-04       2.785548477207e-01       2.785852641639e-01      -1.785427627295e-04       1.751945527721e-01       2.780382657770e-01 
       2.122759988417e-02      -1.046460340216e+00      -2.339336837885e+03      -2.346434888778e+03      -1.043939208550e+00      -1.013142643799e+03      -2.338867249956e+03       2.609848021374e-01       2.609848020938e-01      -1.787766182284e-04       2.808823116043e-01       2.809131188499e-01      -1.778401146984e-04       1.760819380616e-01       2.803590129881e-01 
       2.135747759007e-02      -1.042332136773e+00      -2.358654299066e+03      -2.365888833224e+03      -1.039820942610e+00      -1.016594622426e+03      -2.358223986517e+03       2.599552356524e-01       2.599552356092e-01      -1.780723490783e-04       2.832091556088e-01       2.832403561398e-01      -1.771395356895e-04       1.769610201135e-01       2.826791090670e-01 
       2.148744106147e-02      -1.038216149916e+00      -2.377964803653e+03      -2.385337355675e+03      -1.035714863955e+00      -1.020010033198e+03      -2.377574911963e+03       2.589287159887e-01       2.589287159459e-01      -1.773701599913e-04       2.855353084942e-01       2.855669049187e-01      -1.764410258806e-04       1.778315627417e-01       2.849984821812e-01 
       2.161749200456e-02      -1.034112363558e+00      -2.397267771680e+03      -2.404779870679e+03      -1.031620956526e+00      -1.023388257947e+03      -2.396919441752e+03       2.579052391315e-01       2.579052390891e-01      -1.766700480069e-04       2.878606999898e-01       2.878926947733e-01      -1.757445823182e-04       1.786933402732e-01       2.873170612867e-01 
       2.174763216691e-02      -1.030020766296e+00      -2.416562639486e+03      -2.424215813034e+03      -1.027539208939e+00      -1.026728460481e+03      -2.416257009894e+03       2.568848022348e-01       2.568848021928e-01      -1.759720113876e-04       2.901852626034e-01       2.902176582175e-01      -1.750502032719e-04       1.795461371536e-01       2.896347782727e-01 
       2.187786333843e-02      -1.025941348003e+00      -2.435848858329e+03      -2.443644633271e+03      -1.023469611091e+00      -1.030029602773e+03      -2.435587065044e+03       2.558674027727e-01       2.558674027311e-01      -1.752760489497e-04       2.925089309609e-01       2.925417298922e-01      -1.743578875664e-04       1.803897497401e-01       2.919515671957e-01 
       2.200818735232e-02      -1.021874089636e+00      -2.455125897352e+03      -2.463065797664e+03      -1.019412143974e+00      -1.033290466987e+03      -2.454909071099e+03       2.548530359936e-01       2.548530359524e-01      -1.745821571714e-04       2.948316407340e-01       2.948648454410e-01      -1.736676316913e-04       1.812239955499e-01       2.942673632096e-01 
       2.213860608615e-02      -1.017818977054e+00      -2.474393249707e+03      -2.482478796236e+03      -1.015366793477e+00      -1.036509682612e+03      -2.474222514971e+03       2.538416983692e-01       2.538416983283e-01      -1.738903336959e-04       2.971533307374e-01       2.971869436510e-01      -1.729794332993e-04       1.820487112410e-01       2.965821046807e-01 
       2.226912146285e-02      -1.013775997843e+00      -2.493650425771e+03      -2.501883137701e+03      -1.011333547211e+00      -1.039685751049e+03      -2.493526901378e+03       2.528333868026e-01       2.528333867622e-01      -1.732005766343e-04       2.994739422710e-01       2.995079658371e-01      -1.722932905115e-04       1.828637568208e-01       2.988957325858e-01 
       2.239973545183e-02      -1.009745138743e+00      -2.512896962682e+03      -2.521278355448e+03      -1.007312391943e+00      -1.042817077493e+03      -2.512821759522e+03       2.518280979858e-01       2.518280979457e-01      -1.725128836645e-04       3.017934192191e-01       3.018278558529e-01      -1.716092010150e-04       1.836690192410e-01       3.012081905539e-01 
       2.253045007007e-02      -1.005726386204e+00      -2.532132422853e+03      -2.540664008543e+03      -1.003303314150e+00      -1.045902001899e+03      -2.532106643814e+03       2.508258285375e-01       2.508258284978e-01      -1.718272521460e-04       3.041117081606e-01       3.041465602681e-01      -1.709271621775e-04       1.844644145154e-01       3.035194250401e-01 
       2.266126738331e-02      -1.001719726977e+00      -2.551356382138e+03      -2.560039668437e+03      -9.993063006100e-01      -1.048938825026e+03      -2.551381120999e+03       2.498265751525e-01       2.498265751131e-01      -1.711436797995e-04       3.064287576582e-01       3.064640276015e-01      -1.702471717300e-04       1.852498870516e-01       3.058293845697e-01 
       2.279218950720e-02      -9.977251433881e-01      -2.570568429416e+03      -2.579404920226e+03      -9.953213336904e-01      -1.051925840961e+03      -2.570644771270e+03       2.488303334226e-01       2.488303333836e-01      -1.704621634196e-04       3.087445175653e-01       3.087802076975e-01      -1.695692264811e-04       1.860254113873e-01       3.081380191124e-01 
       2.292321860854e-02      -9.937426155560e-01      -2.589768169110e+03      -2.598759364451e+03      -9.913483935524e-01      -1.054861371119e+03      -2.589897190329e+03       2.478370983881e-01       2.478370983494e-01      -1.697826993355e-04       3.110589395605e-01       3.110950522309e-01      -1.688933227757e-04       1.867909937041e-01       3.104452805972e-01 
