# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02968e-05 to 1.74227 h/Mpc,
# number of wavenumbers equal to 571
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_ur                  14:t_ncdm[0]             15:t_tot              
       3.830313275586e-02      -6.352393711543e-01      -4.611713200892e+03      -4.643014579078e+03      -6.337084660172e-01      -1.135415084399e+03      -4.621384782626e+03       1.584271165043e-01       1.584271164900e-01      -1.085893772747e-04       5.553208105963e-01       5.554086258803e-01      -1.080206297625e-04       2.297188934743e-01       5.537921405672e-01 
       3.848757542617e-02      -6.322289251230e-01      -4.634122685769e+03      -4.665656899992e+03      -6.307052710707e-01      -1.134759663069e+03      -4.643881305545e+03       1.576763177677e-01       1.576763177535e-01      -1.080753112798e-04       5.580261539723e-01       5.581144532006e-01      -1.075092570078e-04       2.298787822007e-01       5.564858995805e-01 
       3.867371528656e-02      -6.292194859572e-01      -4.656740356214e+03      -4.688506558964e+03      -6.277030805723e-01      -1.134085805274e+03      -4.666584271514e+03       1.569257701431e-01       1.569257701290e-01      -1.075614150772e-04       5.607563321900e-01       5.608451125752e-01      -1.069980531487e-04       2.300352432116e-01       5.592043597399e-01 
       3.886161691504e-02      -6.262106572697e-01      -4.679576106709e+03      -4.711573393953e+03      -6.247014990886e-01      -1.133392181199e+03      -4.689503476745e+03       1.561753747722e-01       1.561753747583e-01      -1.070476208372e-04       5.635125233762e-01       5.636017823829e-01      -1.064869507097e-04       2.301884033839e-01       5.619486944113e-01 
       3.905134824325e-02      -6.232020443233e-01      -4.702640500772e+03      -4.734867896216e+03      -6.217001328321e-01      -1.132677584809e+03      -4.712649370892e+03       1.554250332080e-01       1.554250331943e-01      -1.065338610022e-04       5.662959844927e-01       5.663857194893e-01      -1.059758824857e-04       2.303384760755e-01       5.647201555144e-01 
       3.924298078722e-02      -6.201932225344e-01      -4.725944571993e+03      -4.758401018096e+03      -6.186985582417e-01      -1.131940972165e+03      -4.736032864765e+03       1.546746395604e-01       1.546746395468e-01      -1.060200629595e-04       5.691080281957e-01       5.691982362625e-01      -1.054647762437e-04       2.304857398626e-01       5.675200505276e-01 
       3.943658989809e-02      -6.171837379473e-01      -4.749499876716e+03      -4.782184234057e+03      -6.156963224537e-01      -1.131181556379e+03      -4.759665390118e+03       1.539240806134e-01       1.539240806000e-01      -1.055061489187e-04       5.719500293082e-01       5.720407073665e-01      -1.049535545988e-04       2.306305438024e-01       5.703497492191e-01 
       3.963225503493e-02      -6.141731340568e-01      -4.773318740025e+03      -4.806229780970e+03      -6.126929700634e-01      -1.130398928899e+03      -4.783559140299e+03       1.531732425159e-01       1.531732425025e-01      -1.049920407990e-04       5.748234545343e-01       5.749145992743e-01      -1.044421398790e-04       2.307732880524e-01       5.732107129703e-01 
       3.983006006192e-02      -6.111609352464e-01      -4.797414205176e+03      -4.830550619577e+03      -6.096880265990e-01      -1.129593091184e+03      -4.807727030038e+03       1.524220066498e-01       1.524220066366e-01      -1.044776570629e-04       5.777298559998e-01       5.778214641621e-01      -1.039304509719e-04       2.309144113019e-01       5.761044885858e-01 
       4.003009357269e-02      -6.081466242477e-01      -4.821799908221e+03      -4.855160287047e+03      -6.066809760386e-01      -1.128764435826e+03      -4.832182552256e+03       1.516702440097e-01       1.516702439966e-01      -1.039629092158e-04       5.806708562062e-01       5.807629242756e-01      -1.034183998460e-04       2.310543519401e-01       5.790326926605e-01 
       4.023244924460e-02      -6.051296695750e-01      -4.846490347975e+03      -4.880073183187e+03      -6.036712881797e-01      -1.127913796213e+03      -4.856940060481e+03       1.509178220449e-01       1.509178220321e-01      -1.034477065363e-04       5.836481813643e-01       5.837407057338e-01      -1.029058962569e-04       2.311935298226e-01       5.819970450673e-01 
       4.043722622654e-02      -6.021095250569e-01      -4.871500995368e+03      -4.905304666291e+03      -6.006584181670e-01      -1.127042414906e+03      -4.882014866361e+03       1.501646045417e-01       1.501646045290e-01      -1.029319556709e-04       5.866636726472e-01       5.867566493513e-01      -1.023928473401e-04       2.313323353901e-01       5.849993797534e-01 
       4.064452956380e-02      -5.990856063264e-01      -4.896848183287e+03      -4.930870959489e+03      -5.976417830393e-01      -1.126151832226e+03      -4.907423143212e+03       1.494104457598e-01       1.494104457473e-01      -1.024155566037e-04       5.897192733588e-01       5.898126983855e-01      -1.018791536014e-04       2.314710904848e-01       5.880416322773e-01 
       4.085447066462e-02      -5.960572936769e-01      -4.922549172761e+03      -4.956789200760e+03      -5.946207645870e-01      -1.125243773205e+03      -4.933181978001e+03       1.486551911467e-01       1.486551911343e-01      -1.018984038386e-04       5.928170390391e-01       5.929109081170e-01      -1.013647101016e-04       2.316100135864e-01       5.911258492798e-01 
       4.106716781307e-02      -5.930239422842e-01      -4.948622404913e+03      -4.983077696032e+03      -5.915947195381e-01      -1.124320052607e+03      -4.959309622667e+03       1.478986798845e-01       1.478986798722e-01      -1.013803873098e-04       5.959591640206e-01       5.960534725015e-01      -1.008494073513e-04       2.317492322745e-01       5.942542150500e-01 
       4.128274673395e-02      -5.899848816476e-01      -4.975087562425e+03      -5.009755996975e+03      -5.885629790076e-01      -1.123382416597e+03      -4.985825568159e+03       1.471407447519e-01       1.471407447397e-01      -1.008613926982e-04       5.991479919929e-01       5.992427352367e-01      -1.003331316314e-04       2.318887686726e-01       5.974290623927e-01 
       4.150134121616e-02      -5.869393970580e-01      -5.001965570947e+03      -5.036844873067e+03      -5.855248300074e-01      -1.122432349449e+03      -5.012750520654e+03       1.463812075019e-01       1.463812074899e-01      -1.003412982300e-04       6.023860131919e-01       6.024811860570e-01      -9.981576180753e-05       2.320285269943e-01       6.006528690354e-01 
       4.172309380166e-02      -5.838867257657e-01      -5.029278672186e+03      -5.064366415904e+03      -5.824795116257e-01      -1.121470915784e+03      -5.040106499522e+03       1.456198779064e-01       1.456198778946e-01      -9.981997396703e-05       6.056758758003e-01       6.057714731507e-01      -9.929716862406e-05       2.321683176061e-01       6.039282699228e-01 
       4.194815654853e-02      -5.808260687473e-01      -5.057050723769e+03      -5.092344301669e+03      -5.794262267599e-01      -1.120498656361e+03      -5.067917104332e+03       1.448565566900e-01       1.448565566782e-01      -9.929728359839e-05       6.090204181260e-01       6.091164342435e-01      -9.877721648300e-05       2.323078916866e-01       6.072580884881e-01 
       4.217669187767e-02      -5.777565874780e-01      -5.085307281829e+03      -5.120803907261e+03      -5.763641389049e-01      -1.119515483381e+03      -5.096207624426e+03       1.440910347262e-01       1.440910347147e-01      -9.877308430852e-05       6.124226825048e-01       6.125191114718e-01      -9.825576331900e-05       2.324469604391e-01       6.106453513786e-01 
       4.240887351424e-02      -5.746773917091e-01      -5.114075727863e+03      -5.149772420677e+03      -5.732923599543e-01      -1.118520627533e+03      -5.125005151293e+03       1.433230899886e-01       1.433230899771e-01      -9.824722426588e-05       6.158859277318e-01       6.159827634259e-01      -9.773265809589e-05       2.325852519383e-01       6.140933007555e-01 
       4.264488753665e-02      -5.715875261615e-01      -5.143385368936e+03      -5.179278926376e+03      -5.702099369258e-01      -1.117512642576e+03      -5.154338666025e+03       1.425524842315e-01       1.425524842202e-01      -9.771954036853e-05       6.194136399017e-01       6.195108755708e-01      -9.720773856416e-05       2.327225568471e-01       6.176054049344e-01 
       4.288493354789e-02      -5.684859818654e-01      -5.173267712145e+03      -5.209354708382e+03      -5.671158632802e-01      -1.116489525701e+03      -5.184239336793e+03       1.417789658201e-01       1.417789658089e-01      -9.718986054704e-05       6.230095693883e-01       6.231071981340e-01      -9.668083355729e-05       2.328587720845e-01       6.211853961355e-01 
       4.312922598653e-02      -5.653716854207e-01      -5.203756719362e+03      -5.240033476506e+03      -5.640090681983e-01      -1.115448894595e+03      -5.214740749535e+03       1.410022670496e-01       1.410022670386e-01      -9.665800125277e-05       6.266777555380e-01       6.267757699758e-01      -9.615176048443e-05       2.329939635206e-01       6.248372946518e-01 
       4.337799559741e-02      -5.622434982893e-01      -5.234889029186e+03      -5.271351596783e+03      -5.608884158832e-01      -1.114388225144e+03      -5.245879136959e+03       1.402221039708e-01       1.402221039599e-01      -9.612376797721e-05       6.304225573778e-01       6.305209496186e-01      -9.562032585519e-05       2.331283855106e-01       6.285654397651e-01 
       4.363149108545e-02      -5.591002041400e-01      -5.266704218221e+03      -5.303348351690e+03      -5.577526929310e-01      -1.113305139828e+03      -5.277693638995e+03       1.394381732327e-01       1.394381732220e-01      -9.558695264737e-05       6.342486824301e-01       6.343474441035e-01      -9.508632268340e-05       2.332625075693e-01       6.323745185766e-01 
       4.388998098034e-02      -5.559404993081e-01      -5.299245065047e+03      -5.336066198940e+03      -5.546005988165e-01      -1.112197707248e+03      -5.310226562563e+03       1.386501497041e-01       1.386501496935e-01      -9.504733232372e-05       6.381612193615e-01       6.382603415494e-01      -9.454952919560e-05       2.333969932974e-01       6.362695983363e-01 
       4.415375574419e-02      -5.527629875948e-01      -5.332557931975e+03      -5.369551156752e+03      -5.514307407052e-01      -1.111064743539e+03      -5.343523765801e+03       1.378576851763e-01       1.378576851658e-01      -9.450466826183e-05       6.421656835543e-01       6.422651569485e-01      -9.400970789707e-05       2.335326699413e-01       6.402561718538e-01 
       4.442313016066e-02      -5.495661738254e-01      -5.366693224321e+03      -5.403853237083e+03      -5.482416270232e-01      -1.109906043622e+03      -5.377635094629e+03       1.370604067558e-01       1.370604067455e-01      -9.395870472588e-05       6.462680695714e-01       6.463678838795e-01      -9.346660438935e-05       2.336704695766e-01       6.443402088375e-01 
       4.469844605069e-02      -5.463484508984e-01      -5.401705780680e+03      -5.439026871130e+03      -5.450316545413e-01      -1.108722482248e+03      -5.412614800887e+03       1.362579136353e-01       1.362579136252e-01      -9.340916694595e-05       6.504749009979e-01       6.505750455650e-01      -9.291994534111e-05       2.338113347784e-01       6.485282060989e-01 
       4.498007536866e-02      -5.431080903134e-01      -5.437655450205e+03      -5.475131442962e+03      -5.417990989239e-01      -1.107515970282e+03      -5.448522080558e+03       1.354497747310e-01       1.354497747209e-01      -9.285575956361e-05       6.547932963572e-01       6.548937596021e-01      -9.236943694095e-05       2.339561129643e-01       6.528272517163e-01 
       4.526842374327e-02      -5.398432266783e-01      -5.474607644077e+03      -5.512231863286e+03      -5.385420992748e-01      -1.106289200968e+03      -5.485421640088e+03       1.346355248187e-01       1.346355248088e-01      -9.229816409306e-05       6.592310369385e-01       6.593318065595e-01      -9.181476237346e-05       2.341054439858e-01       6.572450926915e-01 
       4.556393453995e-02      -5.365518421610e-01      -5.512634045979e+03      -5.550399261945e+03      -5.352586426236e-01      -1.105045215336e+03      -5.523384386779e+03       1.338146606559e-01       1.338146606462e-01      -9.173603609808e-05       6.637966498803e-01       6.638977127541e-01      -9.125557900835e-05       2.342596848565e-01       6.617902170616e-01 
       4.586709353721e-02      -5.332317472924e-01      -5.551813385885e+03      -5.589711756586e+03      -5.319465447751e-01      -1.103786788551e+03      -5.562488192085e+03       1.329866361938e-01       1.329866361842e-01      -9.116900199501e-05       6.684994999618e-01       6.686008419825e-01      -9.069151522092e-05       2.344188480142e-01       6.664719449406e-01 
       4.617843432855e-02      -5.298805634518e-01      -5.592232387522e+03      -5.630255381057e+03      -5.286034328370e-01      -1.102515737756e+03      -5.602818815883e+03       1.321508582092e-01       1.321508581998e-01      -9.059665603779e-05       6.733499019199e-01       6.734515075798e-01      -9.012216739259e-05       2.345826226708e-01       6.713005401892e-01 
       4.649854458492e-02      -5.264956944984e-01      -5.633986762258e+03      -5.672125111040e+03      -5.252267169191e-01      -1.101232240847e+03      -5.644470919134e+03       1.313066792298e-01       1.313066792205e-01      -9.001855524600e-05       6.783592404321e-01       6.784610935398e-01      -8.954709486428e-05       2.347504706975e-01       6.762873311963e-01 
       4.682807334248e-02      -5.230743055447e-01      -5.677182518811e+03      -5.715426115517e+03      -5.218135689597e-01      -1.099934368032e+03      -5.687549317210e+03       1.304533922399e-01       1.304533922308e-01      -8.943421595147e-05       6.835401235642e-01       6.836422064801e-01      -8.896581650265e-05       2.349217957305e-01       6.814448631154e-01 
       4.716773951640e-02      -5.196132880559e-01      -5.721937368592e+03      -5.760275167405e+03      -5.183608879081e-01      -1.098617956487e+03      -5.732170382602e+03       1.295902219770e-01       1.295902219680e-01      -8.884310755825e-05       6.889065504300e-01       6.890088438603e-01      -8.837780449105e-05       2.350962015373e-01       6.867870663288e-01 
       4.751834188774e-02      -5.161092211988e-01      -5.768382411836e+03      -5.806802332548e+03      -5.148652611650e-01      -1.097277011166e+03      -5.778463727405e+03       1.287163152912e-01       1.287163152824e-01      -8.824464560385e-05       6.944741108856e-01       6.945765940753e-01      -8.778247742433e-05       2.352737691572e-01       6.923294567450e-01 
       4.788077086733e-02      -5.125583309358e-01      -5.816664115843e+03      -5.855152922758e+03      -5.113229237798e-01      -1.095904673424e+03      -5.826574155768e+03       1.278307309450e-01       1.278307309362e-01      -8.763818508125e-05       7.002602224281e-01       7.003628730608e-01      -8.717919367025e-05       2.354552858552e-01       6.980893723425e-01 
       4.825602241354e-02      -5.089564390779e-01      -5.866946684223e+03      -5.905489835206e+03      -5.077297076262e-01      -1.094494689914e+03      -5.876664003870e+03       1.269324269065e-01       1.269324268980e-01      -8.702301166662e-05       7.062844106005e-01       7.063872043338e-01      -8.656724264224e-05       2.356423572452e-01       7.040862524469e-01 
       4.864521457209e-02      -5.052989030443e-01      -5.919414821736e+03      -5.957996311993e+03      -5.040809813078e-01      -1.093043068291e+03      -5.928915894869e+03       1.260202453269e-01       1.260202453185e-01      -8.639833160674e-05       7.125686402927e-01       7.126715506666e-01      -8.594583474169e-05       2.358373069310e-01       7.103419673502e-01 
       4.904960722284e-02      -5.015805410068e-01      -5.974277069170e+03      -6.012879244270e+03      -5.003715754796e-01      -1.091549410418e+03      -5.983536038723e+03       1.250928938699e-01       1.250928938616e-01      -8.576325887959e-05       7.191377096403e-01       7.192407078269e-01      -8.531408858340e-05       2.360428018301e-01       7.168812085971e-01 
       4.947062576637e-02      -4.977955531048e-01      -6.031769808389e+03      -6.070373150739e+03      -4.965957042571e-01      -1.090017233152e+03      -6.040758198165e+03       1.241489260643e-01       1.241489260562e-01      -8.511680245111e-05       7.260197310689e-01       7.261227854826e-01      -8.467101832534e-05       2.362612260439e-01       7.237319649273e-01 
       4.990988967217e-02      -4.939374120593e-01      -6.092161991545e+03      -6.130744891481e+03      -4.927468560904e-01      -1.088452627885e+03      -6.100848377520e+03       1.231867140226e-01       1.231867140147e-01      -8.445784763524e-05       7.332466939895e-01       7.333497704561e-01      -8.401551512484e-05       2.364939571567e-01       7.309260796394e-01 
       5.036924705103e-02      -4.899987153410e-01      -6.155760668518e+03      -6.194299125584e+03      -4.888176462836e-01      -1.086860986860e+03      -6.164110252490e+03       1.222044115709e-01       1.222044115631e-01      -8.378513077378e-05       7.408551197235e-01       7.409581805110e-01      -8.334632194793e-05       2.367408348564e-01       7.384998991835e-01 
       5.085081672031e-02      -4.859710520317e-01      -6.222918127439e+03      -6.261385457572e+03      -4.847996841793e-01      -1.085242504132e+03      -6.230892263057e+03       1.211999210448e-01       1.211999210372e-01      -8.309721644456e-05       7.488869162681e-01       7.489899204152e-01      -8.266201089818e-05       2.370002069893e-01       7.464951251968e-01 
       5.135703961792e-02      -4.818448171095e-01      -6.294040409298e+03      -6.332406875797e+03      -4.806833878876e-01      -1.083588091510e+03      -6.301596007827e+03       1.201708469719e-01       1.201708469644e-01      -8.239246497359e-05       7.573903881502e-01       7.574932907743e-01      -8.196095089293e-05       2.372698699267e-01       7.549598228779e-01 
       5.189074190593e-02      -4.776089179634e-01      -6.369596695020e+03      -6.407829109613e+03      -4.764576915107e-01      -1.081878303149e+03      -6.376685558366e+03       1.191144228777e-01       1.191144228704e-01      -8.166898149677e-05       7.664213556100e-01       7.665241076713e-01      -8.124125698926e-05       2.375488219704e-01       7.639495429509e-01 
       5.245521269957e-02      -4.732505563356e-01      -6.450132539686e+03      -6.488193818032e+03      -4.721098276179e-01      -1.080088199126e+03      -6.456700615875e+03       1.180274569045e-01       1.180274568974e-01      -8.092457840714e-05       7.760447350793e-01       7.761472829152e-01      -8.050075303040e-05       2.378391829611e-01       7.735289029152e-01 
       5.305430006443e-02      -4.687547696232e-01      -6.536283510004e+03      -6.574132207051e+03      -4.676248696563e-01      -1.078197328227e+03      -6.542270112669e+03       1.169062174141e-01       1.169062174071e-01      -8.015669693717e-05       7.863361679424e-01       7.864384534312e-01      -7.973689364021e-05       2.381467045934e-01       7.837732109198e-01 
       5.369252971183e-02      -4.641040358034e-01      -6.628793876507e+03      -6.666383695647e+03      -4.629853378329e-01      -1.076199961532e+03      -6.634130841166e+03       1.157463344582e-01       1.157463344515e-01      -7.936234130512e-05       7.973842617996e-01       7.974862221269e-01      -7.894669872615e-05       2.384784126726e-01       7.947706859044e-01 
       5.437525158826e-02      -4.592776162608e-01      -6.728536858416e+03      -6.765816202477e+03      -4.581705435186e-01      -1.074103877856e+03      -6.733147634887e+03       1.145426358797e-01       1.145426358731e-01      -7.853796809854e-05       8.092930184261e-01       8.093945865759e-01      -7.812664344735e-05       2.388372600984e-01       8.066248514535e-01 
       5.510882004764e-02      -4.542507935453e-01      -6.836539013119e+03      -6.873450624142e+03      -4.531558288334e-01      -1.071908911522e+03      -6.840337625653e+03       1.132889572084e-01       1.132889572020e-01      -7.767935688415e-05       8.221847645817e-01       8.222858696744e-01      -7.727252950173e-05       2.392174361247e-01       8.194574322781e-01 
       5.590081296009e-02      -4.489938771154e-01      -6.954007134115e+03      -6.990488039164e+03      -4.479115747734e-01      -1.069573722455e+03      -6.956897126502e+03       1.119778936933e-01       1.119778936872e-01      -7.678143719134e-05       8.362033884074e-01       8.363039584339e-01      -7.637931299317e-05       2.396070020758e-01       8.334115889238e-01 
       5.676029281201e-02      -4.434709396529e-01      -7.082355613248e+03      -7.118337533842e+03      -4.424019405884e-01      -1.067007609450e+03      -7.084229216731e+03       1.106004851471e-01       1.106004851411e-01      -7.583806787050e-05       8.515176546812e-01       8.516176193350e-01      -7.544088493069e-05       2.400003175607e-01       8.486552717669e-01 
       5.769810637238e-02      -4.376382482041e-01      -7.223229795774e+03      -7.258640542636e+03      -4.365832987410e-01      -1.064121354437e+03      -7.223968028475e+03       1.091458246852e-01       1.091458246795e-01      -7.484176753252e-05       8.683240955034e-01       8.684233924801e-01      -7.444980309171e-05       2.404067835072e-01       8.653841391600e-01 
       5.872720475996e-02      -4.314423013233e-01      -7.378514836591e+03      -7.413281383946e+03      -4.304022768007e-01      -1.060883549656e+03      -7.377989201017e+03       1.076005692002e-01       1.076005691947e-01      -7.378338767721e-05       8.868482576940e-01       8.869468425485e-01      -7.339696691864e-05       2.408312677299e-01       8.838227165504e-01 
       5.986293580763e-02      -4.248175468784e-01      -7.550312624735e+03      -7.584367153901e+03      -4.237934806959e-01      -1.057237427790e+03      -7.548389011803e+03       1.059483701740e-01       1.059483701687e-01      -7.265172915701e-05       9.073422319976e-01       9.074400960757e-01      -7.227123599772e-05       2.412389055969e-01       9.042217904289e-01 
       6.112320524551e-02      -4.176839195317e-01      -7.740851701664e+03      -7.774142429687e+03      -4.166770381099e-01      -1.052933926601e+03      -7.737397950698e+03       1.041692595275e-01       1.041692595224e-01      -7.143310526872e-05       9.300743023494e-01       9.301714994341e-01      -7.105899534548e-05       2.415801741852e-01       9.268482227223e-01 
       6.252831176405e-02      -4.099449853478e-01      -7.952277965501e+03      -7.984787647897e+03      -4.089567476960e-01      -1.047682972567e+03      -7.947179413977e+03       1.022391869240e-01       1.022391869192e-01      -7.011100932406e-05       9.553046237629e-01       9.554013131822e-01      -6.974382471129e-05       2.418503929702e-01       9.519610159014e-01 
       6.410013577024e-02      -4.014879807481e-01      -8.186252432005e+03      -8.218028013554e+03      -4.005201179668e-01      -1.041327715395e+03      -8.179439325654e+03       1.001300294917e-01       1.001300294872e-01      -6.866615610782e-05       9.832382508641e-01       9.833347611720e-01      -6.830654001647e-05       2.419848144849e-01       9.797641211864e-01 
       6.586025374940e-02      -3.921881710775e-01      -8.443285329968e+03      -8.474481870826e+03      -3.912427151759e-01      -1.033324034328e+03      -8.434772871472e+03       9.781067879398e-02       9.781067878973e-02      -6.707721014202e-05       1.013946763985e+00       1.014043680282e+00      -6.672591762047e-05       2.418403011456e-01       1.010328371760e+00 
       6.782661913669e-02      -3.819218842610e-01      -8.721815143473e+03      -8.752753657365e+03      -3.810011658303e-01      -1.023172573494e+03      -8.711761208511e+03       9.525029145758e-02       9.525029145362e-02      -6.532297875134e-05       1.047259367668e+00       1.047357637097e+00      -6.498087585700e-05       2.413606317759e-01       1.043483827961e+00 
       7.000897675403e-02      -3.705916051040e-01      -9.017252507290e+03      -9.048482293742e+03      -3.696981902814e-01      -1.010341025327e+03      -9.006023154042e+03       9.242454757036e-02       9.242454756670e-02      -6.338677099598e-05       1.082649029290e+00       1.082750060141e+00      -6.305481137710e-05       2.403102368237e-01       1.078705282985e+00 
       7.240431208752e-02      -3.581629095871e-01      -9.321537386046e+03      -9.353879267290e+03      -3.572994480132e-01      -9.942386924902e+02      -9.309758454315e+03       8.932486200330e-02       8.932486199994e-02      -6.126263391430e-05       1.119177461751e+00       1.119283165521e+00      -6.094180232513e-05       2.385995265495e-01       1.115058875258e+00 
       7.499477244249e-02      -3.447032771401e-01      -9.623913336863e+03      -9.658449489563e+03      -3.438722561444e-01      -9.745136331405e+02      -9.612475477144e+03       8.596806403611e-02       8.596806403305e-02      -5.896207586809e-05       1.155582767365e+00       1.155695481317e+00      -5.865329681077e-05       2.360161124456e-01       1.151288049912e+00 
       7.775010392439e-02      -3.304042072278e-01      -9.913183482044e+03      -9.951167259788e+03      -3.296076526929e-01      -9.512796724889e+02      -9.903171414610e+03       8.240191317323e-02       8.240191317045e-02      -5.651779462256e-05       1.190541525555e+00       1.190663778522e+00      -5.622182117599e-05       2.325500425137e-01       1.186075706380e+00 
       8.063403978138e-02      -3.155716985181e-01      -1.018072723034e+04      -1.022341733885e+04      -3.148108984532e-01      -9.248445456480e+02      -1.017327117172e+04       7.870272461329e-02       7.870272461078e-02      -5.398209309269e-05       1.223022523847e+00       1.223156674299e+00      -5.369940414219e-05       2.282443917034e-01       1.218395513347e+00 
       8.361142413128e-02      -3.005872932368e-01      -1.042292702653e+04      -1.047138515133e+04      -2.998626154333e-01      -8.961079451869e+02      -1.041901435654e+04       7.496565385832e-02       7.496565385607e-02      -5.142022490809e-05       1.252573668819e+00       1.252721505771e+00      -5.115095735826e-05       2.232145848778e-01       1.247797528054e+00 
       8.665295112594e-02      -2.858558208933e-01      -1.064205902574e+04      -1.069696316037e+04      -2.851666566241e-01      -8.662315210220e+02      -1.064235343524e+04       7.129166415602e-02       7.129166415400e-02      -4.890143237332e-05       1.279430047191e+00       1.279592456331e+00      -4.864536020390e-05       2.177288654063e-01       1.274516155866e+00 
       8.973668994080e-02      -2.717563839826e-01      -1.084562282783e+04      -1.090713712231e+04      -2.711012099411e-01      -8.363381555881e+02      -1.085033212575e+04       6.777530248527e-02       6.777530248346e-02      -4.649057219475e-05       1.304439229028e+00       1.304615994851e+00      -4.624712946224e-05       2.120896553130e-01       1.299395398983e+00 
       9.284740995291e-02      -2.586048660505e-01      -1.104466027220e+04      -1.111238146398e+04      -2.579813968210e-01      -8.075129839380e+02      -1.105347546690e+04       6.449534920525e-02       6.449534920361e-02      -4.424170487743e-05       1.328867524421e+00       1.329057293929e+00      -4.401004237710e-05       2.065515916454e-01       1.323695797929e+00 
