#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]        
       9.646749450651e+01       2.452445582748e-04      -1.769688851411e+00      -8.317587680759e-02      -4.186934872143e-03      -1.045251805323e-02      -2.090560361655e-05      -2.090518612105e-03      -1.329173748441e+00      -8.311173533946e-02       1.914278060064e-01       1.758469302465e-01      -1.446515748981e+00      -4.481161415434e-02      -3.971840316018e-01      -7.466423741790e+00       7.706317305641e-02      -1.446838650445e+00      -4.480810228011e-02      -3.969278656592e-01       3.331486647088e-01 
       9.646876250796e+01       2.452482696576e-04      -1.769565358770e+00      -8.317684491021e-02      -4.187160331206e-03      -1.045256981908e-02      -2.090574884484e-05      -2.090529466922e-03      -1.329081210291e+00      -8.311270432809e-02       1.914231858711e-01       1.758426474916e-01      -1.446457119607e+00      -4.481019978923e-02      -3.971871772764e-01      -7.466534306286e+00       7.706319960444e-02      -1.446780031308e+00      -4.480668900360e-02      -3.969310102636e-01       3.331486591134e-01 
       9.647003050940e+01       2.452519810532e-04      -1.769441863842e+00      -8.317781287280e-02      -4.187385190526e-03      -1.045262339808e-02      -2.090589928652e-05      -2.090540679939e-03      -1.328988670425e+00      -8.311367314395e-02       1.914185658328e-01       1.758383648992e-01      -1.446398491975e+00      -4.480878534197e-02      -3.971903218230e-01      -7.466644870329e+00       7.706322613690e-02      -1.446721413911e+00      -4.480527564497e-02      -3.969341537410e-01       3.331486535179e-01 
       9.647129851084e+01       2.452556924617e-04      -1.769318366628e+00      -8.317878069509e-02      -4.187609455859e-03      -1.045267877836e-02      -2.090605492760e-05      -2.090552248825e-03      -1.328896128843e+00      -8.311464178873e-02       1.914139458920e-01       1.758340824693e-01      -1.446339866085e+00      -4.480737081259e-02      -3.971934652414e-01      -7.466755433917e+00       7.706325265380e-02      -1.446662798253e+00      -4.480386220423e-02      -3.969372960912e-01       3.331486479223e-01 
       9.647256651228e+01       2.452594038830e-04      -1.769194867128e+00      -8.317974837680e-02      -4.187833132907e-03      -1.045273594816e-02      -2.090621575399e-05      -2.090564171269e-03      -1.328803585545e+00      -8.311561026404e-02       1.914093260490e-01       1.758298002019e-01      -1.446281241936e+00      -4.480595620109e-02      -3.971966075318e-01      -7.466865997052e+00       7.706327915512e-02      -1.446604184334e+00      -4.480244868140e-02      -3.969404373143e-01       3.331486423266e-01 
       9.647383451373e+01       2.452631153171e-04      -1.769071365341e+00      -8.318071591769e-02      -4.188056227322e-03      -1.045279489584e-02      -2.090638175151e-05      -2.090576444978e-03      -1.328711040532e+00      -8.311657857140e-02       1.914047063039e-01       1.758255180970e-01      -1.446222619528e+00      -4.480454150748e-02      -3.971997486940e-01      -7.466976559732e+00       7.706330564088e-02      -1.446545572156e+00      -4.480103507648e-02      -3.969435774103e-01       3.331486367308e-01 
       9.647510251517e+01       2.452668267640e-04      -1.768947861269e+00      -8.318168331752e-02      -4.188278744701e-03      -1.045285560981e-02      -2.090655290591e-05      -2.090589067674e-03      -1.328618493804e+00      -8.311754671221e-02       1.914000866573e-01       1.758212361546e-01      -1.446163998863e+00      -4.480312673177e-02      -3.972028887282e-01      -7.467087121959e+00       7.706333211107e-02      -1.446486961717e+00      -4.479962138949e-02      -3.969467163792e-01       3.331486311349e-01 
       9.647637051661e+01       2.452705382238e-04      -1.768824354912e+00      -8.318265057607e-02      -4.188500690594e-03      -1.045291807860e-02      -2.090672920288e-05      -2.090602037102e-03      -1.328525945361e+00      -8.311851468781e-02       1.913954671093e-01       1.758169543747e-01      -1.446105379939e+00      -4.480171187396e-02      -3.972060276342e-01      -7.467197683732e+00       7.706335856568e-02      -1.446428353018e+00      -4.479820762042e-02      -3.969498542209e-01       3.331486255389e-01 
       9.647780719159e+01       2.452747434091e-04      -1.768684416589e+00      -8.318374633141e-02      -4.188751476786e-03      -1.045299096330e-02      -2.090693514743e-05      -2.090617147921e-03      -1.328421083761e+00      -8.311961122850e-02       1.913902331742e-01       1.758121032153e-01      -1.446038965448e+00      -4.480010870814e-02      -3.972095827241e-01      -7.467322952231e+00       7.706338852057e-02      -1.446361950109e+00      -4.479660568819e-02      -3.969534081062e-01       3.331486191983e-01 
       9.647924386657e+01       2.452789486108e-04      -1.768544475334e+00      -8.318484190484e-02      -4.189001544309e-03      -1.045306606969e-02      -2.090714765416e-05      -2.090632697747e-03      -1.328316219960e+00      -8.312070756040e-02       1.913849993666e-01       1.758072522646e-01      -1.445972553192e+00      -4.479850543695e-02      -3.972131363659e-01      -7.467448220147e+00       7.706341845547e-02      -1.446295549434e+00      -4.479500365063e-02      -3.969569605445e-01       3.331486128576e-01 
       9.648068054156e+01       2.452831538291e-04      -1.768404531145e+00      -8.318593729608e-02      -4.189250900997e-03      -1.045314338150e-02      -2.090736670192e-05      -2.090648683380e-03      -1.328211353958e+00      -8.312180368511e-02       1.913797656870e-01       1.758024015224e-01      -1.445906143174e+00      -4.479690206042e-02      -3.972166885593e-01      -7.467573487480e+00       7.706344837038e-02      -1.446229150994e+00      -4.479340150775e-02      -3.969605115358e-01       3.331486065168e-01 
       9.648211721654e+01       2.452873590638e-04      -1.768264584024e+00      -8.318703250490e-02      -4.189499554605e-03      -1.045322288259e-02      -2.090759226941e-05      -2.090665101645e-03      -1.328106485756e+00      -8.312289960409e-02       1.913745321358e-01       1.757975509888e-01      -1.445839735393e+00      -4.479529857855e-02      -3.972202393045e-01      -7.467698754230e+00       7.706347826532e-02      -1.446162754788e+00      -4.479179925957e-02      -3.969640610801e-01       3.331486001759e-01 
       9.648355389152e+01       2.452915643149e-04      -1.768124633970e+00      -8.318812753107e-02      -4.189747512806e-03      -1.045330455697e-02      -2.090782433526e-05      -2.090681949399e-03      -1.328001615353e+00      -8.312399531873e-02       1.913692987135e-01       1.757927006638e-01      -1.445773329849e+00      -4.479369499137e-02      -3.972237886015e-01      -7.467824020398e+00       7.706350814027e-02      -1.446096360817e+00      -4.479019690609e-02      -3.969676091774e-01       3.331485938348e-01 
       9.648499056650e+01       2.452957695825e-04      -1.767984680985e+00      -8.318922237436e-02      -4.189994783194e-03      -1.045338838880e-02      -2.090806287799e-05      -2.090699223524e-03      -1.327896742751e+00      -8.312509083031e-02       1.913640654205e-01       1.757878505474e-01      -1.445706926543e+00      -4.479209129888e-02      -3.972273364501e-01      -7.467949285983e+00       7.706353799524e-02      -1.446029969081e+00      -4.478859444734e-02      -3.969711558277e-01       3.331485874936e-01 
       9.648642724148e+01       2.452999748666e-04      -1.767844725069e+00      -8.319031703460e-02      -4.190241373285e-03      -1.045347436237e-02      -2.090830787601e-05      -2.090716920932e-03      -1.327791867950e+00      -8.312618614002e-02       1.913588322571e-01       1.757830006396e-01      -1.445640525474e+00      -4.479048750109e-02      -3.972308828505e-01      -7.468074550985e+00       7.706356783024e-02      -1.445963579580e+00      -4.478699188332e-02      -3.969747010309e-01       3.331485811522e-01 
       9.648803959955e+01       2.453046944114e-04      -1.767687651221e+00      -8.319154533657e-02      -4.190517316569e-03      -1.045357338051e-02      -2.090859049426e-05      -2.090737282754e-03      -1.327674165965e+00      -8.312741515012e-02       1.913529593140e-01       1.757775579116e-01      -1.445566007249e+00      -4.478868745831e-02      -3.972348611960e-01      -7.468215133261e+00       7.706360128979e-02      -1.445889074334e+00      -4.478519322520e-02      -3.969786780343e-01       3.331485740353e-01 
       9.648965195763e+01       2.453094139769e-04      -1.767530573683e+00      -8.319277340749e-02      -4.190792422766e-03      -1.045367505483e-02      -2.090888118501e-05      -2.090758169568e-03      -1.327556461212e+00      -8.312864390883e-02       1.913470865353e-01       1.757721154463e-01      -1.445491491843e+00      -4.478688728294e-02      -3.972388377172e-01      -7.468355714804e+00       7.706363472419e-02      -1.445814571904e+00      -4.478339443454e-02      -3.969826532151e-01       3.331485669182e-01 
       9.649126431570e+01       2.453141335632e-04      -1.767373492453e+00      -8.319400124714e-02      -4.191066702152e-03      -1.045377936376e-02      -2.090917991737e-05      -2.090779577131e-03      -1.327438753689e+00      -8.312987241750e-02       1.913412139217e-01       1.757666732437e-01      -1.445416979256e+00      -4.478508697500e-02      -3.972428124143e-01      -7.468496295612e+00       7.706366813342e-02      -1.445740072289e+00      -4.478159551134e-02      -3.969866265733e-01       3.331485598009e-01 
       9.649287667378e+01       2.453188531702e-04      -1.767216407534e+00      -8.319522885530e-02      -4.191340164884e-03      -1.045388628594e-02      -2.090948666028e-05      -2.090801501239e-03      -1.327321043397e+00      -8.313110067739e-02       1.913353414737e-01       1.757612313038e-01      -1.445342469489e+00      -4.478328653452e-02      -3.972467852872e-01      -7.468636875686e+00       7.706370151748e-02      -1.445665575492e+00      -4.477979645564e-02      -3.969905981089e-01       3.331485526834e-01 
       9.649448903185e+01       2.453235727979e-04      -1.767059318924e+00      -8.319645623178e-02      -4.191612821001e-03      -1.045399580022e-02      -2.090980138259e-05      -2.090823937733e-03      -1.327203330337e+00      -8.313232868963e-02       1.913294691920e-01       1.757557896266e-01      -1.445267962541e+00      -4.478148596151e-02      -3.972507563359e-01      -7.468777455026e+00       7.706373487639e-02      -1.445591081511e+00      -4.477799726744e-02      -3.969945678219e-01       3.331485455658e-01 
       9.649610138992e+01       2.453282924463e-04      -1.766902226626e+00      -8.319768337641e-02      -4.191884680424e-03      -1.045410788567e-02      -2.091012405300e-05      -2.090846882495e-03      -1.327085614510e+00      -8.313355645530e-02       1.913235970770e-01       1.757503482121e-01      -1.445193458414e+00      -4.477968525599e-02      -3.972547255604e-01      -7.468918033632e+00       7.706376821014e-02      -1.445516590347e+00      -4.477619794677e-02      -3.969985357121e-01       3.331485384480e-01 
       9.649771374800e+01       2.453330121155e-04      -1.766745130639e+00      -8.319891028902e-02      -4.192155752960e-03      -1.045422252155e-02      -2.091045464013e-05      -2.090870331446e-03      -1.326967895914e+00      -8.313478397538e-02       1.913177251293e-01       1.757449070603e-01      -1.445118957108e+00      -4.477788441798e-02      -3.972586929606e-01      -7.469058611503e+00       7.706380151874e-02      -1.445442102001e+00      -4.477439849364e-02      -3.970025017798e-01       3.331485313300e-01 
       9.649950952190e+01       2.453382687011e-04      -1.766570159658e+00      -8.320027649733e-02      -4.192456747284e-03      -1.045435317506e-02      -2.091083211392e-05      -2.090897036415e-03      -1.326836782834e+00      -8.313615084558e-02       1.913111854085e-01       1.757388472527e-01      -1.445035984131e+00      -4.477587856744e-02      -3.972631095301e-01      -7.469215180123e+00       7.706383858678e-02      -1.445359143455e+00      -4.477239418555e-02      -3.970069168669e-01       3.331485234021e-01 
       9.650130529581e+01       2.453435253123e-04      -1.766395184103e+00      -8.320164241745e-02      -4.192756790757e-03      -1.045448693875e-02      -2.091121932527e-05      -2.090924356279e-03      -1.326705666323e+00      -8.313751741342e-02       1.913046458967e-01       1.757327877708e-01      -1.444953014654e+00      -4.477387255259e-02      -3.972675238367e-01      -7.469371747832e+00       7.706387562361e-02      -1.445276188405e+00      -4.477038971320e-02      -3.970113296931e-01       3.331485154740e-01 
       9.650310106971e+01       2.453487819493e-04      -1.766220203974e+00      -8.320300804921e-02      -4.193055896434e-03      -1.045462378490e-02      -2.091161623037e-05      -2.090952285581e-03      -1.326574546380e+00      -8.313888367995e-02       1.912981065945e-01       1.757267286148e-01      -1.444870048678e+00      -4.477186637347e-02      -3.972719358803e-01      -7.469528314630e+00       7.706391262925e-02      -1.445193236851e+00      -4.476838507663e-02      -3.970157402583e-01       3.331485075457e-01 
       9.650489684362e+01       2.453540386120e-04      -1.766045219273e+00      -8.320437339245e-02      -4.193354077200e-03      -1.045476368604e-02      -2.091202278528e-05      -2.090980818921e-03      -1.326443423006e+00      -8.314024964615e-02       1.912915675029e-01       1.757206697847e-01      -1.444787086201e+00      -4.476986003011e-02      -3.972763456611e-01      -7.469684880517e+00       7.706394960368e-02      -1.445110288793e+00      -4.476638027585e-02      -3.970201485625e-01       3.331484996172e-01 
       9.650669261752e+01       2.453592953004e-04      -1.765870229999e+00      -8.320573844700e-02      -4.193651345774e-03      -1.045490661506e-02      -2.091243894591e-05      -2.091009950960e-03      -1.326312296202e+00      -8.314161531290e-02       1.912850286224e-01       1.757146112803e-01      -1.444704127225e+00      -4.476785352252e-02      -3.972807531788e-01      -7.469841445493e+00       7.706398654692e-02      -1.445027344232e+00      -4.476437531089e-02      -3.970245546057e-01       3.331484916885e-01 
       9.650848839142e+01       2.453645520146e-04      -1.765695236154e+00      -8.320710321275e-02      -4.193947714708e-03      -1.045505254510e-02      -2.091286466809e-05      -2.091039676416e-03      -1.326181165968e+00      -8.314298068101e-02       1.912784899538e-01       1.757085531018e-01      -1.444621171751e+00      -4.476584685074e-02      -3.972851584336e-01      -7.469998009558e+00       7.706402345895e-02      -1.444944403169e+00      -4.476237018177e-02      -3.970289583878e-01       3.331484837596e-01 
       9.651028416533e+01       2.453698087545e-04      -1.765520237739e+00      -8.320846768956e-02      -4.194243196393e-03      -1.045520144962e-02      -2.091329990751e-05      -2.091069990066e-03      -1.326050032305e+00      -8.314434575123e-02       1.912719514979e-01       1.757024952491e-01      -1.444538219778e+00      -4.476384001478e-02      -3.972895614253e-01      -7.470154572711e+00       7.706406033979e-02      -1.444861465603e+00      -4.476036488853e-02      -3.970333599088e-01       3.331484758305e-01 
       9.651227239407e+01       2.453756288943e-04      -1.765326479242e+00      -8.320997806150e-02      -4.194569324933e-03      -1.045536975041e-02      -2.091379284017e-05      -2.091104232349e-03      -1.325904840921e+00      -8.314585677068e-02       1.912647125580e-01       1.756957885506e-01      -1.444446381847e+00      -4.476161791280e-02      -3.972944336502e-01      -7.470327913827e+00       7.706410113680e-02      -1.444769643617e+00      -4.475814449463e-02      -3.970382305076e-01       3.331484670513e-01 
       9.651426062281e+01       2.453814490656e-04      -1.765132715144e+00      -8.321148807897e-02      -4.194894397218e-03      -1.045554163001e-02      -2.091429732452e-05      -2.091139182394e-03      -1.325759645335e+00      -8.314736742663e-02       1.912574738806e-01       1.756890822514e-01      -1.444354548209e+00      -4.475939560964e-02      -3.972993031009e-01      -7.470501253825e+00       7.706414189556e-02      -1.444677825921e+00      -4.475592389961e-02      -3.970430983347e-01       3.331484582719e-01 
       9.651624885154e+01       2.453872692684e-04      -1.764938945446e+00      -8.321299774184e-02      -4.195218429386e-03      -1.045571705362e-02      -2.091481330006e-05      -2.091174833355e-03      -1.325614445548e+00      -8.314887771985e-02       1.912502354664e-01       1.756823763516e-01      -1.444262718865e+00      -4.475717310533e-02      -3.973041697775e-01      -7.470674592707e+00       7.706418261610e-02      -1.444586012513e+00      -4.475370310350e-02      -3.970479633900e-01       3.331484494922e-01 
       9.651823708028e+01       2.453930895028e-04      -1.764745170150e+00      -8.321450705000e-02      -4.195541437340e-03      -1.045589598688e-02      -2.091534070616e-05      -2.091211178467e-03      -1.325469241560e+00      -8.315038765104e-02       1.912429973164e-01       1.756756708511e-01      -1.444170893816e+00      -4.475495039992e-02      -3.973090336800e-01      -7.470847930471e+00       7.706422329840e-02      -1.444494203395e+00      -4.475148210633e-02      -3.970528256735e-01       3.331484407123e-01 
       9.652022530902e+01       2.453989097687e-04      -1.764551389255e+00      -8.321601600334e-02      -4.195863436758e-03      -1.045607839582e-02      -2.091587948211e-05      -2.091248211049e-03      -1.325324033372e+00      -8.315189722081e-02       1.912357594315e-01       1.756689657500e-01      -1.444079073062e+00      -4.475272749344e-02      -3.973138948083e-01      -7.471021267118e+00       7.706426394247e-02      -1.444402398568e+00      -4.474926090813e-02      -3.970576851852e-01       3.331484319321e-01 
       9.652221353776e+01       2.454047300662e-04      -1.764357602763e+00      -8.321752460176e-02      -4.196184443092e-03      -1.045626424689e-02      -2.091642956713e-05      -2.091285924497e-03      -1.325178820985e+00      -8.315340642974e-02       1.912285218125e-01       1.756622610483e-01      -1.443987256604e+00      -4.475050438592e-02      -3.973187531624e-01      -7.471194602648e+00       7.706430454831e-02      -1.444310598031e+00      -4.474703950895e-02      -3.970625419251e-01       3.331484231517e-01 
       9.652420176649e+01       2.454105503951e-04      -1.764163810674e+00      -8.321903284518e-02      -4.196504471569e-03      -1.045645350697e-02      -2.091699090034e-05      -2.091324312290e-03      -1.325033604400e+00      -8.315491527835e-02       1.912212844604e-01       1.756555567459e-01      -1.443895444442e+00      -4.474828107739e-02      -3.973236087423e-01      -7.471367937061e+00       7.706434511592e-02      -1.444218801785e+00      -4.474481790882e-02      -3.970673958931e-01       3.331484143710e-01 
       9.652639308308e+01       2.454169652788e-04      -1.763950217190e+00      -8.322069473695e-02      -4.196856074584e-03      -1.045666600892e-02      -2.091762252831e-05      -2.091367394673e-03      -1.324873549788e+00      -8.315657783161e-02       1.912133081582e-01       1.756481680944e-01      -1.443794259094e+00      -4.474583043596e-02      -3.973289570821e-01      -7.471558975442e+00       7.706438978304e-02      -1.444117633974e+00      -4.474236915034e-02      -3.970727424591e-01       3.331484046931e-01 
       9.652858439967e+01       2.454233802008e-04      -1.763736616910e+00      -8.322235619729e-02      -4.197206527795e-03      -1.045688256880e-02      -2.091826766409e-05      -2.091411279852e-03      -1.324713490078e+00      -8.315823994831e-02       1.912053321823e-01       1.756407799280e-01      -1.443693078966e+00      -4.474337955046e-02      -3.973343020520e-01      -7.471750012465e+00       7.706443440373e-02      -1.444016471376e+00      -4.473992014784e-02      -3.970780856581e-01       3.331483950149e-01 
       9.653077571625e+01       2.454297951610e-04      -1.763523009836e+00      -8.322401722611e-02      -4.197555850682e-03      -1.045710314391e-02      -2.091892622600e-05      -2.091455959419e-03      -1.324553425271e+00      -8.315990162895e-02       1.911973565338e-01       1.756333922466e-01      -1.443591904059e+00      -4.474092842093e-02      -3.973396436519e-01      -7.471941048132e+00       7.706447897799e-02      -1.443915313994e+00      -4.473747090138e-02      -3.970834254899e-01       3.331483853364e-01 
       9.653296703284e+01       2.454362101596e-04      -1.763309395970e+00      -8.322567782333e-02      -4.197904062415e-03      -1.045732769211e-02      -2.091959813231e-05      -2.091501425079e-03      -1.324393355368e+00      -8.316156287399e-02       1.911893812136e-01       1.756260050503e-01      -1.443490734374e+00      -4.473847704742e-02      -3.973449818817e-01      -7.472132082440e+00       7.706452350583e-02      -1.443814161827e+00      -4.473502141100e-02      -3.970887619546e-01       3.331483756576e-01 
       9.653515834942e+01       2.454426251964e-04      -1.763095775312e+00      -8.322733798888e-02      -4.198251181862e-03      -1.045755617178e-02      -2.092028330132e-05      -2.091547668644e-03      -1.324233280370e+00      -8.316322368383e-02       1.911814062230e-01       1.756186183391e-01      -1.443389569912e+00      -4.473602542998e-02      -3.973503167414e-01      -7.472323115391e+00       7.706456798725e-02      -1.443713014877e+00      -4.473257167674e-02      -3.970940950520e-01       3.331483659785e-01 
       9.653734966601e+01       2.454490402716e-04      -1.762882147864e+00      -8.322899772270e-02      -4.198597227590e-03      -1.045778854190e-02      -2.092098165127e-05      -2.091594682034e-03      -1.324073200278e+00      -8.316488405885e-02       1.911734315630e-01       1.756112321128e-01      -1.443288410672e+00      -4.473357356866e-02      -3.973556482311e-01      -7.472514146985e+00       7.706461242225e-02      -1.443611873144e+00      -4.473012169866e-02      -3.970994247823e-01       3.331483562990e-01 
       9.653954098260e+01       2.454554553851e-04      -1.762668513627e+00      -8.323065702473e-02      -4.198942217873e-03      -1.045802476196e-02      -2.092169310047e-05      -2.091642457276e-03      -1.323913115092e+00      -8.316654399936e-02       1.911654572346e-01       1.756038463716e-01      -1.443187256657e+00      -4.473112146349e-02      -3.973609763506e-01      -7.472705177220e+00       7.706465681084e-02      -1.443510736629e+00      -4.472767147680e-02      -3.971047511452e-01       3.331483466193e-01 
       9.654194802196e+01       2.454625020744e-04      -1.762433840480e+00      -8.323247917798e-02      -4.199319975491e-03      -1.045828862608e-02      -2.092248958765e-05      -2.091695804400e-03      -1.323737264554e+00      -8.316836685126e-02       1.911566982618e-01       1.755957341048e-01      -1.443076150620e+00      -4.472842768141e-02      -3.973668251093e-01      -7.472915011742e+00       7.706470551574e-02      -1.443399649808e+00      -4.472497976349e-02      -3.971105979777e-01       3.331483359862e-01 
       9.654435506132e+01       2.454695488100e-04      -1.762199159145e+00      -8.323430081011e-02      -4.199696504761e-03      -1.045855703499e-02      -2.092330167339e-05      -2.091750050980e-03      -1.323561407873e+00      -8.317018917959e-02       1.911479396917e-01       1.755876224232e-01      -1.442965050889e+00      -4.472573360524e-02      -3.973726698016e-01      -7.473124844625e+00       7.706475416465e-02      -1.443288569285e+00      -4.472228775616e-02      -3.971164407472e-01       3.331483253528e-01 
       9.654676210068e+01       2.454765955919e-04      -1.761964469624e+00      -8.323612192105e-02      -4.200071828714e-03      -1.045882993719e-02      -2.092412924959e-05      -2.091805186876e-03      -1.323385545051e+00      -8.317201098469e-02       1.911391815255e-01       1.755795113267e-01      -1.442853957463e+00      -4.472303923504e-02      -3.973785104274e-01      -7.473334675869e+00       7.706480275757e-02      -1.443177495061e+00      -4.471959545487e-02      -3.971222794537e-01       3.331483147190e-01 
       9.654916914004e+01       2.454836424199e-04      -1.761729771919e+00      -8.323794251076e-02      -4.200445969978e-03      -1.045910728191e-02      -2.092497220831e-05      -2.091861202093e-03      -1.323209676088e+00      -8.317383226681e-02       1.911304237646e-01       1.755714008155e-01      -1.442742870345e+00      -4.472034457087e-02      -3.973843469867e-01      -7.473544505475e+00       7.706485129451e-02      -1.443066427136e+00      -4.471690285967e-02      -3.971281140972e-01       3.331483040849e-01 
       9.655157617940e+01       2.454906892941e-04      -1.761495066031e+00      -8.323976257918e-02      -4.200818950788e-03      -1.045938901912e-02      -2.092583044171e-05      -2.091918086779e-03      -1.323033800987e+00      -8.317565302620e-02       1.911216664102e-01       1.755632908893e-01      -1.442631789534e+00      -4.471764961279e-02      -3.973901794795e-01      -7.473754333442e+00       7.706489977546e-02      -1.442955365513e+00      -4.471420997065e-02      -3.971339446776e-01       3.331482934503e-01 
       9.655398321876e+01       2.454977362146e-04      -1.761260351961e+00      -8.324158212627e-02      -4.201190792992e-03      -1.045967509951e-02      -2.092670384213e-05      -2.091975831223e-03      -1.322857919749e+00      -8.317747326307e-02       1.911129094635e-01       1.755551815483e-01      -1.442520715033e+00      -4.471495436086e-02      -3.973960079057e-01      -7.473964159770e+00       7.706494820043e-02      -1.442844310191e+00      -4.471151678784e-02      -3.971397711948e-01       3.331482828154e-01 
       9.655639025812e+01       2.455047831813e-04      -1.761025629713e+00      -8.324340115200e-02      -4.201561518056e-03      -1.045996547444e-02      -2.092759230210e-05      -2.092034425852e-03      -1.322682032374e+00      -8.317929297762e-02       1.911041529258e-01       1.755470727925e-01      -1.442409646841e+00      -4.471225881516e-02      -3.974018322652e-01      -7.474173984460e+00       7.706499656943e-02      -1.442733261172e+00      -4.470882331132e-02      -3.971455936489e-01       3.331482721801e-01 
       9.655902807204e+01       2.455125058279e-04      -1.760768394111e+00      -8.324539397778e-02      -4.201966528384e-03      -1.046028856416e-02      -2.092858311044e-05      -2.092099603412e-03      -1.322489274777e+00      -8.318128655740e-02       1.910945573273e-01       1.755381872827e-01      -1.442287937251e+00      -4.470930449708e-02      -3.974082103642e-01      -7.474403924180e+00       7.706504951152e-02      -1.442611572583e+00      -4.470587126090e-02      -3.971519696637e-01       3.331482605247e-01 
       9.656166588596e+01       2.455202285301e-04      -1.760511148691e+00      -8.324738617733e-02      -4.202370249665e-03      -1.046061669171e-02      -2.092959173473e-05      -2.092165778427e-03      -1.322296509814e+00      -8.318327951030e-02       1.910849622229e-01       1.755293024757e-01      -1.442166235241e+00      -4.470634982634e-02      -3.974145835793e-01      -7.474633861931e+00       7.706510238640e-02      -1.442489891566e+00      -4.470291885789e-02      -3.971583407987e-01       3.331482488689e-01 
       9.656430369988e+01       2.455279512878e-04      -1.760253893454e+00      -8.324937775062e-02      -4.202772708629e-03      -1.046094979594e-02      -2.093061803445e-05      -2.092232938851e-03      -1.322103737487e+00      -8.318527183648e-02       1.910753676141e-01       1.755204183712e-01      -1.442044540812e+00      -4.470339480302e-02      -3.974209519104e-01      -7.474863797713e+00       7.706515519408e-02      -1.442368218122e+00      -4.469996610240e-02      -3.971647070539e-01       3.331482372126e-01 
       9.656694151380e+01       2.455356741009e-04      -1.759996628403e+00      -8.325136869762e-02      -4.203173931494e-03      -1.046128781661e-02      -2.093166186949e-05      -2.092301072824e-03      -1.321910957798e+00      -8.318726353609e-02       1.910657735024e-01       1.755115349694e-01      -1.441922853967e+00      -4.470043942720e-02      -3.974273153576e-01      -7.475093731527e+00       7.706520793456e-02      -1.442246552252e+00      -4.469701299448e-02      -3.971710684293e-01       3.331482255559e-01 
       9.656957932771e+01       2.455433969696e-04      -1.759739353541e+00      -8.325335901829e-02      -4.203573943977e-03      -1.046163069445e-02      -2.093272310010e-05      -2.092370168669e-03      -1.321718170748e+00      -8.318925460926e-02       1.910561798892e-01       1.755026522702e-01      -1.441801174707e+00      -4.469748369897e-02      -3.974336739207e-01      -7.475323663373e+00       7.706526060784e-02      -1.442124893958e+00      -4.469405953424e-02      -3.971774249248e-01       3.331482138987e-01 
       9.657221714163e+01       2.455511198938e-04      -1.759482068869e+00      -8.325534871259e-02      -4.203972771304e-03      -1.046197837108e-02      -2.093380158700e-05      -2.092440214889e-03      -1.321525376338e+00      -8.319124505611e-02       1.910465867761e-01       1.754937702736e-01      -1.441679503032e+00      -4.469452761840e-02      -3.974400275997e-01      -7.475553593249e+00       7.706531321393e-02      -1.442003243241e+00      -4.469110572174e-02      -3.971837765403e-01       3.331482022411e-01 
       9.657485495555e+01       2.455588428734e-04      -1.759224774391e+00      -8.325733778050e-02      -4.204370438216e-03      -1.046233078903e-02      -2.093489719136e-05      -2.092511200163e-03      -1.321332574572e+00      -8.319323487672e-02       1.910369941643e-01       1.754848889796e-01      -1.441557838944e+00      -4.469157118558e-02      -3.974463763945e-01      -7.475783521156e+00       7.706536575283e-02      -1.441881600103e+00      -4.468815155708e-02      -3.971901232758e-01       3.331481905830e-01 
       9.657774192098e+01       2.455672953814e-04      -1.758943166237e+00      -8.325951400543e-02      -4.204804364950e-03      -1.046272186155e-02      -2.093611573518e-05      -2.092589953381e-03      -1.321121553518e+00      -8.319541192577e-02       1.910264960703e-01       1.754751696190e-01      -1.441424691920e+00      -4.468833510285e-02      -3.974533192590e-01      -7.476035164367e+00       7.706542317724e-02      -1.441748475997e+00      -4.468491795684e-02      -3.971970638913e-01       3.331481778233e-01 
       9.658062888640e+01       2.455757479558e-04      -1.758661546342e+00      -8.326168947998e-02      -4.205236961941e-03      -1.046311847262e-02      -2.093735443641e-05      -2.092669803698e-03      -1.320910523656e+00      -8.319758822490e-02       1.910159985803e-01       1.754654510999e-01      -1.441291553988e+00      -4.468509859839e-02      -3.974602562729e-01      -7.476286805220e+00       7.706548052119e-02      -1.441615360972e+00      -4.468168393497e-02      -3.972039986612e-01       3.331481650630e-01 
       9.658351585183e+01       2.455842005967e-04      -1.758379914708e+00      -8.326386420413e-02      -4.205668259711e-03      -1.046352055045e-02      -2.093861311515e-05      -2.092750736975e-03      -1.320699484988e+00      -8.319976377418e-02       1.910055016960e-01       1.754557334223e-01      -1.441158425149e+00      -4.468186167230e-02      -3.974671874363e-01      -7.476538443713e+00       7.706553778469e-02      -1.441482255029e+00      -4.467844949157e-02      -3.972109275854e-01       3.331481523021e-01 
