#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.305990060997e+03       2.671901397927e-02      -1.427791554615e+00      -1.256668082424e-03      -6.315129930152e-02      -1.003586188506e-03      -5.039139406237e-04       2.584876781470e-05      -7.837648594430e+01       6.415486823355e-02       3.373402705457e-01       3.373342742809e-01      -1.360574388720e+00       4.699078859676e-04       6.985252396776e-03      -8.431142752240e+01       6.464592915097e-02 
       2.306686007409e+03       2.673364225481e-02      -1.426633886378e+00      -1.249823469177e-03      -6.312406327182e-02      -9.983120623689e-04      -5.075750324851e-04       2.532891051372e-05      -7.842114439822e+01       6.417257216018e-02       3.373389314610e-01       3.373329599173e-01      -1.361014968014e+00       4.683494168236e-04       7.201749232926e-03      -8.435642763500e+01       6.466336466303e-02 
       2.307381953820e+03       2.674827449200e-02      -1.425482583344e+00      -1.242938456189e-03      -6.309280623386e-02      -9.929998237096e-04      -5.112140542453e-04       2.479957082912e-05      -7.846581516938e+01       6.419027589863e-02       3.373375933091e-01       3.373316467838e-01      -1.361454072443e+00       4.667396914209e-04       7.417312606357e-03      -8.440143987810e+01       6.468080020756e-02 
       2.308077900232e+03       2.676291069082e-02      -1.424337682598e+00      -1.236013922790e-03      -6.305752912169e-02      -9.876497036256e-04      -5.148308076212e-04       2.426072788475e-05      -7.851049825764e+01       6.420797944908e-02       3.373362560915e-01       3.373303348793e-01      -1.361891654545e+00       4.650789165262e-04       7.631919760828e-03      -8.444646425173e+01       6.469823578450e-02 
       2.308773846644e+03       2.677755085129e-02      -1.423199220411e+00      -1.229050749566e-03      -6.301823331251e-02      -9.822619352814e-04      -5.184250949967e-04       2.371236205563e-05      -7.855519366287e+01       6.422568281171e-02       3.373349198094e-01       3.373290242021e-01      -1.362327667054e+00       4.633673043133e-04       7.845548056987e-03      -8.449150075592e+01       6.471567139377e-02 
       2.309469793055e+03       2.679219497339e-02      -1.422067232233e+00      -1.222049818257e-03      -6.297492062622e-02      -9.768367539020e-04      -5.219967194385e-04       2.315445497163e-05      -7.859990138495e+01       6.424338598671e-02       3.373335844644e-01       3.373277147511e-01      -1.362762062901e+00       4.616050723367e-04       8.058174974709e-03      -8.453654939068e+01       6.473310703533e-02 
       2.310830619726e+03       2.682084096961e-02      -1.419872623563e+00      -1.208254733900e-03      -6.287863133357e-02      -9.661213688397e-04      -5.289143064173e-04       2.203591252314e-05      -7.868735672172e+01       6.427800154828e-02       3.373309760953e-01       3.373251578385e-01      -1.363606614209e+00       4.580138654670e-04       8.470958820329e-03      -8.462467079731e+01       6.476720010688e-02 
       2.312191446396e+03       2.684950211294e-02      -1.417703149410e+00      -1.194325269888e-03      -6.276701459863e-02      -9.552656429360e-04      -5.357430343177e-04       2.088071142572e-05      -7.877485914977e+01       6.431261639447e-02       3.373283713251e-01       3.373226055979e-01      -1.364444457308e+00       4.542316994038e-04       8.879662355398e-03      -8.471283858477e+01       6.480129330118e-02 
       2.313552273067e+03       2.687817840338e-02      -1.415559047634e+00      -1.180268047114e-03      -6.264009865199e-02      -9.442714023960e-04      -5.424814549269e-04       1.968875625753e-05      -7.886240866815e+01       6.434723052662e-02       3.373257701650e-01       3.373200580184e-01      -1.365275247380e+00       4.502603764811e-04       9.284121383853e-03      -8.480105275326e+01       6.483538661776e-02 
       2.314913099738e+03       2.690686984095e-02      -1.413440544075e+00      -1.166089694587e-03      -6.249791814345e-02      -9.331405028939e-04      -5.491281313863e-04       1.845997022568e-05      -7.895000527593e+01       6.438184394610e-02       3.373231726261e-01       3.373175150892e-01      -1.366098642949e+00       4.461017752835e-04       9.684173654019e-03      -8.488931330297e+01       6.486948005619e-02 
       2.316273926408e+03       2.693557642566e-02      -1.411347852544e+00      -1.151796846546e-03      -6.234051411843e-02      -9.218748293361e-04      -5.556816386455e-04       1.719429524375e-05      -7.903764897218e+01       6.441645665425e-02       3.373205787196e-01       3.373149767990e-01      -1.366914306019e+00       4.417578497759e-04       1.007965892349e-02      -8.497762023411e+01       6.490357361603e-02 
       2.317634753079e+03       2.696429815751e-02      -1.409281174810e+00      -1.137396139592e-03      -6.216793399213e-02      -9.104762956167e-04      -5.621405639154e-04       1.589169200299e-05      -7.912533975595e+01       6.445106865244e-02       3.373179884565e-01       3.373124431360e-01      -1.367721902205e+00       4.372306284081e-04       1.047041902296e-02      -8.506597354688e+01       6.493766729687e-02 
       2.318995579750e+03       2.699303503651e-02      -1.407240700604e+00      -1.122894209814e-03      -6.198023152107e-02      -8.989468443643e-04      -5.685035071207e-04       1.455214003654e-05      -7.921307762633e+01       6.448567994204e-02       3.373154018481e-01       3.373099140883e-01      -1.368521100872e+00       4.325222131909e-04       1.085629791857e-02      -8.515437324147e+01       6.497176109830e-02 
       2.320749259696e+03       2.703009022292e-02      -1.404650095786e+00      -1.104067206611e-03      -6.171613864411e-02      -8.838991133943e-04      -5.765595653869e-04       1.277138787932e-05      -7.932621373624e+01       6.453028202603e-02       3.373120739269e-01       3.373066617237e-01      -1.369538106388e+00       4.261908557713e-04       1.134612837332e-02      -8.526836119828e+01       6.501569752182e-02 
       2.322502939643e+03       2.706717056446e-02      -1.402103652383e+00      -1.085097294398e-03      -6.142717610202e-02      -8.686415291497e-04      -5.844509881213e-04       1.092931661480e-05      -7.943942804005e+01       6.457488293843e-02       3.373087521188e-01       3.373034169779e-01      -1.370539934309e+00       4.195670340489e-04       1.182727358459e-02      -8.538242618284e+01       6.505963414405e-02 
       2.324256619589e+03       2.710427606116e-02      -1.399601688105e+00      -1.065998624693e-03      -6.111350498256e-02      -8.531784557894e-04      -5.921748797877e-04       9.026021703443e-06      -7.955272053578e+01       6.461948268214e-02       3.373054364491e-01       3.373001798245e-01      -1.371525906724e+00       4.126557709752e-04       1.229941630935e-02      -8.549656819556e+01       6.510357096412e-02 
       2.326010299536e+03       2.714140671303e-02      -1.397144487615e+00      -1.046785311785e-03      -6.077530340862e-02      -8.375143331860e-04      -5.997283855841e-04       7.061651113377e-06      -7.966609122147e+01       6.466408126011e-02       3.373021269427e-01       3.372969502362e-01      -1.372495357696e+00       4.054622796673e-04       1.276224595323e-02      -8.561078723688e+01       6.514750798123e-02 
       2.327763979483e+03       2.717856252009e-02      -1.394732302634e+00      -1.027471422786e-03      -6.041276638378e-02      -8.216536758362e-04      -6.071086930230e-04       5.036405396026e-06      -7.977954009517e+01       6.470867867529e-02       3.372988236245e-01       3.372937281849e-01      -1.373447633695e+00       3.979919595386e-04       1.321545877327e-02      -8.572508330723e+01       6.519144519458e-02 
       2.329205499127e+03       2.720912331898e-02      -1.392783358370e+00      -1.011530019677e-03      -6.009668734497e-02      -8.084723200136e-04      -6.130436344053e-04       3.326250585752e-06      -7.987285327710e+01       6.474533674785e-02       3.372961129585e-01       3.372910852921e-01      -1.374217088716e+00       3.916480050922e-04       1.358058768649e-02      -8.581909201606e+01       6.522756159828e-02 
       2.330647018772e+03       2.723970111474e-02      -1.390865083672e+00      -9.955378748275e-04      -5.976443406998e-02      -7.951638533141e-04      -6.188581629974e-04       1.575301082653e-06      -7.996621928664e+01       6.478199403836e-02       3.372934065048e-01       3.372884474567e-01      -1.374974156675e+00       3.851239618958e-04       1.393885697829e-02      -8.591315277233e+01       6.526367813361e-02 
       2.332088538417e+03       2.727029590737e-02      -1.388977568713e+00      -9.795027019697e-04      -5.941614000477e-02      -7.817308931469e-04      -6.245507853594e-04      -2.162518434271e-07      -8.005963812269e+01       6.481865054846e-02       3.372907042778e-01       3.372858146625e-01      -1.375718494633e+00       3.784231002092e-04       1.429010889231e-02      -8.600726557626e+01       6.529979480016e-02 
       2.333530058062e+03       2.730090769687e-02      -1.387120888877e+00      -9.634321770551e-04      -5.905194600195e-02      -7.681760890210e-04      -6.301200299631e-04      -2.048192919262e-06      -8.015310978418e+01       6.485530627981e-02       3.372880062917e-01       3.372831868933e-01      -1.376449766010e+00       3.715487684607e-04       1.463418911791e-02      -8.610143042809e+01       6.533591159752e-02 
       2.334971577707e+03       2.733153648328e-02      -1.385295104835e+00      -9.473339346679e-04      -5.867200024359e-02      -7.545021220652e-04      -6.355644477676e-04      -3.920282898245e-06      -8.024663427005e+01       6.489196123403e-02       3.372853125606e-01       3.372805641322e-01      -1.377167640738e+00       3.645043915956e-04       1.497094685782e-02      -8.619564732807e+01       6.537202852528e-02 
       2.336413097351e+03       2.736218226658e-02      -1.383500262627e+00      -9.312155644734e-04      -5.827645816038e-02      -7.407117045364e-04      -6.408826127901e-04      -5.832258601616e-06      -8.034021157922e+01       6.492861541281e-02       3.372826230984e-01       3.372779463621e-01      -1.377871795406e+00       3.572934693897e-04       1.530023489316e-02      -8.628991627642e+01       6.540814558306e-02 
       2.337854616996e+03       2.739284504680e-02      -1.381736393752e+00      -9.150846076978e-04      -5.786548234768e-02      -7.268075793148e-04      -6.460731226734e-04      -7.783832969771e-06      -8.043384171063e+01       6.496526881778e-02       3.372799379193e-01       3.372753335659e-01      -1.378561913401e+00       3.499195747319e-04       1.562190964634e-02      -8.638423727340e+01       6.544426277049e-02 
       2.339405232658e+03       2.742584739986e-02      -1.379873630463e+00      -8.977273590652e-04      -5.740636772486e-02      -7.117274052545e-04      -6.515123676417e-04      -9.926955989985e-06      -8.053461685674e+01       6.500469533651e-02       3.372770543201e-01       3.372725285631e-01      -1.379288235762e+00       3.418098468899e-04       1.595926977719e-02      -8.648575470849e+01       6.548311349632e-02 
       2.340955848320e+03       2.745886941990e-02      -1.378046728337e+00      -8.803734615252e-04      -5.692981152469e-02      -6.965223597978e-04      -6.568006264541e-04      -1.211512055008e-05      -8.063545312040e+01       6.504412096386e-02       3.372741757110e-01       3.372697292740e-01      -1.379997581907e+00       3.335203886727e-04       1.628748963155e-02      -8.658733236910e+01       6.552196437126e-02 
       2.342506463982e+03       2.749191110695e-02      -1.376255671039e+00      -8.630320859742e-04      -5.643604317391e-02      -6.811959713805e-04      -6.619362496797e-04      -1.434787736379e-05      -8.073635050029e+01       6.508354570190e-02       3.372713021096e-01       3.372669356769e-01      -1.380689585192e+00       3.250559163037e-04       1.660640510120e-02      -8.668897025552e+01       6.556081539488e-02 
       2.343727747745e+03       2.751794898676e-02      -1.374870223911e+00      -8.493885698756e-04      -5.603518403549e-02      -6.690416309063e-04      -6.658726202928e-04      -1.613750208694e-05      -8.081586152769e+01       6.511459648061e-02       3.372690423629e-01       3.372647393983e-01      -1.381222172762e+00       3.182691292786e-04       1.685093264787e-02      -8.676906388910e+01       6.559141503820e-02 
       2.344949031508e+03       2.754399906667e-02      -1.373506965662e+00      -8.357628615313e-04      -5.562391585104e-02      -6.568159878592e-04      -6.697125302122e-04      -1.795424256081e-05      -8.089541046606e+01       6.514564670996e-02       3.372667857417e-01       3.372625466256e-01      -1.381743610497e+00       3.113791382491e-04       1.708951436897e-02      -8.684919488307e+01       6.562201477327e-02 
       2.346170315271e+03       2.757006134669e-02      -1.372165863778e+00      -8.221593266337e-04      -5.520236245321e-02      -6.445208151026e-04      -6.734552198749e-04      -1.979783812169e-05      -8.097499731474e+01       6.517669639096e-02       3.372645322546e-01       3.372603573477e-01      -1.382253732351e+00       3.043883597233e-04       1.732207698692e-02      -8.692936323757e+01       6.565261459991e-02 
       2.347391599034e+03       2.759613582683e-02      -1.370846878668e+00      -8.085822939048e-04      -5.477065102238e-02      -6.321578993120e-04      -6.770999438430e-04      -2.166801613149e-05      -8.105462207311e+01       6.520774552464e-02       3.372622819098e-01       3.372581715537e-01      -1.382752376236e+00       2.972992413355e-04       1.754854930198e-02      -8.700956895274e+01       6.568321451791e-02 
       2.348612882797e+03       2.762222250709e-02      -1.369549963721e+00      -7.950360536983e-04      -5.432891203933e-02      -6.197290407143e-04      -6.806459710329e-04      -2.356449203594e-05      -8.113428474053e+01       6.523879411202e-02       3.372600347160e-01       3.372559892323e-01      -1.383239384075e+00       2.901142609979e-04       1.776886221381e-02      -8.708981202874e+01       6.571381452708e-02 
       2.349834166560e+03       2.764832138749e-02      -1.368275065376e+00      -7.815248566218e-04      -5.387727923682e-02      -6.072360528222e-04      -6.840925849424e-04      -2.548696942702e-05      -8.121398531636e+01       6.526984215410e-02       3.372577906816e-01       3.372538103724e-01      -1.383714601852e+00       2.828359260425e-04       1.798294874249e-02      -8.717009246570e+01       6.574441462723e-02 
       2.351055450323e+03       2.767443246802e-02      -1.367022123179e+00      -7.680529121747e-04      -5.341588955014e-02      -5.946807621652e-04      -6.874390838750e-04      -2.743514010881e-05      -8.129372379999e+01       6.530088965192e-02       3.372555498149e-01       3.372516349628e-01      -1.384177879654e+00       2.754667723542e-04       1.819074404881e-02      -8.725041026377e+01       6.577501481817e-02 
       2.352819851945e+03       2.771217696821e-02      -1.365250619807e+00      -7.486676089427e-04      -5.273236956264e-02      -5.764357092309e-04      -6.920956194637e-04      -3.029440471589e-05      -8.140898977606e+01       6.534574334267e-02       3.372523180217e-01       3.372484981952e-01      -1.384825802009e+00       2.646653007176e-04       1.847971154672e-02      -8.736651221775e+01       6.581922339899e-02 
       2.354584253567e+03       2.774994693243e-02      -1.363524573713e+00      -7.293853253199e-04      -5.202921189524e-02      -5.580700517685e-04      -6.965397516835e-04      -3.320561862296e-05      -8.152433486964e+01       6.539059590267e-02       3.372490928818e-01       3.372453685702e-01      -1.385448075941e+00       2.536874571111e-04       1.875523670849e-02      -8.748269215216e+01       6.586343216842e-02 
       2.356348655190e+03       2.778774236069e-02      -1.361843728286e+00      -7.102182652238e-04      -5.130686352940e-02      -5.395894341499e-04      -7.007695341318e-04      -3.616772406291e-05      -8.163975907883e+01       6.543544733504e-02       3.372458744193e-01       3.372422460526e-01      -1.386044295987e+00       2.425411808144e-04       1.901714817929e-02      -8.759895006743e+01       6.590764112597e-02 
       2.358113056812e+03       2.782556325302e-02      -1.360207798442e+00      -6.911784256686e-04      -5.056578428345e-02      -5.209995514699e-04      -7.047830895283e-04      -3.917961355245e-05      -8.175526240174e+01       6.548029764286e-02       3.372426626586e-01       3.372391306077e-01      -1.386614075485e+00       2.312345165299e-04       1.926528430882e-02      -8.771528596401e+01       6.595185027116e-02 
       2.359553956814e+03       2.785646860398e-02      -1.358904915568e+00      -6.757321084560e-04      -4.994701559077e-02      -5.057410565800e-04      -7.078991081973e-04      -4.167540057739e-05      -8.184964696718e+01       6.551692385074e-02       3.372400447597e-01       3.372365915990e-01      -1.387059516538e+00       2.218876158212e-04       1.945760047210e-02      -8.781034961299e+01       6.598795384392e-02 
       2.360994856815e+03       2.788739093741e-02      -1.357631595349e+00      -6.603848063507e-04      -4.931633294767e-02      -4.904166724161e-04      -7.108687660339e-04      -4.420296501182e-05      -8.194408429275e+01       6.555354931242e-02       3.372374313594e-01       3.372340572647e-01      -1.387486887678e+00       2.124436617333e-04       1.964055034093e-02      -8.790546526967e+01       6.602405754125e-02 
       2.362435756816e+03       2.791833025335e-02      -1.356387641658e+00      -6.451427251727e-04      -4.867400487297e-02      -4.750295709161e-04      -7.136911467373e-04      -4.676163146987e-05      -8.203857437745e+01       6.559017402958e-02       3.372348224701e-01       3.372315275850e-01      -1.387896006862e+00       2.029071763285e-04       1.981406053664e-02      -8.800063293430e+01       6.606016136292e-02 
       2.363876656818e+03       2.794928655179e-02      -1.355172846545e+00      -6.300119664651e-04      -4.802030501548e-02      -4.595829435260e-04      -7.163653668145e-04      -4.935070342041e-05      -8.213311722027e+01       6.562679800394e-02       3.372322181043e-01       3.372290025403e-01      -1.388286700771e+00       1.932827191445e-04       1.997806214137e-02      -8.809585260711e+01       6.609626530869e-02 
       2.365317556819e+03       2.798025983275e-02      -1.353986990441e+00      -6.149985249042e-04      -4.735551201710e-02      -4.440800004850e-04      -7.188905760215e-04      -5.196946343159e-05      -8.222771282019e+01       6.566342123721e-02       3.372296182741e-01       3.372264821110e-01      -1.388658804882e+00       1.835748850328e-04       2.013249072373e-02      -8.819112428833e+01       6.613236937836e-02 
       2.366758456821e+03       2.801125009624e-02      -1.352829842362e+00      -6.001082857757e-04      -4.667990937373e-02      -4.285239701020e-04      -7.212659577940e-04      -5.461717342547e-05      -8.232236117621e+01       6.570004373109e-02       3.372270229918e-01       3.372239662777e-01      -1.389012163528e+00       1.737883019828e-04       2.027728636278e-02      -8.828644797822e+01       6.616847357170e-02 
       2.368199356822e+03       2.804225734227e-02      -1.351701160126e+00      -5.853470225082e-04      -4.599378529420e-02      -4.129180980229e-04      -7.234907296710e-04      -5.729307494121e-05      -8.241706228732e+01       6.573666548728e-02       3.372244322697e-01       3.372214550207e-01      -1.389346629966e+00       1.639276289350e-04       2.041239367077e-02      -8.838182367699e+01       6.620457788851e-02 
       2.370281016529e+03       2.808708331696e-02      -1.350120312141e+00      -5.642607223238e-04      -4.498456056948e-02      -3.902909890065e-04      -7.264373710489e-04      -6.120713476417e-05      -8.255396958138e+01       6.578957142257e-02       3.372206975455e-01       3.372178350644e-01      -1.389796192259e+00       1.495606472784e-04       2.059037156031e-02      -8.851970422865e+01       6.625673779901e-02 
       2.372362676237e+03       2.813194473667e-02      -1.348597543127e+00      -5.434720347630e-04      -4.395488702946e-02      -3.675765594496e-04      -7.290659876485e-04      -6.517598507298e-05      -8.269098697765e+01       6.584247582695e-02       3.372169723982e-01       3.372142245588e-01      -1.390205655952e+00       1.350630489663e-04       2.074788689086e-02      -8.865769333141e+01       6.630889796622e-02 
       2.374444335945e+03       2.817684160143e-02      -1.347132004804e+00      -5.229970700457e-04      -4.290568202195e-02      -3.447847679459e-04      -7.313746078399e-04      -6.919712086699e-05      -8.282811447313e+01       6.589537870562e-02       3.372132568612e-01       3.372106234440e-01      -1.390574678626e+00       1.204491663748e-04       2.088482326268e-02      -8.879579098598e+01       6.636105838959e-02 
       2.376525995652e+03       2.822177391128e-02      -1.345722804918e+00      -5.028514026829e-04      -4.183788029902e-02      -3.219256324587e-04      -7.333614169672e-04      -7.326795453135e-05      -8.296535206482e+01       6.594828006374e-02       3.372095509675e-01       3.372070316600e-01      -1.390902957759e+00       1.057334194729e-04       2.100108436289e-02      -8.893399719308e+01       6.641321906863e-02 
       2.378607655360e+03       2.826674166626e-02      -1.344369008746e+00      -4.830500585092e-04      -4.075243305775e-02      -2.990092253805e-04      -7.350247596364e-04      -7.738581783947e-05      -8.310269974975e+01       6.600117990652e-02       3.372058547495e-01       3.372034491475e-01      -1.391190230960e+00       9.093030170984e-05       2.109659402322e-02      -8.907231195341e+01       6.646538000283e-02 
       2.380689315067e+03       2.831174486639e-02      -1.343069640638e+00      -4.636075023155e-04      -3.965030696768e-02      -2.760456685279e-04      -7.363631419141e-04      -8.154796402794e-05      -8.324015752493e+01       6.605407823914e-02       3.372021682381e-01       3.371998758468e-01      -1.391436276149e+00       7.605436586299e-05       2.117129626198e-02      -8.921073526769e+01       6.651754119175e-02 
       2.382770974775e+03       2.835678351172e-02      -1.341823685588e+00      -4.445376261168e-04      -3.853248318505e-02      -2.530451280693e-04      -7.373752334304e-04      -8.575156994631e-05      -8.337772538743e+01       6.610697506684e-02       3.371984914629e-01       3.371963116977e-01      -1.391640911705e+00       6.112020985040e-05       2.122515530461e-02      -8.934926713663e+01       6.656970263499e-02 
       2.384989826043e+03       2.840482945038e-02      -1.340553240082e+00      -4.246362468952e-04      -3.732482515462e-02      -2.284995033390e-04      -7.380934635541e-04      -9.027460098957e-05      -8.352448085120e+01       6.616335640320e-02       3.371945831221e-01       3.371925226624e-01      -1.391813282570e+00       4.515417877357e-05       2.125959781066e-02      -8.949704845620e+01       6.662530205214e-02 
       2.387208677311e+03       2.845291566030e-02      -1.339340963406e+00      -4.051887745860e-04      -3.610168248104e-02      -2.039358562467e-04      -7.384384550809e-04      -9.483784539131e-05      -8.367136138411e+01       6.621973604199e-02       3.371906859089e-01       3.371887438848e-01      -1.391938326007e+00       2.915635781741e-05       2.127034821219e-02      -8.964495311216e+01       6.668090175735e-02 
       2.389427528579e+03       2.850104214153e-02      -1.338185491197e+00      -3.862098015994e-04      -3.486428997874e-02      -1.793666248272e-04      -7.384092256014e-04      -9.943761511657e-05      -8.381836698262e+01       6.627611398951e-02       3.371867998555e-01       3.371849752931e-01      -1.392015974495e+00       1.314448533712e-05       2.125743890076e-02      -8.979298110535e+01       6.673650175021e-02 
       2.391646379847e+03       2.854920889409e-02      -1.337085417093e+00      -3.677131275613e-04      -3.361389574567e-02      -1.548042764624e-04      -7.380050136580e-04      -1.040701359927e-04      -8.396549764320e+01       6.633249025211e-02       3.371829249918e-01       3.371812168154e-01      -1.392046212972e+00      -2.863717789422e-06       2.122092818728e-02      -8.994113243664e+01       6.679210203037e-02 
       2.393865231115e+03       2.859741591805e-02      -1.336039295091e+00      -3.497117479458e-04      -3.235175973328e-02      -1.302613004900e-04      -7.372252809026e-04      -1.087315511667e-04      -8.411275336233e+01       6.638886483616e-02       3.371790613461e-01       3.371774683801e-01      -1.392029078751e+00      -1.885056761772e-05       2.116090018887e-02      -9.008940710686e+01       6.684770259750e-02 
       2.396084082383e+03       2.864566321344e-02      -1.335045641942e+00      -3.322178437077e-04      -3.107915230620e-02      -1.057502007433e-04      -7.360697140959e-04      -1.134179246539e-04      -8.426013413650e+01       6.644523774798e-02       3.371752089453e-01       3.371737299162e-01      -1.391964661378e+00      -3.479843651567e-05       2.107746468757e-02      -9.023780511689e+01       6.690330345131e-02 
       2.398302933651e+03       2.869395078031e-02      -1.334102939573e+00      -3.152427719433e-04      -2.979735279308e-02      -8.128348802641e-05      -7.345382269428e-04      -1.181252449778e-04      -8.440763996223e+01       6.650160899393e-02       3.371713678151e-01       3.371700013536e-01      -1.391853102444e+00      -5.068977244498e-05       2.097075696469e-02      -9.038632646755e+01       6.695890459152e-02 
       2.400521784919e+03       2.874227861871e-02      -1.333209637541e+00      -2.987970575880e-04      -2.850764803005e-02      -5.687367252950e-05      -7.326309617609e-04      -1.228494288963e-04      -8.455527083604e+01       6.655797858036e-02       3.371675379785e-01       3.371662826219e-01      -1.391694595330e+00      -6.650711812561e-05       2.084093760858e-02      -9.053497115969e+01       6.701450601790e-02 
       2.402740636187e+03       2.879064672867e-02      -1.332364155502e+00      -2.828903861521e-04      -2.721133089877e-02      -3.253325619145e-05      -7.303482909815e-04      -1.275863252117e-04      -8.470302675445e+01       6.661434651364e-02       3.371637194570e-01       3.371625736513e-01      -1.391489384899e+00      -8.223313006202e-05       2.068819229111e-02      -9.068373919417e+01       6.707010773027e-02 
       2.404959487455e+03       2.883905511024e-02      -1.331564885706e+00      -2.675315974941e-04      -2.590969886060e-02      -8.274725015071e-06      -7.276908184800e-04      -1.323317186588e-04      -8.485090771402e+01       6.667071280013e-02       3.371599122702e-01       3.371588743728e-01      -1.391237767129e+00      -9.785059740874e-05       2.051273151606e-02      -9.083263057182e+01       6.712570972844e-02 
       2.407178338723e+03       2.888750376348e-02      -1.330810195503e+00      -2.527286806344e-04      -2.460405248880e-02       1.588945865894e-05      -7.246593807341e-04      -1.370813338673e-04      -8.499891371131e+01       6.672707744618e-02       3.371561164366e-01       3.371551847183e-01      -1.390940088691e+00      -1.133424606546e-04       2.031479034392e-02      -9.098164529347e+01       6.718131201226e-02 
       2.409397189991e+03       2.893599268841e-02      -1.330098429872e+00      -2.384887696192e-04      -2.329569399989e-02       3.994686391434e-05      -7.212550478074e-04      -1.418308393976e-04      -8.514704474288e+01       6.678344045814e-02       3.371523319720e-01       3.371515046202e-01      -1.390596746481e+00      -1.286918301074e-04       2.009462809250e-02      -9.113078335997e+01       6.723691458161e-02 
       2.411616041259e+03       2.898452188510e-02      -1.329427913951e+00      -2.248181404335e-04      -2.198592578627e-02       6.388509905180e-05      -7.174791241563e-04      -1.465758518428e-04      -8.529530080531e+01       6.683980184240e-02       3.371485588901e-01       3.371478340108e-01      -1.390208187087e+00      -1.438820041600e-04       1.985252800790e-02      -9.128004477216e+01       6.729251743641e-02 
       2.413396467637e+03       2.902349127453e-02      -1.328918572439e+00      -2.142640581708e-04      -2.093481545708e-02       8.299883928790e-05      -7.141816107187e-04      -1.503770519268e-04      -8.541435322609e+01       6.688502555547e-02       3.371455395744e-01       3.371448954976e-01      -1.389864038615e+00      -1.559444677259e-04       1.964260717856e-02      -9.139990267894e+01       6.733713387770e-02 
       2.415176894016e+03       2.906248659339e-02      -1.328433819521e+00      -2.040824145244e-04      -1.988430623143e-02       1.020215487713e-04      -7.106467364508e-04      -1.541701970226e-04      -8.553348614534e+01       6.693024822788e-02       3.371425276011e-01       3.371419630175e-01      -1.389491373518e+00      -1.678853878351e-04       1.941892788522e-02      -9.151984000407e+01       6.738175050271e-02 
       2.416957320394e+03       2.910150784171e-02      -1.327972768708e+00      -1.942752496726e-04      -1.883506747357e-02       1.209469003049e-04      -7.068755040350e-04      -1.579529606688e-04      -8.565269956130e+01       6.697546986292e-02       3.371395229748e-01       3.371390365371e-01      -1.389090490356e+00      -1.796964443275e-04       1.918166894042e-02      -9.163985674799e+01       6.742636731141e-02 
       2.418243063394e+03       2.912970333726e-02      -1.327654054929e+00      -1.874267872701e-04      -1.807852154295e-02       1.345498332858e-04      -7.040057337062e-04      -1.606769244085e-04      -8.573884012571e+01       6.700812622894e-02       3.371373577407e-01       3.371369268780e-01      -1.388783622669e+00      -1.881404593266e-04       1.900199287327e-02      -9.172657677027e+01       6.745858765679e-02 
       2.419528806394e+03       2.915791235522e-02      -1.327346900703e+00      -1.807750219736e-04      -1.732323668227e-02       1.480963451199e-04      -7.010137189096e-04      -1.633933668142e-04      -8.582502266817e+01       6.704078205692e-02       3.371351963410e-01       3.371348203179e-01      -1.388462330721e+00      -1.965094039650e-04       1.881540670561e-02      -9.181333821039e+01       6.749080809797e-02 
       2.420814549394e+03       2.918613489561e-02      -1.327050968502e+00      -1.743203754898e-04      -1.656946257267e-02       1.615840820912e-04      -6.978999323660e-04      -1.661013980107e-04      -8.591124718803e+01       6.707343734808e-02       3.371330387765e-01       3.371327168445e-01      -1.388126745857e+00      -2.048002505852e-04       1.862198675883e-02      -9.190014106853e+01       6.752302863497e-02 
       2.422100292393e+03       2.921437095845e-02      -1.326765920156e+00      -1.680631729816e-04      -1.581744800468e-02       1.750106998264e-04      -6.946648733608e-04      -1.688001249559e-04      -8.599751368464e+01       6.710609210365e-02       3.371308850478e-01       3.371306164457e-01      -1.387777004581e+00      -2.130100036498e-04       1.842181179467e-02      -9.198698534483e+01       6.755524926777e-02 
       2.423386035393e+03       2.924262054373e-02      -1.326491417019e+00      -1.620036432971e-04      -1.506744078529e-02       1.883738638078e-04      -6.913090677212e-04      -1.714886517308e-04      -8.608382215733e+01       6.713874632487e-02       3.371287351557e-01       3.371285191095e-01      -1.387413248507e+00      -2.211357008150e-04       1.821496298403e-02      -9.207387103945e+01       6.758746999639e-02 
       2.424671778393e+03       2.927088365146e-02      -1.326227120138e+00      -1.561419192443e-04      -1.431968764547e-02       2.016712498848e-04      -6.878330677853e-04      -1.741660798313e-04      -8.617017260547e+01       6.717140001297e-02       3.371265891004e-01       3.371264248242e-01      -1.387035624295e+00      -2.291744139882e-04       1.800152387478e-02      -9.216079815257e+01       6.761969082083e-02 
       2.425957521392e+03       2.929916028166e-02      -1.325972690410e+00      -1.504780379028e-04      -1.357443414821e-02       2.149005447859e-04      -6.842374523648e-04      -1.768315084607e-04      -8.625656502840e+01       6.720405316917e-02       3.371244468816e-01       3.371243335778e-01      -1.386644283597e+00      -2.371232503736e-04       1.778158035850e-02      -9.224776668432e+01       6.765191174111e-02 
