#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.601197299353e+02       4.503005139943e-04      -2.592350803612e+00       6.046507621049e-03       9.543553467348e-04       2.385888366837e-03       3.220848498315e-06       4.771776733674e-04      -1.944560316543e+00       6.057702269097e-03       5.355215804139e-01       5.656960643860e-01      -2.437812807522e+00       3.338386360355e-03       1.191428504281e-01      -2.095602550209e+00       9.373356693182e-03 
       1.605543495421e+02       4.518081132361e-04      -2.597556778574e+00       6.046156149134e-03       9.610863913528e-04       2.402715978382e-03       3.266800013312e-06       4.805431956764e-04      -1.948469696637e+00       6.057505051837e-03       5.352471001148e-01       5.652705231221e-01      -2.441444059885e+00       3.319438522857e-03       1.193338990802e-01      -2.100957580903e+00       9.394347102696e-03 
       1.609889691489e+02       4.533172572504e-04      -2.602761803024e+00       6.045720737068e-03       9.678410934204e-04       2.419602733551e-03       3.313292197818e-06       4.839205467102e-04      -1.952378431264e+00       6.057225626091e-03       5.349724694664e-01       5.648451624850e-01      -2.445063570750e+00       3.300356683839e-03       1.195216561239e-01      -2.106321187280e+00       9.415313213947e-03 
       1.614235887557e+02       4.548279460374e-04      -2.607965817291e+00       6.045201589060e-03       9.746196622846e-04       2.436549155712e-03       3.360331956088e-06       4.873098311423e-04      -1.956286476429e+00       6.056864214528e-03       5.346976903066e-01       5.644199852457e-01      -2.448671251553e+00       3.281141439467e-03       1.197061059407e-01      -2.111693350468e+00       9.436255040143e-03 
       1.618582083625e+02       4.563401795970e-04      -2.613168761880e+00       6.044598910091e-03       9.814222594008e-04       2.453555648502e-03       3.407926144918e-06       4.907111297004e-04      -1.960193788274e+00       6.056421040914e-03       5.344227649266e-01       5.639949941621e-01      -2.452267014128e+00       3.261793389797e-03       1.198872330272e-01      -2.117074051642e+00       9.457172594600e-03 
       1.622928279693e+02       4.578539579292e-04      -2.618370577464e+00       6.043912905872e-03       9.882490629460e-04       2.470622657365e-03       3.456081846917e-06       4.941245314730e-04      -1.964100323077e+00       6.055896330152e-03       5.341476952646e-01       5.635701919795e-01      -2.455850770709e+00       3.242313138746e-03       1.200650219956e-01      -2.122463272021e+00       9.478065890734e-03 
       1.627274475760e+02       4.593692810340e-04      -2.623571204884e+00       6.043143782814e-03       9.951002678326e-04       2.487750669582e-03       3.504806374005e-06       4.975501339163e-04      -1.968006037251e+00       6.055290308354e-03       5.338724834585e-01       5.631455814310e-01      -2.459422433930e+00       3.222701294075e-03       1.202394575742e-01      -2.127860992864e+00       9.498934942063e-03 
       1.631742459857e+02       4.609286764570e-04      -2.628916262364e+00       6.042266680320e-03       1.002169150009e-03       2.505422875021e-03       3.555497273964e-06       5.010845750043e-04      -1.972020295220e+00       6.054582783239e-03       5.335894137158e-01       5.627092751763e-01      -2.463081483498e+00       3.202403358156e-03       1.204152695405e-01      -2.133418808735e+00       9.520363521714e-03 
       1.636210443953e+02       4.624897044402e-04      -2.634259937929e+00       6.041302180067e-03       1.009264290489e-03       2.523160726222e-03       3.606805776156e-06       5.046321452444e-04      -1.976033592956e+00       6.053789814776e-03       5.333061980821e-01       5.622731772600e-01      -2.466727566532e+00       3.181967665305e-03       1.205875051971e-01      -2.138985568127e+00       9.541766508069e-03 
       1.640678428050e+02       4.640523649834e-04      -2.639602167879e+00       6.040250508531e-03       1.016386016859e-03       2.540965042147e-03       3.658740859847e-06       5.081930084293e-04      -1.980045883562e+00       6.052911652565e-03       5.330228388563e-01       5.618372906074e-01      -2.470360589465e+00       3.161394888369e-03       1.207561483401e-01      -2.144561250834e+00       9.563143916155e-03 
       1.645146412146e+02       4.656166580866e-04      -2.644942888705e+00       6.039111892889e-03       1.023534596100e-03       2.558836490250e-03       3.711311530102e-06       5.117672980500e-04      -1.984057120295e+00       6.051948547554e-03       5.327393380910e-01       5.614016181301e-01      -2.473980459186e+00       3.140685704383e-03       1.209211828980e-01      -2.150145836695e+00       9.584495761104e-03 
       1.649614396242e+02       4.671825837500e-04      -2.650282037094e+00       6.037886561009e-03       1.030710379009e-03       2.576775947523e-03       3.764527332442e-06       5.153551895047e-04      -1.988067256569e+00       6.050900752053e-03       5.324556981420e-01       5.609661627249e-01      -2.477587083050e+00       3.119840794545e-03       1.210825929325e-01      -2.155739305602e+00       9.605822058165e-03 
       1.654082380339e+02       4.687501419734e-04      -2.655619549921e+00       6.036574741421e-03       1.037913722392e-03       2.594784305981e-03       3.818398114173e-06       5.189568611962e-04      -1.992076245951e+00       6.049768519706e-03       5.321719209472e-01       5.605309272747e-01      -2.481180368873e+00       3.098860844187e-03       1.212403626390e-01      -2.161341637496e+00       9.627122822687e-03 
       1.658550364435e+02       4.703193327569e-04      -2.660955364260e+00       6.035176663311e-03       1.045145007162e-03       2.612862517904e-03       3.872934075954e-06       5.225725035808e-04      -1.996084042171e+00       6.048552105527e-03       5.318880089175e-01       5.600959146472e-01      -2.484760224940e+00       3.077746542755e-03       1.213944763472e-01      -2.166952812368e+00       9.648398070135e-03 
       1.663103497771e+02       4.719201081417e-04      -2.666391054336e+00       6.033663439012e-03       1.052543264012e-03       2.631358160029e-03       3.929204629353e-06       5.262716320059e-04      -2.000166942300e+00       6.047226171251e-03       5.315985493792e-01       5.596528438932e-01      -2.488394394051e+00       3.056092354465e-03       1.215477498421e-01      -2.172679999709e+00       9.670052538590e-03 
       1.667656631108e+02       4.735225789051e-04      -2.671824849239e+00       6.032061119534e-03       1.059971430379e-03       2.649928575948e-03       3.986188640038e-06       5.299857151897e-04      -2.004248506827e+00       6.045813355102e-03       5.313089542964e-01       5.592100105046e-01      -2.492014425833e+00       3.034300103971e-03       1.216971942334e-01      -2.178416328495e+00       9.691680540867e-03 
       1.672209764444e+02       4.751267450469e-04      -2.677256682992e+00       6.030369949290e-03       1.067430002519e-03       2.668575006298e-03       4.043898236188e-06       5.337150012597e-04      -2.008328687285e+00       6.044313931442e-03       5.310192255377e-01       5.587674174722e-01      -2.495620224734e+00       3.012370533886e-03       1.218427933727e-01      -2.184161777708e+00       9.713282093661e-03 
       1.676762897780e+02       4.767326065673e-04      -2.682686489833e+00       6.028590173292e-03       1.074919507841e-03       2.687298769603e-03       4.102346019679e-06       5.374597539205e-04      -2.012407435379e+00       6.042728176186e-03       5.307293656857e-01       5.583250677700e-01      -2.499211695721e+00       2.990304391140e-03       1.219845312591e-01      -2.189916326388e+00       9.734857213786e-03 
       1.681316031117e+02       4.783401634661e-04      -2.688114204205e+00       6.026722037104e-03       1.082440534587e-03       2.706101336467e-03       4.161545200223e-06       5.412202672934e-04      -2.016484702986e+00       6.041056366744e-03       5.304393765421e-01       5.578829643582e-01      -2.502788744268e+00       2.968102426945e-03       1.221223920402e-01      -2.195679953622e+00       9.756405918155e-03 
       1.685869164453e+02       4.799494157434e-04      -2.693539760765e+00       6.024765786843e-03       1.089993673145e-03       2.724984182861e-03       4.221509392832e-06       5.449968365723e-04      -2.020560442156e+00       6.039298782083e-03       5.301492606873e-01       5.574411101805e-01      -2.506351276375e+00       2.945765396771e-03       1.222563600125e-01      -2.201452638556e+00       9.777928223801e-03 
       1.690422297789e+02       4.815603633993e-04      -2.698963094375e+00       6.022721669123e-03       1.097579583670e-03       2.743948959174e-03       4.282252885107e-06       5.487897918348e-04      -2.024634605107e+00       6.037455702689e-03       5.298590198705e-01       5.569995081669e-01      -2.509899198556e+00       2.923294060307e-03       1.223864196224e-01      -2.207234360383e+00       9.799424147853e-03 
       1.695067207472e+02       4.832055294987e-04      -2.704493386776e+00       6.020546063003e-03       1.105352863634e-03       2.763382159084e-03       4.345039077396e-06       5.526764318169e-04      -2.028789216344e+00       6.035487668372e-03       5.295628026277e-01       5.565492677565e-01      -2.513503484242e+00       2.900232172959e-03       1.225150575062e-01      -2.213141913338e+00       9.821326193042e-03 
       1.699712117155e+02       4.848524600120e-04      -2.710021229435e+00       6.018279531508e-03       1.113161725743e-03       2.782904314358e-03       4.408668028444e-06       5.565808628716e-04      -2.032942087278e+00       6.033431252627e-03       5.292664598428e-01       5.560992958894e-01      -2.517092370210e+00       2.877032120885e-03       1.226395956581e-01      -2.219058827597e+00       9.843200818740e-03 
       1.704357026838e+02       4.865011549393e-04      -2.715546553876e+00       6.015922337991e-03       1.121006972051e-03       2.802517430129e-03       4.473156682898e-06       5.605034860257e-04      -2.037093167744e+00       6.031286758193e-03       5.289699941699e-01       5.556495956270e-01      -2.520665758901e+00       2.853694724042e-03       1.227600180507e-01      -2.224985081243e+00       9.865048043478e-03 
       1.709001936520e+02       4.881516142806e-04      -2.721069291847e+00       6.013474746264e-03       1.128889456608e-03       2.822223641520e-03       4.538522683678e-06       5.644447283040e-04      -2.041242407762e+00       6.029054489416e-03       5.286734074486e-01       5.552001700155e-01      -2.524223553324e+00       2.830220806827e-03       1.228763088214e-01      -2.230920652415e+00       9.886867885887e-03 
       1.713646846203e+02       4.898038380357e-04      -2.726589375328e+00       6.010937020610e-03       1.136810075870e-03       2.842025189675e-03       4.604784322545e-06       5.684050379350e-04      -2.045389757545e+00       6.026734752238e-03       5.283767022824e-01       5.547510220841e-01      -2.527765657069e+00       2.806611198048e-03       1.229884522735e-01      -2.236865519310e+00       9.908660364720e-03 
       1.718291755886e+02       4.914578262049e-04      -2.732106736522e+00       6.008309425752e-03       1.144769755248e-03       2.861924388119e-03       4.671960489821e-06       5.723848776238e-04      -2.049535167494e+00       6.024327854129e-03       5.280798805212e-01       5.543021548467e-01      -2.531291974300e+00       2.782866730886e-03       1.230964328768e-01      -2.242819660181e+00       9.930425498827e-03 
       1.722936665569e+02       4.931135787879e-04      -2.737621307865e+00       6.005592226867e-03       1.152769461467e-03       2.881923653669e-03       4.740070726092e-06       5.763847307337e-04      -2.053678588204e+00       6.021834104069e-03       5.277829447065e-01       5.538535713007e-01      -2.534802409768e+00       2.758988242865e-03       1.232002352679e-01      -2.248783053340e+00       9.952163307176e-03 
       1.727675324324e+02       4.948045679226e-04      -2.743244236084e+00       6.002728126790e-03       1.160972916899e-03       2.902432292246e-03       4.810539093993e-06       5.804864584493e-04      -2.057903535418e+00       6.019200845126e-03       5.274799002104e-01       5.533962293408e-01      -2.538367232983e+00       2.734490578636e-03       1.233018114013e-01      -2.254876318608e+00       9.974311714912e-03 
       1.732413983079e+02       4.964973934130e-04      -2.748864119366e+00       5.999771328182e-03       1.169220166992e-03       2.923050417480e-03       4.882022558235e-06       5.846100834959e-04      -2.062126309016e+00       6.016477846976e-03       5.271767415930e-01       5.529391888908e-01      -2.541915328463e+00       2.709855203612e-03       1.233990071933e-01      -2.260979167991e+00       9.996431722930e-03 
       1.737152641835e+02       4.981920552591e-04      -2.754480886704e+00       5.996722114099e-03       1.177512337211e-03       2.943780843027e-03       4.954543668970e-06       5.887561686054e-04      -2.066346857157e+00       6.013665441883e-03       5.268734709146e-01       5.524824530823e-01      -2.545446596960e+00       2.685083020808e-03       1.234918068736e-01      -2.267091578642e+00       1.001852335171e-02 
       1.741891300590e+02       4.998885534609e-04      -2.760094467343e+00       5.993580768177e-03       1.185850561743e-03       2.964626404358e-03       5.028125403174e-06       5.929252808716e-04      -2.070565128212e+00       6.010763963257e-03       5.265700907488e-01       5.520260250289e-01      -2.548960939867e+00       2.660174937798e-03       1.235801948557e-01      -2.273213527777e+00       1.004058662184e-02 
       1.746629959345e+02       5.015868880184e-04      -2.765704790776e+00       5.990347574656e-03       1.194235989303e-03       2.985589973258e-03       5.102791125507e-06       5.971179946516e-04      -2.074781070761e+00       6.007773745460e-03       5.262666032157e-01       5.515699078272e-01      -2.552458259221e+00       2.635131866676e-03       1.236641557379e-01      -2.279344992672e+00       1.006262155405e-02 
       1.751368618101e+02       5.032870589315e-04      -2.771311786746e+00       5.987022818472e-03       1.202669761808e-03       3.006674404520e-03       5.178564417639e-06       6.013348809039e-04      -2.078994633598e+00       6.004695123598e-03       5.259630108541e-01       5.511141045562e-01      -2.555938457706e+00       2.609954724019e-03       1.237436743039e-01      -2.285485950668e+00       1.008462816916e-02 
       1.756107276856e+02       5.049890662003e-04      -2.776915385244e+00       5.983606785330e-03       1.211153013916e-03       3.027882534790e-03       5.255468975447e-06       6.055765069581e-04      -2.083205765723e+00       6.001528433233e-03       5.256593158771e-01       5.506586182776e-01      -2.559401438658e+00       2.584644430856e-03       1.238187355234e-01      -2.291636379165e+00       1.010660648814e-02 
       1.760941794390e+02       5.067273959891e-04      -2.782628765839e+00       5.980027880964e-03       1.219859999065e-03       3.049649997662e-03       5.335119488735e-06       6.099299995324e-04      -2.087499527588e+00       5.998207273059e-03       5.253493742861e-01       5.501942477578e-01      -2.562916629473e+00       2.558685875512e-03       1.238907062536e-01      -2.297920961693e+00       1.012900026996e-02 
       1.764296393750e+02       5.079347203072e-04      -2.786591035275e+00       5.977489034333e-03       1.225931291437e-03       3.064828228592e-03       5.391098914068e-06       6.129656457183e-04      -2.090477358413e+00       5.995849294600e-03       5.251342505556e-01       5.498722254651e-01      -2.565345123658e+00       2.540593261611e-03       1.239379018178e-01      -2.302287506158e+00       1.014452169610e-02 
       1.765578356939e+02       5.083963434363e-04      -2.788104746702e+00       5.976506818231e-03       1.228208402220e-03       3.070521005550e-03       5.412436417018e-06       6.141042011099e-04      -2.091615000159e+00       5.994936680685e-03       5.250520275595e-01       5.497492073428e-01      -2.566270863501e+00       2.533661847482e-03       1.239553426824e-01      -2.303957430846e+00       1.015044948536e-02 
       1.766548932315e+02       5.087459280795e-04      -2.789250603382e+00       5.975758771493e-03       1.229983770169e-03       3.074959425423e-03       5.428877273709e-06       6.149918850846e-04      -2.092476183991e+00       5.994241524464e-03       5.249897709745e-01       5.496560860942e-01      -2.566970889893e+00       2.528407720978e-03       1.239683280616e-01      -2.305222189960e+00       1.015493604501e-02 
       1.767519507690e+02       5.090955897607e-04      -2.790396308185e+00       5.975006932712e-03       1.231755216872e-03       3.079388042181e-03       5.445341865217e-06       6.158776084362e-04      -2.093337259057e+00       5.993542722520e-03       5.249275104215e-01       5.495629785522e-01      -2.567670181168e+00       2.523148133586e-03       1.239811244807e-01      -2.306487343352e+00       1.015942142042e-02 
       1.768490083066e+02       5.094453284797e-04      -2.791541860525e+00       5.974251306969e-03       1.233528574198e-03       3.083821435496e-03       5.461856002760e-06       6.167642870991e-04      -2.094198224929e+00       5.992840270380e-03       5.248652459360e-01       5.494698847409e-01      -2.568368736524e+00       2.517883093360e-03       1.239937318166e-01      -2.307752890834e+00       1.016390561176e-02 
       1.769460658441e+02       5.097951442366e-04      -2.792687259824e+00       5.973491896311e-03       1.235304209836e-03       3.088260524590e-03       5.478421455599e-06       6.176521049181e-04      -2.095059081188e+00       5.992134172238e-03       5.248029775346e-01       5.493768046821e-01      -2.569066555168e+00       2.512612608367e-03       1.240061499468e-01      -2.309018832226e+00       1.016838861924e-02 
       1.770431233817e+02       5.101450370315e-04      -2.793832505372e+00       5.972728702223e-03       1.237082099825e-03       3.092705249563e-03       5.495038268072e-06       6.185410499125e-04      -2.095919827316e+00       5.991424433631e-03       5.247407052558e-01       5.492837384309e-01      -2.569763636176e+00       2.507336686680e-03       1.240183787488e-01      -2.310285167246e+00       1.017287044303e-02 
       1.771401809192e+02       5.104950068642e-04      -2.794977596602e+00       5.971961726985e-03       1.238862252420e-03       3.097155631050e-03       5.511706625734e-06       6.194311262100e-04      -2.096780462900e+00       5.990711058100e-03       5.246784291055e-01       5.491906860068e-01      -2.570459978767e+00       2.502055336380e-03       1.240304181006e-01      -2.311551895723e+00       1.017735108332e-02 
       1.772807261438e+02       5.110019210405e-04      -2.796635483885e+00       5.970844403629e-03       1.241444044383e-03       3.103610110957e-03       5.535935138614e-06       6.207220221914e-04      -2.098026518960e+00       5.989671605591e-03       5.245882425720e-01       5.490559649454e-01      -2.571467014962e+00       2.494398013962e-03       1.240475157725e-01      -2.313386892829e+00       1.018383722596e-02 
       1.774212713684e+02       5.115089967561e-04      -2.798293044848e+00       5.969719165515e-03       1.244030612261e-03       3.110076530652e-03       5.560272625531e-06       6.220153061304e-04      -2.099272341245e+00       5.988624539139e-03       5.244980479375e-01       5.489212729338e-01      -2.572472498962e+00       2.486729349932e-03       1.240642155667e-01      -2.315222714207e+00       1.019032088790e-02 
       1.775618165931e+02       5.120162340110e-04      -2.799950277682e+00       5.968586020355e-03       1.246621972882e-03       3.116554932204e-03       5.584719595746e-06       6.233109864409e-04      -2.100517928441e+00       5.987569867100e-03       5.244078452801e-01       5.487866100534e-01      -2.573476428317e+00       2.479049368902e-03       1.240805171166e-01      -2.317059359265e+00       1.019680206969e-02 
       1.777023618177e+02       5.125236328051e-04      -2.801607180443e+00       5.967444975571e-03       1.249218144654e-03       3.123045361635e-03       5.609276557338e-06       6.246090723270e-04      -2.101763279133e+00       5.986507598447e-03       5.243176347284e-01       5.486519764202e-01      -2.574478800445e+00       2.471358095522e-03       1.240964200568e-01      -2.318896827306e+00       1.020328077189e-02 
       1.778429070423e+02       5.130311931385e-04      -2.803263751271e+00       5.966296038691e-03       1.251819141706e-03       3.129547854266e-03       5.633943990653e-06       6.259095708531e-04      -2.103008391969e+00       5.985437742042e-03       5.242274164036e-01       5.485173721292e-01      -2.575479612853e+00       2.463655554474e-03       1.241119240235e-01      -2.320735117697e+00       1.020975699509e-02 
       1.779834522669e+02       5.135389150112e-04      -2.804919988447e+00       5.965139217419e-03       1.254424979162e-03       3.136062447905e-03       5.658722371469e-06       6.272124895810e-04      -2.104253265701e+00       5.984360306500e-03       5.241371903632e-01       5.483827972404e-01      -2.576478863191e+00       2.455941770477e-03       1.241270286544e-01      -2.322574229909e+00       1.021623073984e-02 
       1.782465473508e+02       5.144897844448e-04      -2.808019495673e+00       5.962952526592e-03       1.259316059847e-03       3.148290149617e-03       5.705406327637e-06       6.296580299233e-04      -2.106582972728e+00       5.982323046079e-03       5.239682701859e-01       5.481309576853e-01      -2.578345212836e+00       2.441471736641e-03       1.241542292195e-01      -2.326019182143e+00       1.022834267284e-02 
       1.785096424347e+02       5.154412199501e-04      -2.811117815988e+00       5.960738284805e-03       1.264224212643e-03       3.160560531607e-03       5.752483454061e-06       6.321121063214e-04      -2.108911829028e+00       5.980259312034e-03       5.237993234158e-01       5.478792218801e-01      -2.580206064618e+00       2.426962554260e-03       1.241800268012e-01      -2.329467008576e+00       1.024044592654e-02 
       1.787727375186e+02       5.163932215271e-04      -2.814214937703e+00       5.958496542890e-03       1.269149481254e-03       3.172873703135e-03       5.799956299906e-06       6.345747406270e-04      -2.111239826118e+00       5.978169159843e-03       5.236303506016e-01       5.476275903333e-01      -2.582061402797e+00       2.412414386379e-03       1.242044190644e-01      -2.332917705399e+00       1.025254050470e-02 
       1.790358326025e+02       5.173457891757e-04      -2.817310849091e+00       5.956227351821e-03       1.274091890880e-03       3.185229727201e-03       5.847827160441e-06       6.370459454402e-04      -2.113566955488e+00       5.976052644852e-03       5.234613523872e-01       5.473760635674e-01      -2.583911211637e+00       2.397827396441e-03       1.242274036921e-01      -2.336371268763e+00       1.026462641110e-02 
       1.792989276864e+02       5.182989228959e-04      -2.820405538510e+00       5.953930762882e-03       1.279051440010e-03       3.197628600026e-03       5.896098019928e-06       6.395257200052e-04      -2.115893208693e+00       5.973909821977e-03       5.232923291509e-01       5.471246420874e-01      -2.585755475527e+00       2.383201748295e-03       1.242489783858e-01      -2.339827694871e+00       1.027670364954e-02 
       1.795620227704e+02       5.192526226878e-04      -2.823498994397e+00       5.951606827692e-03       1.284028094600e-03       3.210070236501e-03       5.944770501973e-06       6.420140473002e-04      -2.118218577347e+00       5.971740745568e-03       5.231232813252e-01       5.468733263840e-01      -2.587594178973e+00       2.368537606179e-03       1.242691408650e-01      -2.343286979971e+00       1.028877222384e-02 
       1.799027604172e+02       5.204886122049e-04      -2.827503514651e+00       5.948556513354e-03       1.290498734168e-03       3.226246835420e-03       6.008405718176e-06       6.452493670840e-04      -2.121228862316e+00       5.968892617760e-03       5.229043098919e-01       5.465480023620e-01      -2.589967217001e+00       2.349488955688e-03       1.242931509943e-01      -2.347771385185e+00       1.030438951087e-02 
       1.802434980641e+02       5.217255512028e-04      -2.831505921490e+00       5.945460531469e-03       1.296997738343e-03       3.242494345858e-03       6.072718360644e-06       6.484988691715e-04      -2.124237631429e+00       5.966000660352e-03       5.226852994741e-01       5.462228576472e-01      -2.592330869140e+00       2.330376373456e-03       1.243147837336e-01      -2.352260571401e+00       1.031999228021e-02 
       1.805842357110e+02       5.229634396815e-04      -2.835506189920e+00       5.942318996619e-03       1.303524777890e-03       3.258811944726e-03       6.137708808502e-06       6.517623889452e-04      -2.127244866567e+00       5.963064987311e-03       5.224662510510e-01       5.458978933075e-01      -2.594685102156e+00       2.311200219195e-03       1.243340342664e-01      -2.356754530471e+00       1.033558054027e-02 
       1.809249733578e+02       5.242022776409e-04      -2.839504295027e+00       5.939132024461e-03       1.310079405181e-03       3.275198512953e-03       6.203375983620e-06       6.550397025905e-04      -2.130250549670e+00       5.960085710755e-03       5.222471660222e-01       5.455731104040e-01      -2.597029883005e+00       2.291960853712e-03       1.243508978280e-01      -2.361253254268e+00       1.035115429957e-02 
       1.812657110047e+02       5.254420650811e-04      -2.843500211994e+00       5.935899731858e-03       1.316661055334e-03       3.291652638336e-03       6.269717257029e-06       6.583305276672e-04      -2.133254662749e+00       5.957062940748e-03       5.220280457006e-01       5.452485099870e-01      -2.599365178848e+00       2.272658638909e-03       1.243653697056e-01      -2.365756734703e+00       1.036671356664e-02 
       1.816064486515e+02       5.266828020020e-04      -2.847493916078e+00       5.932622236937e-03       1.323269012862e-03       3.308172532156e-03       6.336728190417e-06       6.616345064311e-04      -2.136257187869e+00       5.953996785098e-03       5.218088911959e-01       5.449240931010e-01      -2.601690957039e+00       2.253293937773e-03       1.243774452385e-01      -2.370264963705e+00       1.038225835012e-02 
       1.819471862984e+02       5.279244884038e-04      -2.851485382608e+00       5.929299659173e-03       1.329902409193e-03       3.324756022983e-03       6.404402421129e-06       6.649512045967e-04      -2.139258107141e+00       5.950887349229e-03       5.215897040426e-01       5.445998607872e-01      -2.604007185104e+00       2.233867114367e-03       1.243871198182e-01      -2.374777933218e+00       1.039778865867e-02 
       1.824346483899e+02       5.297025060143e-04      -2.857191668436e+00       5.924468210627e-03       1.339434352811e-03       3.348585882028e-03       6.502353768627e-06       6.697171764055e-04      -2.143548419619e+00       5.946363920546e-03       5.212760791052e-01       5.441363343201e-01      -2.607304131886e+00       2.205967659304e-03       1.243967769492e-01      -2.381242450662e+00       1.041998129732e-02 
       1.829221104814e+02       5.314824668702e-04      -2.862893252724e+00       5.919545101085e-03       1.349012557960e-03       3.372531394900e-03       6.601612185819e-06       6.745062789799e-04      -2.147835356967e+00       5.941752414459e-03       5.209623943100e-01       5.436731907368e-01      -2.610581373112e+00       2.177942882775e-03       1.244014977237e-01      -2.387716630315e+00       1.044214435488e-02 
       1.834095725729e+02       5.332643709714e-04      -2.868590064075e+00       5.914530697058e-03       1.358632539873e-03       3.396581349684e-03       6.702134525047e-06       6.793162699367e-04      -2.152118867363e+00       5.937053110419e-03       5.206486543735e-01       5.432104330227e-01      -2.613838815739e+00       2.149793862200e-03       1.244012692082e-01      -2.394200448806e+00       1.046427785759e-02 
       1.838970346643e+02       5.350482183179e-04      -2.874282031436e+00       5.909425372365e-03       1.368288897628e-03       3.420722244070e-03       6.803866348114e-06       6.841444488140e-04      -2.156398899198e+00       5.932266275218e-03       5.203348637139e-01       5.427480641366e-01      -2.617076367529e+00       2.121521679440e-03       1.243960786897e-01      -2.400693882858e+00       1.048638183205e-02 
       1.842344205723e+02       5.362840060163e-04      -2.878218724723e+00       5.905838795321e-03       1.374990326705e-03       3.437475816763e-03       6.874951633525e-06       6.874951633526e-04      -2.159359162827e+00       5.928902052144e-03       5.201176536248e-01       5.424282751592e-01      -2.619305470253e+00       2.101882173744e-03       1.243895739469e-01      -2.405193785523e+00       1.050166332305e-02 
       1.842344205754e+02       5.362840060274e-04      -2.878218724758e+00       5.905838795289e-03       1.374990326790e-03       3.437475816763e-03       6.874951633525e-06       6.874951633526e-04      -2.159359162854e+00       5.928902052113e-03       5.201240094231e-01       5.424282751564e-01      -2.619305470273e+00       2.101882173567e-03       1.243895739469e-01      -2.405193785564e+00       1.050166332319e-02 
       1.842344205784e+02       5.362840060385e-04      -2.878218724793e+00       5.905838795257e-03       1.374990326875e-03       3.437475816762e-03       6.874951633525e-06       6.874951633527e-04      -2.159359162881e+00       5.928902052082e-03       5.201240094211e-01       5.424282751535e-01      -2.619305470293e+00       2.101882173391e-03       1.243895739468e-01      -2.405193785604e+00       1.050166332333e-02 
       1.842344205814e+02       5.362840060496e-04      -2.878218724828e+00       5.905838795225e-03       1.374990326959e-03       3.437475816762e-03       6.874951633525e-06       6.874951633527e-04      -2.159359162907e+00       5.928902052051e-03       5.201240094192e-01       5.424282751506e-01      -2.619305470313e+00       2.101882173214e-03       1.243895739467e-01      -2.405193785644e+00       1.050166332347e-02 
       1.842344205954e+02       5.362840061008e-04      -2.878218724992e+00       5.905838795077e-03       1.374990327350e-03       3.437475816761e-03       6.874951633525e-06       6.874951633529e-04      -2.159359163030e+00       5.928902051907e-03       5.201240094101e-01       5.424282751374e-01      -2.619305470405e+00       2.101882172399e-03       1.243895739464e-01      -2.405193785831e+00       1.050166332410e-02 
       1.842344206094e+02       5.362840061520e-04      -2.878218725155e+00       5.905838794929e-03       1.374990327741e-03       3.437475816759e-03       6.874951633525e-06       6.874951633531e-04      -2.159359163152e+00       5.928902051763e-03       5.201240094011e-01       5.424282751241e-01      -2.619305470498e+00       2.101882171584e-03       1.243895739461e-01      -2.405193786017e+00       1.050166332473e-02 
       1.842344206233e+02       5.362840062032e-04      -2.878218725318e+00       5.905838794781e-03       1.374990328132e-03       3.437475816758e-03       6.874951633525e-06       6.874951633533e-04      -2.159359163275e+00       5.928902051619e-03       5.201240093921e-01       5.424282751109e-01      -2.619305470590e+00       2.101882170770e-03       1.243895739458e-01      -2.405193786204e+00       1.050166332536e-02 
       1.842344206373e+02       5.362840062545e-04      -2.878218725481e+00       5.905838794633e-03       1.374990328523e-03       3.437475816756e-03       6.874951633525e-06       6.874951633535e-04      -2.159359163398e+00       5.928902051475e-03       5.201240093831e-01       5.424282750976e-01      -2.619305470682e+00       2.101882169955e-03       1.243895739455e-01      -2.405193786391e+00       1.050166332600e-02 
       1.842344207115e+02       5.362840065262e-04      -2.878218726346e+00       5.905838793847e-03       1.374990330598e-03       3.437475816749e-03       6.874951633525e-06       6.874951633546e-04      -2.159359164048e+00       5.928902050711e-03       5.201240093351e-01       5.424282750274e-01      -2.619305471171e+00       2.101882165631e-03       1.243895739438e-01      -2.405193787380e+00       1.050166332936e-02 
       1.842344207857e+02       5.362840067980e-04      -2.878218727211e+00       5.905838793062e-03       1.374990332673e-03       3.437475816741e-03       6.874951633525e-06       6.874951633557e-04      -2.159359164699e+00       5.928902049947e-03       5.201240092872e-01       5.424282749571e-01      -2.619305471660e+00       2.101882161307e-03       1.243895739421e-01      -2.405193788370e+00       1.050166333271e-02 
       1.842344208598e+02       5.362840070697e-04      -2.878218728076e+00       5.905838792277e-03       1.374990334748e-03       3.437475816733e-03       6.874951633525e-06       6.874951633568e-04      -2.159359165349e+00       5.928902049183e-03       5.201240092393e-01       5.424282748868e-01      -2.619305472149e+00       2.101882156984e-03       1.243895739404e-01      -2.405193789360e+00       1.050166333607e-02 
