# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       1.907780031848e+02       6.017104238605e-03       8.955856105674e+02       3.490376158461e-01       1.297837097491e+04       6.767392901890e+01       2.488966070160e+06       3.522328518209e+02       3.721981768396e-03       1.922742188721e-02       9.613710943607e-02       1.022232957299e-03       2.459062903702e-04       3.808819787004e-08       1.718473138363e-03       1.218272572755e-01       6.998694344400e-03       9.641415715452e-01 
       1.894426897327e+02       6.082744565594e-03       8.994317462311e+02       3.453375668228e-01       1.297452483925e+04       6.812823772579e+01       2.470903408390e+06       3.532372327177e+02       3.619397636569e-03       1.882858132126e-02       9.414290660629e-02       9.960023035067e-04       2.387573432912e-04       3.808819787004e-08       1.671109103304e-03       1.192580350591e-01       7.046006707722e-03       9.643730140188e-01 
       1.881166730191e+02       6.149088182591e-03       9.032920236993e+02       3.416771489335e-01       1.297066456178e+04       6.858551578087e+01       2.452968928771e+06       3.542425072138e+02       3.519640838417e-03       1.843801380088e-02       9.219006900441e-02       9.704618972469e-04       2.318131347107e-04       3.808819787004e-08       1.625050474149e-03       1.167432741033e-01       7.093650372527e-03       9.646029190536e-01 
       1.867998883286e+02       6.216142544790e-03       9.071664903274e+02       3.380559308874e-01       1.296679009515e+04       6.904578171240e+01       2.435161731850e+06       3.552486709170e+02       3.422633451441e-03       1.805554772670e-02       9.027773863349e-02       9.455932349590e-04       2.250678760434e-04       3.808819787004e-08       1.580261273364e-03       1.142818124082e-01       7.141627656836e-03       9.648312958046e-01 
       1.854922713961e+02       6.283915186054e-03       9.110551936401e+02       3.344734861985e-01       1.296290139184e+04       6.950905415435e+01       2.417480924448e+06       3.562557194456e+02       3.328299700650e-03       1.768101505846e-02       8.840507529231e-02       9.213783152481e-04       2.185159407157e-04       3.808819787004e-08       1.536706514942e-03       1.118725129698e-01       7.189940894876e-03       9.650581533841e-01 
       1.841937584037e+02       6.352413719745e-03       9.149581813316e+02       3.309293931300e-01       1.295899840415e+04       6.997535184690e+01       2.399925619611e+06       3.572636484294e+02       3.236565899385e-03       1.731425124126e-02       8.657125620629e-02       8.977996251568e-04       2.121518596637e-04       3.808819787004e-08       1.494352177075e-03       1.095142632374e-01       7.238592437186e-03       9.652835008621e-01 
       1.829042859776e+02       6.421645839556e-03       9.188755012667e+02       3.274232346393e-01       1.295508108421e+04       7.044469363693e+01       2.382494936574e+06       3.582724535091e+02       3.147360391759e-03       1.695509513322e-02       8.477547566608e-02       8.748401268132e-04       2.059703169553e-04       3.808819787004e-08       1.453165175582e-03       1.072059745817e-01       7.287584650738e-03       9.655073472662e-01 
       1.816237911852e+02       6.491619320365e-03       9.228072014811e+02       3.239545983248e-01       1.295114938400e+04       7.091709847850e+01       2.365188000712e+06       3.592821303368e+02       3.060613496700e-03       1.660338893473e-02       8.301694467364e-02       8.524832444456e-04       1.999661455342e-04       3.808819787004e-08       1.413113338074e-03       1.049465817758e-01       7.336919919046e-03       9.657297015819e-01 
       1.803522115317e+02       6.562342019085e-03       9.267533301822e+02       3.205230763721e-01       1.294720325530e+04       7.139258543332e+01       2.348003943498e+06       3.602926745761e+02       2.976257453521e-03       1.625897811912e-02       8.129489059560e-02       8.307128517532e-04       1.941343230813e-04       3.808819787004e-08       1.374165378820e-03       1.027350424870e-01       7.386600642286e-03       9.659505727522e-01 
       1.790894849572e+02       6.633821875533e-03       9.307139357495e+02       3.171282655013e-01       1.294324264973e+04       7.187117367129e+01       2.330941902465e+06       3.613040819017e+02       2.894226369002e-03       1.592171136479e-02       7.960855682393e-02       8.095132596243e-04       1.884699679908e-04       3.808819787004e-08       1.336290874314e-03       1.005703367799e-01       7.436629237411e-03       9.661699696783e-01 
       1.778355498337e+02       6.706066913298e-03       9.346890667354e+02       3.137697669152e-01       1.293926751874e+04       7.235288247093e+01       2.314001021160e+06       3.623163480001e+02       2.814456165923e-03       1.559144048870e-02       7.795720244351e-02       7.888692041906e-04       1.829683354571e-04       3.808819787004e-08       1.299460239517e-03       9.845146663004e-02       7.487008138265e-03       9.663879012190e-01 
       1.765903449622e+02       6.779085240632e-03       9.386787718658e+02       3.104471862478e-01       1.293527781361e+04       7.283773121992e+01       2.297180449102e+06       3.633294685695e+02       2.736884533015e-03       1.526802038134e-02       7.634010190670e-02       7.687658352095e-04       1.776248136709e-04       3.808819787004e-08       1.263644704744e-03       9.637745544920e-02       7.537739795707e-03       9.666043761913e-01 
       1.753538095696e+02       6.852885051334e-03       9.426831000408e+02       3.071601335134e-01       1.293127348544e+04       7.332573941556e+01       2.280479341743e+06       3.643434393196e+02       2.661450876298e-03       1.495130894292e-02       7.475654471459e-02       7.491887047654e-04       1.724349201199e-04       3.808819787004e-08       1.228816293198e-03       9.434734761997e-02       7.588826677726e-03       9.668194033701e-01 
       1.741258833054e+02       6.927474625659e-03       9.467021003351e+02       3.039082230563e-01       1.292725448514e+04       7.381692666526e+01       2.263896860425e+06       3.653582559719e+02       2.588096271749e-03       1.464116702099e-02       7.320583510493e-02       7.301237562808e-04       1.673942979921e-04       3.808819787004e-08       1.194947799117e-03       9.236020804126e-02       7.640271269561e-03       9.670329914886e-01 
       1.729065062395e+02       7.002862331222e-03       9.507358219989e+02       3.006910735016e-01       1.292322076348e+04       7.431131268705e+01       2.247432172339e+06       3.663739142600e+02       2.516763419283e-03       1.433745834929e-02       7.168729174645e-02       7.115573138289e-04       1.624987126785e-04       3.808819787004e-08       1.162012766526e-03       9.041512168357e-02       7.692076073823e-03       9.672451492381e-01 
       1.716956188588e+02       7.079056623925e-03       9.547843144583e+02       2.975083077058e-01       1.291917227102e+04       7.480891731008e+01       2.231084450487e+06       3.673904099292e+02       2.447396597998e-03       1.404004948791e-02       7.020024743955e-02       6.934760717394e-04       1.577440483731e-04       3.808819787004e-08       1.129985468573e-03       8.851119315397e-02       7.744243610614e-03       9.674558852681e-01 
       1.704931620641e+02       7.156066048884e-03       9.588476273161e+02       2.943595527084e-01       1.291510895816e+04       7.530976047508e+01       2.214852873638e+06       3.684077387370e+02       2.379941622655e-03       1.374880976466e-02       6.874404882328e-02       6.758670844893e-04       1.531263047665e-04       3.808819787004e-08       1.098840887436e-03       8.664754627071e-02       7.796776417652e-03       9.676652081868e-01 
       1.692990771678e+02       7.233899241371e-03       9.629258103525e+02       2.912444396844e-01       1.291103077513e+04       7.581386223487e+01       2.198736626289e+06       3.694258964528e+02       2.314345801356e-03       1.346361121765e-02       6.731805608824e-02       6.587177568714e-04       1.486415938310e-04       3.808819787004e-08       1.068554694782e-03       8.482332364709e-02       7.849677050393e-03       9.678731265604e-01 
       1.681133058906e+02       7.312564927761e-03       9.670189135254e+02       2.881626038966e-01       1.290693767195e+04       7.632124275486e+01       2.182734898628e+06       3.704448788584e+02       2.250557894392e-03       1.318432853911e-02       6.592164269555e-02       6.420158344315e-04       1.442861366954e-04       3.808819787004e-08       1.039103232768e-03       8.303768628445e-02       7.902948082155e-03       9.680796489140e-01 
       1.669357903588e+02       7.392071926499e-03       9.711269869715e+02       2.851136846490e-01       1.290282959851e+04       7.683192231354e+01       2.166846886490e+06       3.714646817479e+02       2.188528074216e-03       1.291083902033e-02       6.455419510166e-02       6.257493941693e-04       1.400562606057e-04       3.808819787004e-08       1.010463495557e-03       8.128981317413e-02       7.956592104241e-03       9.682847837311e-01 
       1.657664731014e+02       7.472429149061e-03       9.752500810067e+02       2.820973252409e-01       1.289870650447e+04       7.734592130297e+01       2.151071791320e+06       3.724853009274e+02       2.128207886531e-03       1.264302249775e-02       6.321511248873e-02       6.099068354929e-04       1.359483959700e-04       3.808819787004e-08       9.826131113563e-04       7.957890090805e-02       8.010611726069e-03       9.684885394539e-01 
       1.646052970475e+02       7.553645600942e-03       9.793882461265e+02       2.791131729209e-01       1.289456833935e+04       7.786326022928e+01       2.135408820137e+06       3.735067322157e+02       2.069550212442e-03       1.238076130016e-02       6.190380650079e-02       5.944768714222e-04       1.319590734857e-04       3.808819787004e-08       9.555303249396e-04       7.790416329795e-02       8.065009575295e-03       9.686909244835e-01 
