# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_vf             15:(.)p_vf               16:(.)p_prime_vf         17:phi_vf                18:rQ_vf                 19:(.)rho_cdm_vf         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       3.643514528767e+08       6.125478597545e-15       1.368563787764e-03       2.662297816538e+11       1.443125406505e+04       3.960805950272e-05       5.258048399866e+12       7.901403038373e-04       4.849099540627e+22       1.203888036568e+17       6.458049369162e+17       2.238653503942e+22       7.087829663943e+22       2.422642083488e-15      -2.423415300898e-15      -1.517809090102e-12       3.001083903831e-18       9.988828704916e-01      -5.377634841174e-16       7.087829663943e+22       2.362584348190e+22      -6.905314179096e+25       1.168186253681e-04       7.680333937976e-02 
       3.604560198246e+08       6.258589329588e-15       1.383353759593e-03       2.605674818130e+11       1.443125405026e+04       4.003610209437e-05       5.201832410466e+12       7.986792895145e-04       4.645026631459e+22       1.165685597228e+17       6.253118983789e+17       2.144440438332e+22       6.789541257837e+22       2.445064824083e-15      -2.445846396260e-15      -1.515480265696e-12       3.035844609967e-18       9.988811550533e-01      -5.427398168134e-16       6.789541257837e+22       2.263155689930e+22      -6.543985895721e+25       1.169150659751e-04       7.674015671343e-02 
       3.566022344686e+08       6.394592643809e-15       1.398303564201e-03       2.550256105815e+11       1.443125403531e+04       4.046877052340e-05       5.146217449608e+12       8.073105550564e-04       4.449542069861e+22       1.128695418769e+17       6.054691562461e+17       2.054192301514e+22       6.503806205245e+22       2.467695096279e-15      -2.468485113496e-15      -1.513155015433e-12       3.071007936637e-18       9.988794369820e-01      -5.477621974253e-16       6.503806205245e+22       2.167911457125e+22      -6.201564522592e+25       1.170115067980e-04       7.667708004471e-02 
       3.527896515361e+08       6.533551397825e-15       1.413414929630e-03       2.496016066219e+11       1.443125402020e+04       4.090611478103e-05       5.091197091447e+12       8.160350977147e-04       4.262284417784e+22       1.092879033059e+17       5.862560749535e+17       1.967742230640e+22       6.230096202823e+22       2.490534820844e-15      -2.491333374349e-15      -1.510833333835e-12       3.106578547210e-18       9.988777162739e-01      -5.528310520322e-16       6.230096202823e+22       2.076675549475e+22      -5.877060734125e+25       1.171079478390e-04       7.661410913346e-02 
       3.490178305146e+08       6.675529815174e-15       1.428689602108e-03       2.442929630728e+11       1.443125400493e+04       4.134818539873e-05       5.036764978836e+12       8.248539255181e-04       4.082907448194e+22       1.058199192660e+17       5.676526737560e+17       1.884930385238e+22       5.967905180691e+22       2.513585936325e-15      -2.514393118354e-15      -1.508515215435e-12       3.142561159068e-18       9.988759929249e-01      -5.579468106553e-16       5.967905180691e+22       1.989279277811e+22      -5.569536972330e+25       1.172043891009e-04       7.655124374061e-02 
       3.452863356016e+08       6.820593515054e-15       1.444129346055e-03       2.390972263902e+11       1.443125398949e+04       4.179503345404e-05       4.982914822598e+12       8.337680573889e-04       3.911079504916e+22       1.024619832089e+17       5.496396059485e+17       1.805603651672e+22       5.716748366746e+22       2.536850399211e-15      -2.537666302994e-15      -1.506200654773e-12       3.178960544230e-18       9.988742669311e-01      -5.631099072946e-16       5.716748366746e+22       1.905561052196e+22      -5.278104738014e+25       1.173008305862e-04       7.648848362815e-02 
       3.415947356540e+08       6.968809542485e-15       1.459735945900e-03       2.340119952129e+11       1.443125397388e+04       4.224671057651e-05       4.929640400795e+12       8.427785232602e-04       3.746482889427e+22       9.921060303127e+16       5.321981387462e+17       1.729615360049e+22       5.476161390350e+22       2.560330184097e-15      -2.561154903873e-15      -1.503889646399e-12       3.215781529988e-18       9.988725382883e-01      -5.683207799656e-16       5.476161390350e+22       1.825366083159e+22      -5.001922023716e+25       1.173972722975e-04       7.642582855906e-02 
       3.379426041380e+08       7.120246399438e-15       1.475511206081e-03       2.290349192534e+11       1.443125395810e+04       4.270326895364e-05       4.876935558011e+12       8.518863641954e-04       3.588813273452e+22       9.606239744315e+16       5.153101338032e+17       1.656825013035e+22       5.245699423740e+22       2.584027283855e-15      -2.584860914879e-15      -1.501582184868e-12       3.253028999545e-18       9.988708069924e-01      -5.735798707365e-16       5.245699423740e+22       1.748546095496e+22      -4.740190880982e+25       1.174937142374e-04       7.636327829737e-02 
       3.343295190803e+08       7.274974076531e-15       1.491456945587e-03       2.241636982113e+11       1.443125394216e+04       4.316476133694e-05       4.824794204639e+12       8.610926325084e-04       3.437779136281e+22       9.301409245157e+16       4.989580283500e+17       1.587098026084e+22       5.024936359577e+22       2.607943709799e-15      -2.608786348359e-15      -1.499278264747e-12       3.290707892665e-18       9.988690730392e-01      -5.788876257656e-16       5.024936359577e+22       1.674959054122e+22      -4.492155114922e+25       1.175901564085e-04       7.630083260817e-02 
       3.307550630188e+08       7.433064085306e-15       1.507575010692e-03       2.193960807102e+11       1.443125392604e+04       4.363124104797e-05       4.773210316179e+12       8.703983918850e-04       3.293101225766e+22       9.006251795568e+16       4.831248169281e+17       1.520305478601e+22       4.813464023100e+22       2.632081491860e-15      -2.632933235282e-15      -1.496977880611e-12       3.328823206324e-18       9.988673364249e-01      -5.842444953395e-16       4.813464023100e+22       1.604468901456e+22      -4.257098099406e+25       1.176865988137e-04       7.623849125757e-02 
       3.272188229549e+08       7.594589491362e-15       1.523867262222e-03       2.147298632571e+11       1.443125390975e+04       4.410276198456e-05       4.722177932542e+12       8.798047175061e-04       3.154512042002e+22       8.720460445002e+16       4.677940337060e+17       1.456323875575e+22       4.610891417440e+22       2.656442678757e-15      -2.657303625418e-15      -1.494681027041e-12       3.367379995377e-18       9.988655971455e-01      -5.896509339111e-16       4.610891417440e+22       1.536945305859e+22      -4.034340706587e+25       1.177830414555e-04       7.617625401273e-02 
       3.237203903054e+08       7.759624947834e-15       1.540335581012e-03       2.101628892239e+11       1.443125389328e+04       4.457937862699e-05       4.671691157361e+12       8.893126961714e-04       3.021755342737e+22       8.443737983238e+16       4.529497353547e+17       1.395034919246e+22       4.416844000695e+22       2.681029338169e-15      -2.681899587510e-15      -1.492387698628e-12       3.406383373227e-18       9.988638551965e-01      -5.951074001375e-16       4.416844000695e+22       1.472263420661e+22      -3.823239344758e+25       1.178794843369e-04       7.611412064179e-02 
       3.202593608556e+08       7.928246730265e-15       1.556981871545e-03       2.056930478511e+11       1.443125387663e+04       4.506114604431e-05       4.621744157308e+12       8.989234264253e-04       2.894585669601e+22       8.175796631294e+16       4.385764844682e+17       1.336325290381e+22       4.230962993427e+22       2.705843556911e-15      -2.706723209448e-15      -1.490097889972e-12       3.445838512499e-18       9.988621105740e-01      -6.006143569199e-16       4.230962993427e+22       1.410303653327e+22      -3.623184098882e+25       1.179759274605e-04       7.605209091398e-02 
       3.168353347123e+08       8.100532771711e-15       1.573808056492e-03       2.013182732716e+11       1.443125385981e+04       4.554811990071e-05       4.572331161422e+12       9.086380186840e-04       2.772767894263e+22       7.916357742148e+16       4.246593335082e+17       1.280086438751e+22       4.052904715305e+22       2.730887441114e-15      -2.731776598447e-15      -1.487811595680e-12       3.485750645733e-18       9.988603632738e-01      -6.061722714425e-16       4.052904715305e+22       1.350951444338e+22      -3.433596968424e+25       1.180723708291e-04       7.599016459953e-02 
       3.134479162577e+08       8.276562698782e-15       1.590816080352e-03       1.970365435564e+11       1.443125384280e+04       4.604035646194e-05       4.523446460443e+12       9.184575953635e-04       2.656076783699e+22       7.665151510960e+16       4.111838092603e+17       1.226214382433e+22       3.882339949665e+22       2.756163116400e-15      -2.757061881229e-15      -1.485528810369e-12       3.526125066074e-18       9.988586132920e-01      -6.117816152120e-16       3.882339949665e+22       1.294097055377e+22      -3.253930197385e+25       1.181688144458e-04       7.592834146972e-02 
       3.100967141038e+08       8.456417868377e-15       1.608007907635e-03       1.928458797799e+11       1.443125382561e+04       4.653791260180e-05       4.475084406151e+12       9.283832910093e-04       2.544296583750e+22       7.421916694487e+16       3.981358977820e+17       1.174609515552e+22       3.718953334809e+22       2.781672728065e-15      -2.782581204198e-15      -1.483249528662e-12       3.566967127974e-18       9.988568606245e-01      -6.174428640978e-16       3.718953334809e+22       1.239635366434e+22      -3.083664691723e+25       1.182652583132e-04       7.586662129685e-02 
       3.067813410471e+08       8.640181405220e-15       1.625385526495e-03       1.887443451054e+11       1.443125380823e+04       4.704084580872e-05       4.427239410711e+12       9.384162524275e-04       2.437220620206e+22       7.186400339398e+16       3.855020298291e+17       1.125176424116e+22       3.562442780926e+22       2.807418441259e-15      -2.808336733627e-15      -1.480973745193e-12       3.608282247901e-18       9.988551052669e-01      -6.231564983716e-16       3.562442780926e+22       1.187465681441e+22      -2.922308519587e+25       1.183617024344e-04       7.580500385422e-02 
       3.035014140237e+08       8.827938240512e-15       1.642950943278e-03       1.847300438896e+11       1.443125379067e+04       4.754921419243e-05       4.379905946033e+12       9.485576388172e-04       2.334650916680e+22       6.958357519219e+16       3.732690667440e+17       1.077823709602e+22       3.412518911546e+22       2.833402441172e-15      -2.834330655839e-15      -1.478701454601e-12       3.650075905061e-18       9.988533472151e-01      -6.289230027493e-16       3.412518911546e+22       1.137491542094e+22      -2.769395490017e+25       1.184581468123e-04       7.574348891620e-02 
       3.002565540653e+08       9.019775151044e-15       1.660706186158e-03       1.808011208071e+11       1.443125377291e+04       4.806307649060e-05       4.333078543127e+12       9.588086219048e-04       2.236397828562e+22       6.737551079617e+16       3.614242867921e+17       1.032463819968e+22       3.268904528509e+22       2.859626933217e-15      -2.860565177393e-15      -1.476432651538e-12       3.692353642121e-18       9.988515864651e-01      -6.347428664316e-16       3.268904528509e+22       1.089620549510e+22      -2.624483806030e+25       1.185545914499e-04       7.568207625816e-02 
       2.970463862554e+08       9.215780799380e-15       1.678653308772e-03       1.769557599921e+11       1.443125375496e+04       4.858249207573e-05       4.286751791478e+12       9.691703860792e-04       2.142279692379e+22       6.523751391771e+16       3.499553719323e+17       9.890128877716e+21       3.131334099439e+22       2.886094143221e-15      -2.887042525274e-15      -1.474167330659e-12       3.735121065946e-18       9.988498230129e-01      -6.406165831454e-16       3.131334099439e+22       1.043764193383e+22      -2.487154788170e+25       1.186510363503e-04       7.562076565651e-02 
       2.938705396858e+08       9.416045774581e-15       1.696794382951e-03       1.731921841999e+11       1.443125373682e+04       4.910752096193e-05       4.240920338414e+12       9.796441285281e-04       2.052122489910e+22       6.316736113570e+16       3.388503950060e+17       9.473905751089e+21       2.999553266794e+22       2.912806317608e-15      -2.913764947078e-15      -1.471905486631e-12       3.778383848342e-18       9.988480568541e-01      -6.465446511855e-16       2.999553266794e+22       9.998376883396e+21      -2.357011664862e+25       1.187474815164e-04       7.555955688867e-02 
       2.907286474138e+08       9.620662634332e-15       1.715131505989e-03       1.695086539851e+11       1.443125371848e+04       4.963822381186e-05       4.195578888492e+12       9.902310593769e-04       1.965759526441e+22       6.116289958383e+16       3.280978073339e+17       9.075199250715e+21       2.873318377583e+22       2.939765723595e-15      -2.940734711205e-15      -1.469647114128e-12       3.822147726809e-18       9.988462879845e-01      -6.525275734572e-16       2.873318377583e+22       9.577598171707e+21      -2.233678426056e+25       1.188439269514e-04       7.549844973308e-02 
       2.876203464198e+08       9.829725947706e-15       1.733666797008e-03       1.659034668975e+11       1.443125369995e+04       5.017466194380e-05       4.150722202883e+12       1.000932401829e-03       1.883031122554e+22       5.922204471176e+16       3.176864267059e+17       8.693272194597e+21       2.752396032860e+22       2.966974649384e-15      -2.967954107053e-15      -1.467392207833e-12       3.866418505298e-18       9.988445164001e-01      -6.585658575189e-16       2.752396032860e+22       9.174527806711e+21      -2.116798736856e+25       1.189403726584e-04       7.543744396921e-02 
       2.845452775656e+08       1.004333233880e-14       1.752402396960e-03       1.623749566957e+11       1.443125368121e+04       5.071689733866e-05       4.106345098772e+12       1.011749392305e-03       1.803784318892e+22       5.734277811721e+16       3.076054257517e+17       8.327418424824e+21       2.636562656194e+22       2.994435404351e-15      -2.995425445208e-15      -1.465140762435e-12       3.911202054988e-18       9.988427420966e-01      -6.646600156251e-16       2.636562656194e+22       8.788420537913e+21      -2.006034907992e+25       1.190368186406e-04       7.537653937757e-02 
       2.815030855525e+08       1.026158053150e-14       1.771340468622e-03       1.589214925769e+11       1.443125366228e+04       5.126499264719e-05       4.062442448753e+12       1.022683280588e-03       1.727872593347e+22       5.552314544701e+16       2.978443206813e+17       7.976961501930e+21       2.525604080286e+22       3.022150319249e-15      -3.023151057644e-15      -1.462892772635e-12       3.956504315058e-18       9.988409650701e-01      -6.708105647701e-16       2.525604080286e+22       8.418562478465e+21      -1.901066920174e+25       1.191332649012e-04       7.531573573968e-02 
       2.784934188805e+08       1.048457139471e-14       1.790483203877e-03       1.555414784227e+11       1.443125364313e+04       5.181901119720e-05       4.019009180239e+12       1.033735329968e-03       1.655155590150e+22       5.376125436455e+16       2.883929603820e+17       7.641253454202e+21       2.419315150992e+22       3.050121746400e-15      -3.051133297920e-15      -1.460648233138e-12       4.002331293477e-18       9.988391853162e-01      -6.770180267310e-16       2.419315150992e+22       8.064269785234e+21      -1.801591499480e+25       1.192297114435e-04       7.525503283806e-02 
       2.755159298076e+08       1.071240798950e-14       1.809832810977e-03       1.522333520621e+11       1.443125362378e+04       5.237901700087e-05       3.976040274877e+12       1.044906817386e-03       1.585498860364e+22       5.205527258193e+16       2.792415158619e+17       7.319673579624e+21       2.317499348005e+22       3.078352059899e-15      -3.079374541380e-15      -1.458407138660e-12       4.048689067800e-18       9.988374028305e-01      -6.832829281129e-16       2.317499348005e+22       7.724887394421e+21      -1.707321241146e+25       1.193261582706e-04       7.519443045626e-02 
       2.725702743098e+08       1.094519561649e-14       1.829391527281e-03       1.489955845489e+11       1.443125360422e+04       5.294507476218e-05       3.933530767969e+12       1.056199033580e-03       1.518773613293e+22       5.040342595439e+16       2.703804700280e+17       7.011627298239e+21       2.219968421507e+22       3.106843655814e-15      -3.107877185352e-15      -1.456169483925e-12       4.095583785976e-18       9.988356176091e-01      -6.896058003932e-16       2.219968421507e+22       7.399787810391e+21      -1.617983779184e+25       1.194226053860e-04       7.513392837886e-02 
       2.696561120410e+08       1.118304186461e-14       1.849161611972e-03       1.458266794556e+11       1.443125358445e+04       5.351724988434e-05       3.891475747893e+12       1.067613283241e-03       1.454856478362e+22       4.880399663533e+16       2.618006077890e+17       6.716545052811e+21       2.126542044104e+22       3.135598952386e-15      -3.136643649356e-15      -1.453935263663e-12       4.143021667163e-18       9.988338296478e-01      -6.959871799670e-16       2.126542044104e+22       7.088369945478e+21      -1.533320999468e+25       1.195190527930e-04       7.507352639148e-02 
       2.667731062940e+08       1.142605666062e-14       1.869145349701e-03       1.427251721812e+11       1.443125356447e+04       5.409560847739e-05       3.849870355541e+12       1.079150885156e-03       1.393629277008e+22       4.725532128980e+16       2.534930064719e+17       6.433881255749e+21       2.037047477416e+22       3.164620390241e-15      -3.165676375306e-15      -1.451704472616e-12       4.191009002549e-18       9.988320389424e-01      -7.024276081918e-16       2.037047477416e+22       6.790058008609e+21      -1.453088293988e+25       1.196155004949e-04       7.501322428072e-02 
       2.639209239615e+08       1.167435231999e-14       1.889345050586e-03       1.396896292748e+11       1.443125354427e+04       5.468021736578e-05       3.808709783757e+12       1.090813172365e-03       1.334978804177e+22       4.575578936471e+16       2.454490265429e+17       6.163113280354e+21       1.951319252694e+22       3.193910432590e-15      -3.194977827718e-15      -1.449477105531e-12       4.239552156190e-18       9.988302454885e-01      -7.089276314338e-16       1.951319252694e+22       6.504300440709e+21      -1.377053854123e+25       1.197119484953e-04       7.495302183420e-02 
       2.610992354975e+08       1.192804359901e-14       1.909763046569e-03       1.367186477729e+11       1.443125352385e+04       5.527114409618e-05       3.767989276779e+12       1.102601492313e-03       1.278796619018e+22       4.430384141394e+16       2.376603026228e+17       5.903740494517e+21       1.869198864884e+22       3.223471565444e-15      -3.224550493920e-15      -1.447253157164e-12       4.288657565854e-18       9.988284492819e-01      -7.154878011148e-16       1.869198864884e+22       6.230568894899e+21      -1.304998000903e+25       1.198083967975e-04       7.489291884059e-02 
       2.583077148793e+08       1.218724774765e-14       1.930401695063e-03       1.338108545507e+11       1.443125350321e+04       5.586845694519e-05       3.727704129691e+12       1.114517207005e-03       1.224978844380e+22       4.289796747655e+16       2.301187347870e+17       5.655283335080e+21       1.790534479558e+22       3.253306297822e-15      -3.254396884262e-15      -1.445032622279e-12       4.338331743874e-18       9.988266503184e-01      -7.221086737584e-16       1.790534479558e+22       5.968357259625e+21      -1.236712550309e+25       1.199048454052e-04       7.483291508955e-02 
       2.555460395701e+08       1.245208456392e-14       1.951263386218e-03       1.309649056879e+11       1.443125348235e+04       5.647222492729e-05       3.687849687879e+12       1.126561693169e-03       1.173425974749e+22       4.153670550654e+16       2.228164801423e+17       5.417282421159e+21       1.715180652184e+22       3.283417161962e-15      -3.284519532331e-15      -1.442815495649e-12       4.388581278009e-18       9.988248485940e-01      -7.287908110374e-16       1.715180652184e+22       5.717180722884e+21      -1.172000211786e+25       1.200012943218e-04       7.477301037180e-02 
       2.528138904811e+08       1.272267644876e-14       1.972350524738e-03       1.281794858474e+11       1.443125346127e+04       5.708251780280e-05       3.648421346493e+12       1.138736342405e-03       1.124042692275e+22       4.021863985234e+16       2.157459446706e+17       5.189297704779e+21       1.642998059211e+22       3.313806713542e-15      -3.314920995164e-15      -1.440601772055e-12       4.439412832323e-18       9.988230441042e-01      -7.355347798208e-16       1.642998059211e+22       5.476574875843e+21      -1.110674018232e+25       1.200977435510e-04       7.471320447901e-02 
       2.501109519353e+08       1.299914846315e-14       1.993665549890e-03       1.254533076674e+11       1.443125343995e+04       5.769940608592e-05       3.609414549917e+12       1.151042561355e-03       1.076737690528e+22       3.894239978464e+16       2.088997753311e+17       4.970907657249e+21       1.573853240470e+22       3.344477531891e-15      -3.345603853465e-15      -1.438391446284e-12       4.490833148063e-18       9.988212368448e-01      -7.423411522228e-16       1.573853240470e+22       5.246094854176e+21      -1.052556785810e+25       1.201941930964e-04       7.465349720391e-02 
       2.474369116305e+08       1.328162838572e-14       2.015210924583e-03       1.227851111663e+11       1.443125341841e+04       5.832296105292e-05       3.570824791239e+12       1.163481771862e-03       1.031423505683e+22       3.770665807084e+16       2.022708524140e+17       4.761708489791e+21       1.507618352413e+22       3.375432220209e-15      -3.376570711828e-15      -1.436184513133e-12       4.542849044557e-18       9.988194268114e-01      -7.492105056512e-16       1.507618352413e+22       5.025314515539e+21      -9.974806020273e+24       1.202906429616e-04       7.459388834026e-02 
       2.447914606037e+08       1.357024677183e-14       2.036989135377e-03       1.201736631604e+11       1.443125339663e+04       5.895325475032e-05       3.532647611734e+12       1.176055411132e-03       9.880163548032e+21       3.651012959485e+16       1.958522821360e+17       4.561313406955e+21       1.444170931740e+22       3.406673405792e-15      -3.407824198952e-15      -1.433980967408e-12       4.595467420119e-18       9.988176140000e-01      -7.561434228557e-16       1.444170931740e+22       4.813825651662e+21      -9.452863406036e+24       1.203870931505e-04       7.453437768280e-02 
       2.421742931950e+08       1.386513701392e-14       2.059002701571e-03       1.176177566941e+11       1.443125337461e+04       5.959036000326e-05       3.494878600346e+12       1.188764931905e-03       9.464359809335e+21       3.535157002055e+16       1.896373894710e+17       4.369351891464e+21       1.383393668976e+22       3.438203740250e-15      -3.439366967868e-15      -1.431780803921e-12       4.648695252958e-18       9.988157984064e-01      -7.631404919782e-16       1.383393668976e+22       4.611237233600e+21      -8.958232017206e+24       1.204835436667e-04       7.447496502734e-02 
       2.395851070124e+08       1.416643540279e-14       2.081254166114e-03       1.151162104819e+11       1.443125335236e+04       6.023435042388e-05       3.457513393180e+12       1.201611802617e-03       9.066055047075e+21       3.422977449783e+16       1.836197112087e+17       4.185469019149e+21       1.325174191571e+22       3.470025899735e-15      -3.471201696164e-15      -1.429584017493e-12       4.702539602110e-18       9.988139800260e-01      -7.702023066017e-16       1.325174191571e+22       4.417174688742e+21      -8.489482763313e+24       1.205799945141e-04       7.441565017065e-02 
       2.370236028970e+08       1.447428119117e-14       2.103746099237e-03       1.126678683624e+11       1.443125332987e+04       6.088530041987e-05       3.420547672997e+12       1.214597507576e-03       8.684512822042e+21       3.314357640951e+16       1.777929892329e+17       4.009324802720e+21       1.269404856133e+22       3.502142585165e-15      -3.503331086211e-15      -1.427390602952e-12       4.757007608370e-18       9.988121588546e-01      -7.773294658012e-16       1.269404856133e+22       4.231279208254e+21      -8.045261332661e+24       1.206764456965e-04       7.435643291055e-02 
       2.344894848883e+08       1.478881665783e-14       2.126481100277e-03       1.102715987642e+11       1.443125330714e+04       6.154328520302e-05       3.383977168714e+12       1.227723547127e-03       8.319027687853e+21       3.209184615816e+16       1.721511640134e+17       3.840593563150e+21       1.215982549401e+22       3.534556522459e-15      -3.535757865394e-15      -1.425200555137e-12       4.812106495243e-18       9.988103348879e-01      -7.845225741950e-16       1.215982549401e+22       4.053207083668e+21      -7.624284279445e+24       1.207728972178e-04       7.429731304587e-02 
       2.319824601901e+08       1.511018717340e-14       2.149461794033e-03       1.079262941826e+11       1.443125328415e+04       6.220838079793e-05       3.347797654916e+12       1.240991437832e-03       7.968923886624e+21       3.107348999137e+16       1.666883683042e+17       3.678963327516e+21       1.164808497600e+22       3.567270462762e-15      -3.568484786342e-15      -1.423013868891e-12       4.867843569896e-18       9.988085081219e-01      -7.917822419953e-16       1.164808497600e+22       3.882629071380e+21      -7.225335315612e+24       1.208693490820e-04       7.423829037648e-02 
       2.295022391364e+08       1.543854126728e-14       2.172690836233e-03       1.056308706681e+11       1.443125326093e+04       6.288066405080e-05       3.312004951359e+12       1.254402712639e-03       7.633554099542e+21       3.008744886427e+16       1.613989210421e+17       3.524135252183e+21       1.115788083809e+22       3.600287182683e-15      -3.601514627163e-15      -1.420830539069e-12       4.924226224132e-18       9.988066785521e-01      -7.991090850598e-16       1.115788083809e+22       3.719229783908e+21      -6.847261796753e+24       1.209658012931e-04       7.417936470324e-02 
       2.270485351584e+08       1.577403069647e-14       2.196170913521e-03       1.033842673248e+11       1.443125323745e+04       6.356021263830e-05       3.276594922494e+12       1.267958921063e-03       7.312298250010e+21       2.913269733820e+16       1.562773214387e+17       3.375823070264e+21       1.068830673029e+22       3.633609484527e-15      -3.634850191677e-15      -1.418650560530e-12       4.981261935369e-18       9.988048461740e-01      -8.065037249442e-16       1.068830673029e+22       3.562707106758e+21      -6.488971391881e+24       1.210622538551e-04       7.412053582802e-02 
       2.246210647510e+08       1.611681051587e-14       2.219904736194e-03       1.011854458210e+11       1.443125321371e+04       6.424710507655e-05       3.241563476987e+12       1.281661629363e-03       7.004562357174e+21       2.820824251427e+16       1.513182432594e+17       3.233752562324e+21       1.023849444598e+22       3.667240196536e-15      -3.668494309658e-15      -1.416473928144e-12       5.038958267631e-18       9.988030109834e-01      -8.139667889554e-16       1.023849444598e+22       3.412771639833e+21      -6.149428927461e+24       1.211587067720e-04       7.406180355374e-02 
       2.222195474401e+08       1.646703914982e-14       2.243895047286e-03       9.903338990822e+10       1.443125318972e+04       6.494142073018e-05       3.206906567245e+12       1.295512420725e-03       6.709777437685e+21       2.731312300082e+16       1.465165292847e+17       3.097661049376e+21       9.807612316713e+21       3.701182173128e-15      -3.702449837073e-15      -1.414300636788e-12       5.097322872550e-18       9.988011729760e-01      -8.214989102040e-16       9.807612316713e+21       3.269146162354e+21      -5.827653396578e+24       1.212551600480e-04       7.400316768434e-02 
       2.198437057504e+08       1.682487846541e-14       2.268144617119e-03       9.692710495252e+10       1.443125316547e+04       6.564323982153e-05       3.172620188951e+12       1.309512895444e-03       6.427398453689e+21       2.644640791360e+16       1.418671859469e+17       2.967296907195e+21       9.394863674478e+21       3.735438295139e-15      -3.736719656323e-15      -1.412130681347e-12       5.156363490384e-18       9.987993321477e-01      -8.291007276587e-16       9.394863674478e+21       3.131565120295e+21      -5.522715124614e+24       1.213516136874e-04       7.394462802477e-02 
       2.174932651732e+08       1.719049384673e-14       2.292656250575e-03       9.486561747415e+10       1.443125314096e+04       6.635264343987e-05       3.138700380599e+12       1.323664671106e-03       6.156903305087e+21       2.560719590767e+16       1.373653781368e+17       2.842419101090e+21       8.999485378751e+21       3.770011470067e-15      -3.771306676486e-15      -1.409964056713e-12       5.216087951040e-18       9.987974884938e-01      -8.367728861991e-16       8.999485378751e+21       2.999774135392e+21      -5.233733083219e+24       1.214480676942e-04       7.388618438099e-02 
       2.151679541345e+08       1.756405427205e-14       2.317432776181e-03       9.284797469783e+10       1.443125311618e+04       6.706971355082e-05       3.105143223037e+12       1.337969382780e-03       5.897791864208e+21       2.479461424009e+16       1.330064241757e+17       2.722796740242e+21       8.620746405489e+21       3.804904632319e-15      -3.806213833571e-15      -1.407800757788e-12       5.276504175115e-18       9.987956420101e-01      -8.445160366722e-16       8.620746405489e+21       2.873529534817e+21      -4.959872344847e+24       1.215445220728e-04       7.382783655998e-02 
       2.128675039640e+08       1.794573239165e-14       2.342477058846e-03       9.087324411244e+10       1.443125309114e+04       6.779453300579e-05       3.071944839014e+12       1.352428683204e-03       5.649585051105e+21       2.400781786228e+16       1.287857909465e+17       2.608208650805e+21       8.257946495519e+21       3.840120743462e-15      -3.841444090759e-15      -1.405640779479e-12       5.337620174945e-18       9.987937926922e-01      -8.523308359463e-16       8.257946495519e+21       2.752597900637e+21      -4.700341670473e+24       1.216409768275e-04       7.376958436976e-02 
       2.105916488638e+08       1.833570460760e-14       2.367791992583e-03       8.894051303995e+10       1.443125306582e+04       6.852718555156e-05       3.039101392734e+12       1.367044242976e-03       5.411823947768e+21       2.324598854119e+16       1.246990891794e+17       2.498442966964e+21       7.910414859810e+21       3.875662792470e-15      -3.877000438660e-15      -1.403484116705e-12       5.399444055667e-18       9.987919405359e-01      -8.602179469675e-16       7.910414859810e+21       2.636755638244e+21      -4.454391223547e+24       1.217374319627e-04       7.371142761938e-02 
       2.083401258778e+08       1.873415115529e-14       2.393380498688e-03       8.704888821366e+10       1.443125304024e+04       6.926775583995e-05       3.006609089408e+12       1.381817750746e-03       5.184068949613e+21       2.250833400840e+16       1.207420688872e+17       2.393296739219e+21       7.577508939235e+21       3.911533795983e-15      -3.912885895564e-15      -1.401330764390e-12       5.461984016296e-18       9.987900855368e-01      -8.681780388157e-16       7.577508939235e+21       2.525788562944e+21      -4.221310403560e+24       1.218338874828e-04       7.365336611889e-02 
       2.061126748612e+08       1.914125618635e-14       2.419245538476e-03       8.519749536532e+10       1.443125301437e+04       7.001632943763e-05       2.974464174822e+12       1.396750913415e-03       4.965898952687e+21       2.179408713620e+16       1.169106149461e+17       2.292575559135e+21       7.258613216524e+21       3.947736798560e-15      -3.949103507698e-15      -1.399180717465e-12       5.525248350810e-18       9.987882276904e-01      -8.762117867604e-16       7.258613216524e+21       2.419491503941e+21      -4.000425792971e+24       1.219303433923e-04       7.359539967937e-02 
       2.039090384506e+08       1.955720785445e-14       2.445390096909e-03       8.338547882105e+10       1.443125298823e+04       7.077299283595e-05       2.942662934898e+12       1.411845456327e-03       4.756910575067e+21       2.110250513978e+16       1.132007428151e+17       2.196093199901e+21       6.953138078216e+21       3.984274872935e-15      -3.985656349487e-15      -1.397033970871e-12       5.589245449249e-18       9.987863669922e-01      -8.843198723195e-16       6.953138078216e+21       2.317667924989e+21      -3.791099211572e+24       1.220267996957e-04       7.353752811292e-02 
