# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_vf             15:(.)p_vf               16:(.)p_prime_vf         17:phi_vf                18:rQ_vf                 19:(.)rho_cdm_vf         20:(.)rho_tot            21:(.)p_tot              22:(.)p_tot_prime        23:gr.fac. D             24:gr.fac. f          
       2.869586185550e+09       9.875153625056e-17       1.737669990689e-04       1.651399387437e+13       1.443125525985e+04       5.029037053317e-06       4.141173074824e+13       1.003244182294e-04       1.865761659435e+26       5.881422755347e+19       3.154987620213e+20       8.613545342635e+25       2.727119936828e+26       4.131127324870e-16      -4.132109368407e-16      -2.038251847048e-12       3.288533663036e-19       9.991679538464e-01      -9.172644525043e-17       2.727119936828e+26       9.090387312327e+25      -2.092547017337e+30       9.830416286443e-05       9.125288054891e-02 
       2.838906245185e+09       1.008974763717e-16       1.756448909873e-04       1.616276568443e+13       1.443125525797e+04       5.083385644512e-06       4.096898069214e+13       1.014086195555e-04       1.787241635982e+26       5.694790203798e+19       3.054871812498e+20       8.251046853669e+25       2.612349945699e+26       4.169363456497e-16      -4.170356111613e-16      -2.035124387337e-12       3.326624339300e-19       9.991666759572e-01      -9.257531168191e-17       2.612349945699e+26       8.707821071162e+25      -1.983052054422e+30       9.840058701054e-05       9.116348210568e-02 
       2.808554316832e+09       1.030900492713e-16       1.775430773705e-04       1.581900759914e+13       1.443125525607e+04       5.138321578631e-06       4.053096426118e+13       1.025045377901e-04       1.712026104317e+26       5.514079979337e+19       2.957932934825e+20       7.903804005588e+25       2.502410014217e+26       4.207953484746e-16      -4.208956866104e-16      -2.032001726508e-12       3.365156212767e-19       9.991653961066e-01      -9.343203356410e-17       2.502410014217e+26       8.341355016254e+25      -1.879286543279e+30       9.849701117960e-05       9.107425893018e-02 
       2.778526893579e+09       1.053302683120e-16       1.794617783162e-04       1.548256074039e+13       1.443125525415e+04       5.193851203064e-06       4.009763084620e+13       1.036122995573e-04       1.639975995890e+26       5.339104151412e+19       2.864070175098e+20       7.571174769294e+25       2.397096870800e+26       4.246900685101e-16      -4.247914908601e-16      -2.028883857198e-12       3.404134393710e-19       9.991641142915e-01      -9.429668358916e-17       2.397096870800e+26       7.990311576063e+25      -1.780950683651e+30       9.859343537186e-05       9.098521051096e-02 
       2.748820506007e+09       1.076191688763e-16       1.814012139221e-04       1.515326960919e+13       1.443125525221e+04       5.249980933797e-06       3.966893037914e+13       1.047320328492e-04       1.570958094804e+26       5.169680752991e+19       2.773185920246e+20       7.252544135287e+25       2.296215798487e+26       4.286208363360e-16      -4.287233546158e-16      -2.025770772057e-12       3.443564051594e-19       9.991628305087e-01      -9.516933512190e-17       2.296215798487e+26       7.654041694444e+25      -1.687760362675e+30       9.868985958762e-05       9.089633633862e-02 
       2.719431721789e+09       1.099578088480e-16       1.833616079239e-04       1.483098201376e+13       1.443125525025e+04       5.306717256153e-06       3.924481332721e+13       1.058638670414e-04       1.504844791519e+26       5.005633591316e+19       2.685185654707e+20       6.947322976563e+25       2.199580274925e+26       4.325879855923e-16      -4.326916116438e-16      -2.022662463745e-12       3.483450415759e-19       9.991615447553e-01      -9.605006220599e-17       2.199580274925e+26       7.331923630586e+25      -1.599446334030e+30       9.878628382714e-05       9.080763590577e-02 
       2.690357145296e+09       1.123472690992e-16       1.853431876953e-04       1.451554899924e+13       1.443125524827e+04       5.364066725542e-06       3.882523068722e+13       1.070079329078e-04       1.441513846902e+26       4.846792064677e+19       2.599977862143e+20       6.654946959350e+25       2.107011627494e+26       4.365918530063e-16      -4.366965987994e-16      -2.019558924934e-12       3.523798776117e-19       9.991602570283e-01      -9.693893957028e-17       2.107011627494e+26       7.023361809457e+25      -1.515753440021e+30       9.888270809071e-05       9.071910870706e-02 
       2.661593417203e+09       1.147886539910e-16       1.873461842479e-04       1.420682477881e+13       1.443125524627e+04       5.422035968218e-06       3.841013397988e+13       1.081643626351e-04       1.380848166217e+26       4.692990984992e+19       2.517473930260e+20       6.374875499695e+25       2.018338702959e+26       4.406327784224e-16      -4.407386560564e-16      -2.016460148308e-12       3.564614483849e-19       9.991589673249e-01      -9.783604263512e-17       2.018338702959e+26       6.727785720621e+25      -1.436439874379e+30       9.897913237860e-05       9.063075423913e-02 
       2.633137214099e+09       1.172830918803e-16       1.893708249554e-04       1.390466666632e+13       1.443125524425e+04       5.480631682045e-06       3.799947524422e+13       1.093332898390e-04       1.322735582625e+26       4.544070406017e+19       2.437588058659e+20       6.106590763961e+25       1.933397551016e+26       4.447111048301e-16      -4.448181265350e-16      -2.013366126559e-12       3.605902952116e-19       9.991576756418e-01      -9.874144751869e-17       1.933397551016e+26       6.444648863403e+25      -1.361276483630e+30       9.907555669112e-05       9.054257200059e-02 
       2.604985248108e+09       1.198317356455e-16       1.914173462865e-04       1.360893501035e+13       1.443125524220e+04       5.539860637269e-06       3.759320703204e+13       1.105148495789e-04       1.267068649796e+26       4.399875457010e+19       2.360237169608e+20       5.849596711383e+25       1.852031121159e+26       4.488271783933e-16      -4.489353565313e-16      -2.010276852395e-12       3.647669656781e-19       9.991563819759e-01      -9.965523104354e-17       1.852031121159e+26       6.173427736449e+25      -1.290046105024e+30       9.917198102855e-05       9.045456149205e-02 
       2.577134266503e+09       1.224357632182e-16       1.934859847097e-04       1.331949312964e+13       1.443125524013e+04       5.599729677303e-06       3.719128240242e+13       1.117091783737e-04       1.213744443248e+26       4.260256181675e+19       2.285340821641e+20       5.603418176925e+25       1.774088972307e+26       4.529813484802e-16      -4.530906955470e-16      -2.007192318531e-12       3.689920137130e-19       9.991550863242e-01      -1.005774707431e-16       1.774088972307e+26       5.913620869800e+25      -1.222542939107e+30       9.926840539118e-05       9.036672221611e-02 
       2.549581051335e+09       1.250963781273e-16       1.955769803317e-04       1.303620724997e+13       1.443125523804e+04       5.660245719516e-06       3.679365491631e+13       1.129164142180e-04       1.162664370041e+26       4.125067382211e+19       2.212821125907e+20       5.367599992730e+25       1.699426994642e+26       4.571739676922e-16      -4.572844963184e-16      -2.004112517696e-12       3.732659996609e-19       9.991537886838e-01      -1.015082448683e-16       1.699426994642e+26       5.664747897714e+25      -1.158571955119e+30       9.936482977931e-05       9.027905367732e-02 
       2.522322419059e+09       1.278148100560e-16       1.976905714400e-04       1.275894644227e+13       1.443125523593e+04       5.721415756034e-06       3.640027863117e+13       1.141366965974e-04       1.113733986494e+26       3.994168468312e+19       2.142602665165e+20       5.141706146544e+25       1.627907143168e+26       4.614053918942e-16      -4.615171148472e-16      -2.001037442628e-12       3.775894903567e-19       9.991524890518e-01      -1.024476323940e-16       1.627907143168e+26       5.426348670496e+25      -1.097948327515e+30       9.946125419324e-05       9.019155538221e-02 
       2.495355220167e+09       1.305923154061e-16       1.998270035983e-04       1.248758256216e+13       1.443125523379e+04       5.783246854545e-06       3.601110809563e+13       1.153701665050e-04       1.066862823558e+26       3.867423310964e+19       2.074612415358e+20       4.925318975561e+25       1.559397182469e+26       4.656759802448e-16      -4.657889104297e-16      -1.997967086078e-12       3.819630592006e-19       9.991511874247e-01      -1.033957130259e-16       1.559397182469e+26       5.197982403713e+25      -1.040496901963e+30       9.955767863329e-05       9.010422683921e-02 
       2.468676338824e+09       1.334301778843e-16       2.019865241891e-04       1.222199019070e+13       1.443125523163e+04       5.845746159118e-06       3.562609834428e+13       1.166169664576e-04       1.021964219546e+26       3.744700100872e+19       2.008779669667e+20       4.718038394186e+25       1.493770442215e+26       4.699860952268e-16      -4.701002456883e-16      -1.994901440808e-12       3.863872862346e-19       9.991498837997e-01      -1.043525672074e-16       1.493770442215e+26       4.979226863217e+25      -9.860516892844e+29       9.965410309975e-05       9.001706755872e-02 
       2.442282692505e+09       1.363297090933e-16       2.041693842330e-04       1.196204657640e+13       1.443125522945e+04       5.908920891026e-06       3.524520489244e+13       1.178772405121e-04       9.789551599053e+25       3.625871211386e+19       1.945035964982e+20       4.519481154311e+25       1.430905582959e+26       4.743361026780e-16      -4.744514866016e-16      -1.991840499589e-12       3.908627582188e-19       9.991485781736e-01      -1.053182761260e-16       1.430905582959e+26       4.769677584455e+25      -9.344553858794e+29       9.975052759294e-05       8.993007705307e-02 
       2.416171231646e+09       1.392922491383e-16       2.063758329314e-04       1.170763157855e+13       1.443125522724e+04       5.972778349586e-06       3.486838373103e+13       1.191511342824e-04       9.377561237228e+25       3.510813065778e+19       1.883315010699e+20       4.329280136707e+25       1.370686371790e+26       4.787263718219e-16      -4.788430025357e-16      -1.988784255205e-12       3.953900687098e-19       9.991472705436e-01      -1.062929217207e-16       1.370686371790e+26       4.568947124645e+25      -8.855589192429e+29       9.984695211317e-05       8.984325483653e-02 
       2.390338939284e+09       1.423191672444e-16       2.086061267619e-04       1.145862761163e+13       1.443125522501e+04       6.037325912993e-06       3.449559132151e+13       1.204387949559e-04       8.982909367009e+25       3.399406008722e+19       1.823552619788e+20       4.147083672250e+25       1.313001467419e+26       4.831572752996e-16      -4.832751662756e-16      -1.985732700452e-12       3.999698181390e-19       9.991459609065e-01      -1.072765866885e-16       1.313001467419e+26       4.376664346420e+25      -8.392210172630e+29       9.994337666077e-05       8.975660042524e-02 
       2.364782830711e+09       1.454118623903e-16       2.108605240210e-04       1.121491959100e+13       1.443125522276e+04       6.102571039182e-06       3.412678459082e+13       1.217403713105e-04       8.604866303145e+25       3.291534181861e+19       1.765686642035e+20       3.972554891706e+25       1.257744214325e+26       4.876291892010e-16      -4.877483540568e-16      -1.982685828135e-12       4.046026138924e-19       9.991446492591e-01      -1.082693544917e-16       1.257744214325e+26       4.192473731617e+25      -7.953078000559e+29       1.000398012361e-04       8.967011333726e-02 
       2.339499953133e+09       1.485717639571e-16       2.131392830051e-04       1.097639487970e+13       1.443125522048e+04       6.168521266684e-06       3.376192092639e+13       1.230560137323e-04       8.242733068970e+25       3.187085403321e+19       1.709656899412e+20       3.805371102884e+25       1.204812445551e+26       4.921424930967e-16      -4.922629455971e-16      -1.979643631070e-12       4.092890703913e-19       9.991433355983e-01      -1.092713093650e-16       1.204812445551e+26       4.016034723951e+25      -7.536923931593e+29       1.001362258394e-04       8.958379309254e-02 
       2.314487385323e+09       1.518003323873e-16       2.154426692869e-04       1.074294323639e+13       1.443125521817e+04       6.235184215499e-06       3.340095817127e+13       1.243858742322e-04       7.895840104041e+25       3.085951051045e+19       1.655405123493e+20       3.645223193994e+25       1.154108293804e+26       4.966975700707e-16      -4.968193241292e-16      -1.976606102085e-12       4.140298091733e-19       9.991420199212e-01      -1.102825363223e-16       1.154108293804e+26       3.847021099345e+25      -7.142545609657e+29       1.002326504710e-04       8.949763921295e-02 
       2.289742237287e+09       1.550990598609e-16       2.177709484386e-04       1.051445676441e+13       1.443125521585e+04       6.302567587976e-06       3.304385461922e+13       1.257301064642e-04       7.563546026170e+25       2.988025949829e+19       1.602874894857e+20       3.491815062127e+25       1.105538010507e+26       5.012948067524e-16      -5.014178764328e-16      -1.973573234020e-12       4.188254589754e-19       9.991407022247e-01      -1.113031211645e-16       1.105538010507e+26       3.685120362766e+25      -6.768803593360e+29       1.003290751313e-04       8.941165122221e-02 
       2.265261649928e+09       1.584694709801e-16       2.201243896707e-04       1.029082986189e+13       1.443125521349e+04       6.370679169702e-06       3.269056900988e+13       1.270888657427e-04       7.245236445545e+25       2.893208261948e+19       1.552011584416e+20       3.344863065774e+25       1.059011792464e+26       5.059345933496e-16      -5.060589928677e-16      -1.970545019724e-12       4.236766558169e-19       9.991393825056e-01      -1.123331504861e-16       1.059011792464e+26       3.530033170440e+25      -6.414618063914e+29       1.004254998207e-04       8.932582864589e-02 
       2.241042794719e+09       1.619131234803e-16       2.225032621936e-04       1.007195917296e+13       1.443125521111e+04       6.439526830403e-06       3.234106052404e+13       1.284623090605e-04       6.940322828766e+25       2.801399381248e+19       1.502762296602e+20       3.204095500398e+25       1.014443615819e+26       5.106173236817e-16      -5.107430674069e-16      -1.967521452059e-12       4.285840430837e-19       9.991380607607e-01      -1.133727116831e-16       1.014443615819e+26       3.381472776388e+25      -6.078965705311e+29       1.005219245394e-04       8.924017101144e-02 
       2.217082873371e+09       1.654316089477e-16       2.249078461318e-04       9.857743539985e+12       1.443125520871e+04       6.509118524855e-06       3.199528877891e+13       1.298505951070e-04       6.648241410687e+25       2.712503830600e+19       1.455075814359e+20       3.069252096063e+25       9.717510770011e+25       5.153433952129e-16      -5.154704976699e-16      -1.964502523895e-12       4.335482716141e-19       9.991367369871e-01      -1.144218929602e-16       9.717510770011e+25       3.239164502250e+25      -5.760876747750e+29       1.006183492878e-04       8.915467784816e-02 
       2.193379117516e+09       1.690265535551e-16       2.273384143336e-04       9.648083956787e+12       1.443125520628e+04       6.579462293796e-06       3.165321382343e+13       1.312538842868e-04       6.368452152049e+25       2.626429162608e+19       1.408902545878e+20       2.940083536216e+25       9.308552403720e+25       5.201132090862e-16      -5.202416849566e-16      -1.961488228116e-12       4.385699997847e-19       9.991354111815e-01      -1.154807833381e-16       9.308552403720e+25       3.102845229422e+25      -5.459432165768e+29       1.007147740663e-04       8.906934868722e-02 
       2.169928788382e+09       1.726996188136e-16       2.297952487424e-04       9.442883522916e+12       1.443125520382e+04       6.650566264865e-06       3.131479613368e+13       1.326723387376e-04       6.100437740986e+25       2.543085863466e+19       1.364194473026e+20       2.816350996720e+25       8.916804922737e+25       5.249271701574e-16      -5.250570342814e-16      -1.958478557615e-12       4.436498935978e-19       9.991340833412e-01      -1.165494726614e-16       8.916804922737e+25       2.972262912569e+25      -5.173761022982e+29       1.008111988752e-04       8.898418306159e-02 
       2.146729176477e+09       1.764525023362e-16       2.322786367586e-04       9.242047398851e+12       1.443125520134e+04       6.722438653534e-06       3.097999660832e+13       1.341061223496e-04       5.843702636546e+25       2.462387259871e+19       1.320905101406e+20       2.697825704277e+25       8.541544012261e+25       5.297856870292e-16      -5.299169544074e-16      -1.955473505297e-12       4.487886267699e-19       9.991327534625e-01      -1.176280516059e-16       8.541544012261e+25       2.847176113608e+25      -4.903037955774e+29       1.009076237148e-04       8.889918050606e-02 
       2.123777601279e+09       1.802869386297e-16       2.347888603254e-04       9.045482762164e+12       1.443125519883e+04       6.795087764058e-06       3.064877656404e+13       1.355554007841e-04       5.597772152471e+25       2.384249428885e+19       1.278989412008e+20       2.584288513446e+25       8.182075840061e+25       5.346891720863e-16      -5.348218578813e-16      -1.952473064078e-12       4.539868808207e-19       9.991314215425e-01      -1.187166116867e-16       8.182075840061e+25       2.727353555306e+25      -4.646480788642e+29       1.010040485856e-04       8.881434055727e-02 
       2.101071410926e+09       1.842046998925e-16       2.373262123001e-04       8.853098764625e+12       1.443125519629e+04       6.868521990437e-06       3.032109773113e+13       1.370203414924e-04       5.362191579533e+25       2.308591110660e+19       1.238403814391e+20       2.475529501458e+25       7.837735773621e+25       5.396380415299e-16      -5.397721610683e-16      -1.949477226883e-12       4.592453451638e-19       9.991300875781e-01      -1.198152452654e-16       7.837735773621e+25       2.612573693664e+25      -4.403348274330e+29       1.011004734879e-04       8.872966275364e-02 
       2.078607981905e+09       1.882075968354e-16       2.398909855401e-04       8.664806490211e+12       1.443125519373e+04       6.942749817385e-06       2.999692224901e+13       1.385011137359e-04       5.136525344806e+25       2.235333623928e+19       1.199106101347e+20       2.371347580081e+25       7.507887151281e+25       5.446327154136e-16      -5.447682841875e-16      -1.946485986651e-12       4.645647171982e-19       9.991287515664e-01      -1.209240455585e-16       7.507887151281e+25       2.502624308295e+25      -4.172937952211e+29       1.011968984221e-04       8.864514663544e-02 
       2.056384718753e+09       1.922974795140e-16       2.424834765407e-04       8.480518914013e+12       1.443125519113e+04       7.017779821309e-06       2.967621266191e+13       1.399978886049e-04       4.920356206319e+25       2.164400784180e+19       1.161055405014e+20       2.271550123819e+25       7.191920105093e+25       5.496736176785e-16      -5.498106513474e-16      -1.943499336329e-12       4.699457024004e-19       9.991274135040e-01      -1.220431066450e-16       7.191920105093e+25       2.397302110046e+25      -3.954584118732e+29       1.012933233885e-04       8.856079174467e-02 
       2.034399053759e+09       1.964762381874e-16       2.451039836160e-04       8.300150862011e+12       1.443125518851e+04       7.093620671301e-06       2.935893191449e+13       1.415108390386e-04       4.713284481610e+25       2.095718824435e+19       1.124212154368e+20       2.175952613764e+25       6.889250433214e+25       5.547611761895e-16      -5.548996905821e-16      -1.940517268877e-12       4.753890144182e-19       9.991260733877e-01      -1.231725234743e-16       6.889250433214e+25       2.296412365125e+25      -3.747655904054e+29       1.013897483876e-04       8.847659762516e-02 
       2.012648446660e+09       2.007458041929e-16       2.477528105373e-04       8.123618971713e+12       1.443125518586e+04       7.170281130141e-06       2.904504334761e+13       1.430401398454e-04       4.514927308728e+25       2.029216318527e+19       1.088538034078e+20       2.084378296433e+25       6.599318519758e+25       5.598958227717e-16      -5.600358338877e-16      -1.937539777264e-12       4.808953751653e-19       9.991247312143e-01      -1.243123918744e-16       6.599318519758e+25       2.199768535054e+25      -3.551555449342e+29       1.014861734197e-04       8.839256382250e-02 
       1.991130384355e+09       2.051081508371e-16       2.504302628950e-04       7.950841653624e+12       1.443125518319e+04       7.247770055305e-06       2.873451069406e+13       1.445859677226e-04       4.324917938358e+25       1.964824106825e+19       1.053995944653e+20       1.996657856959e+25       6.321588300101e+25       5.650779932467e-16      -5.652195172588e-16      -1.934566854470e-12       4.864655149173e-19       9.991233869809e-01      -1.254628085602e-16       6.321588300101e+25       2.107191931772e+25      -3.365716179421e+29       1.015825984851e-04       8.830868988406e-02 
       1.969842380611e+09       2.095652943094e-16       2.531366517360e-04       7.781739053536e+12       1.443125518048e+04       7.326096399994e-06       2.842729807436e+13       1.461485012771e-04       4.142905055719e+25       1.902475224308e+19       1.020549963867e+20       1.912629106039e+25       6.055546269733e+25       5.703081274699e-16      -5.704511807255e-16      -1.931598493488e-12       4.921001724080e-19       9.991220406844e-01      -1.266238711415e-16       6.055546269733e+25       2.018511387253e+25      -3.189601165824e+29       1.016790235844e-04       8.822497535899e-02 
       1.948781975776e+09       2.141192946068e-16       2.558722881076e-04       7.616233015623e+12       1.443125517774e+04       7.405269214166e-06       2.812336999265e+13       1.477279210462e-04       3.968552131007e+25       1.842104830929e+19       9.881653093942e+19       1.832136680062e+25       5.800700534827e+25       5.755866693677e-16      -5.757312683907e-16      -1.928634687319e-12       4.978000949278e-19       9.991206923213e-01      -1.277956781310e-16       5.800700534827e+25       1.933562937023e+25      -3.022701575494e+29       1.017754487179e-04       8.814141979814e-02 
       1.927946736496e+09       2.187722564952e-16       2.586374866951e-04       7.454247046319e+12       1.443125517498e+04       7.485297645578e-06       2.782269133257e+13       1.493244095179e-04       3.801536797175e+25       1.783650144177e+19       9.568083026432e+19       1.755031753846e+25       5.556579902755e+25       5.809140669752e-16      -5.810602284683e-16      -1.925675428976e-12       5.035660384227e-19       9.991193418886e-01      -1.289783289534e-16       5.556579902755e+25       1.852189517007e+25      -2.864535200657e+29       1.018718738860e-04       8.805802275416e-02 
       1.907334255431e+09       2.235263304789e-16       2.614325694594e-04       7.295706278960e+12       1.443125517218e+04       7.566190940851e-06       2.752522735320e+13       1.509381511526e-04       3.641550253899e+25       1.727050373794e+19       9.264463337296e+19       1.681171765473e+25       5.322733010886e+25       5.862907724743e-16      -5.864385133204e-16      -1.922720711483e-12       5.093987675946e-19       9.991179893830e-01      -1.301719239530e-16       5.322733010886e+25       1.774240673124e+25      -2.714645065625e+29       1.019682990891e-04       8.797478378140e-02 
       1.886942150981e+09       2.283837137945e-16       2.642578583618e-04       7.140537439190e+12       1.443125516936e+04       7.647958446531e-06       2.723094368506e+13       1.525693324040e-04       3.488296696621e+25       1.672246658550e+19       8.970478275638e+19       1.610420152701e+25       5.098727492047e+25       5.917172422318e-16      -5.918665794964e-16      -1.919770527874e-12       5.152990560025e-19       9.991166348016e-01      -1.313765644028e-16       5.098727492047e+25       1.699572283107e+25      -2.572598106497e+29       1.020647243276e-04       8.789170243598e-02 
       1.866768067008e+09       2.333466514257e-16       2.671136808203e-04       6.988668811087e+12       1.443125516650e+04       7.730609610172e-06       2.693980632610e+13       1.542181417409e-04       3.341492769633e+25       1.619182005032e+19       8.685822110142e+19       1.542646100469e+25       4.884149175106e+25       5.971939368387e-16      -5.973448877715e-16      -1.916824871194e-12       5.212676861655e-19       9.991152781412e-01      -1.325923525131e-16       4.884149175106e+25       1.628046290034e+25      -2.437983919943e+29       1.021611496020e-04       8.780877827573e-02 
       1.846809672564e+09       2.384174371372e-16       2.700003660721e-04       6.840030204023e+12       1.443125516362e+04       7.814153981427e-06       2.665178163783e+13       1.558847696688e-04       3.200867042165e+25       1.567801228375e+19       8.410198811129e+19       1.477724299029e+25       4.678601319194e+25       6.027213211484e-16      -6.028739031858e-16      -1.913883734499e-12       5.273054496661e-19       9.991139193983e-01      -1.338193914394e-16       4.678601319194e+25       1.559530447065e+25      -2.310413577471e+29       1.022575749126e-04       8.772601086016e-02 
       1.827064661622e+09       2.435984145432e-16       2.729182469920e-04       6.694552920219e+12       1.443125516070e+04       7.898601213155e-06       2.636683634139e+13       1.575694087519e-04       3.066159506532e+25       1.518050894868e+19       8.143321742697e+19       1.415534712256e+25       4.481703880162e+25       6.082998643173e-16      -6.084540950838e-16      -1.910947110856e-12       5.334131472554e-19       9.991125585698e-01      -1.350577852924e-16       4.481703880162e+25       1.493898072930e+25      -2.189518501724e+29       1.023540002599e-04       8.764339975054e-02 
       1.807530752811e+09       2.488919781855e-16       2.758676619123e-04       6.552169722999e+12       1.443125515775e+04       7.983961062528e-06       2.608493751372e+13       1.592722536356e-04       2.937121097395e+25       1.469879266390e+19       7.884913364632e+19       1.355962355711e+25       4.293092807899e+25       6.139300398436e-16      -6.140859371543e-16      -1.908014993341e-12       5.395915889593e-19       9.991111956525e-01      -1.363076391456e-16       4.293092807899e+25       1.431027817702e+25      -2.074949401585e+29       1.024504256444e-04       8.756094450981e-02 
       1.788205689150e+09       2.543005746430e-16       2.788489491650e-04       6.412814805710e+12       1.443125515477e+04       8.070243392166e-06       2.580605258376e+13       1.609935010687e-04       2.813513231253e+25       1.423236246603e+19       7.634704943779e+19       1.298897084039e+25       4.112419373233e+25       6.196123256080e-16      -6.197699074705e-16      -1.905087375043e-12       5.458415941862e-19       9.991098306436e-01      -1.375690590451e-16       4.112419373233e+25       1.370803438431e+25      -1.966375263004e+29       1.025468510664e-04       8.747864470263e-02 
       1.769087237789e+09       2.598267036551e-16       2.818624579959e-04       6.276423761310e+12       1.443125515175e+04       8.157458171275e-06       2.553014932867e+13       1.627333499262e-04       2.695107365324e+25       1.378073328852e+19       7.392436274572e+19       1.244233387319e+25       3.939349523153e+25       6.253472039142e-16      -6.255064885306e-16      -1.902164249059e-12       5.521639918351e-19       9.991084635394e-01      -1.388421520181e-16       3.939349523153e+25       1.313113584215e+25      -1.863482392628e+29       1.026432765264e-04       8.739649989532e-02 
       1.750173189749e+09       2.654729192843e-16       2.849085303751e-04       6.142933552599e+12       1.443125514871e+04       8.245615476795e-06       2.525719587012e+13       1.644920012325e-04       2.581684574978e+25       1.334343545722e+19       7.157855408432e+19       1.191870195987e+25       3.773563263165e+25       6.311351615297e-16      -6.312961672989e-16      -1.899245608499e-12       5.585596204058e-19       9.991070943368e-01      -1.401270260822e-16       3.773563263165e+25       1.257851590322e+25      -1.765973511473e+29       1.027397020248e-04       8.731450965588e-02 
       1.731461359669e+09       2.712418310962e-16       2.879875246435e-04       6.012282483087e+12       1.443125514563e+04       8.334725494569e-06       2.498716067061e+13       1.662696581842e-04       2.473035148965e+25       1.292001420195e+19       6.930718391750e+19       1.141710693958e+25       3.614754065643e+25       6.369766897274e-16      -6.371394352469e-16      -1.896331446481e-12       5.650293281103e-19       9.991057230326e-01      -1.414237902545e-16       3.614754065643e+25       1.204915280975e+25      -1.673566896025e+29       1.028361275622e-04       8.723267355400e-02 
       1.712949585553e+09       2.771361053637e-16       2.910997918661e-04       5.884410168476e+12       1.443125514252e+04       8.424798520518e-06       2.472001252982e+13       1.680665261741e-04       2.368958201669e+25       1.251002918356e+19       6.710789012189e+19       1.093662139625e+25       3.462628303086e+25       6.428722843269e-16      -6.430367883953e-16      -1.893421756137e-12       5.715739729851e-19       9.991043496237e-01      -1.427325545608e-16       3.462628303086e+25       1.154206780431e+25      -1.585995564285e+29       1.029325531389e-04       8.715099116102e-02 
       1.694635728520e+09       2.831584663024e-16       2.942456922028e-04       5.759257508753e+12       1.443125513937e+04       8.515844961829e-06       2.445572058100e+13       1.698828128145e-04       2.269261301685e+25       1.211305403594e+19       6.497838553031e+19       1.047635694383e+25       3.316904705212e+25       6.488224457370e-16      -6.489887273559e-16      -1.890516530607e-12       5.781944230048e-19       9.991029741069e-01      -1.440534300451e-16       3.316904705212e+25       1.105632332023e+25      -1.503006504395e+29       1.030289787555e-04       8.706946204996e-02 
       1.676517672556e+09       2.893116973184e-16       2.974255912704e-04       5.636766660875e+12       1.443125513619e+04       8.607875338160e-06       2.419425428742e+13       1.717187279612e-04       2.173760116028e+25       1.172867592272e+19       6.291645555324e+19       1.003546258373e+25       3.177313838915e+25       6.548276789976e-16      -6.549957573741e-16      -1.887615763042e-12       5.848915561977e-19       9.991015964788e-01      -1.453865287789e-16       3.177313838915e+25       1.059102124801e+25      -1.424359943639e+29       1.031254044123e-04       8.698808579546e-02 
       1.658593324269e+09       2.955986423093e-16       3.006398546859e-04       5.516881012036e+12       1.443125513298e+04       8.700900282856e-06       2.393558343881e+13       1.735744837383e-04       2.082278069311e+25       1.135649510784e+19       6.091995587574e+19       9.613123131398e+24       3.043597610096e+25       6.608884938233e-16      -6.610583883719e-16      -1.884719446604e-12       5.916662607618e-19       9.991002167360e-01      -1.467319638705e-16       3.043597610096e+25       1.014530127484e+25      -1.349828655688e+29       1.032218301100e-04       8.690686197380e-02 
       1.640860612651e+09       3.020222069723e-16       3.038888553419e-04       5.399545153500e+12       1.443125512973e+04       8.794930544173e-06       2.367967814791e+13       1.754502945619e-04       1.994646017269e+25       1.099612453990e+19       5.898681022743e+19       9.208557709059e+24       2.915508786469e+25       6.670054046462e-16      -6.671771349912e-16      -1.881827574465e-12       5.985194351827e-19       9.990988348756e-01      -1.480898494750e-16       2.915508786469e+25       9.718339293917e+24      -1.279197304097e+29       1.033182558488e-04       8.682579016294e-02 
       1.623317488833e+09       3.085853601487e-16       3.071729679505e-04       5.284704854994e+12       1.443125512644e+04       8.889976986525e-06       2.342650884700e+13       1.773463771654e-04       1.910701934024e+25       1.064718944963e+19       5.711500822332e+19       8.821018301962e+24       2.792810540440e+25       6.731789306594e-16      -6.733525166372e-16      -1.878940139808e-12       6.054519883529e-19       9.990974508942e-01      -1.494603008039e-16       2.792810540440e+25       9.309345880733e+24      -1.212261820151e+29       1.034146816294e-04       8.674486994242e-02 
       1.605961925855e+09       3.152911351923e-16       3.104925708612e-04       5.172307039641e+12       1.443125512312e+04       8.986050591737e-06       2.317604628447e+13       1.792629506246e-04       1.830290612507e+25       1.030932696015e+19       5.530260327305e+19       8.449788375328e+24       2.675276011232e+25       6.794095958618e-16      -6.795850575229e-16      -1.876057135825e-12       6.124648396923e-19       9.990960647888e-01      -1.508434341345e-16       2.675276011232e+25       8.917564833464e+24      -1.148828813269e+29       1.035111074523e-04       8.666410089345e-02 
